case,candidate_id,high_level_description,shared_structures,output_grouping,estimated_reuse,observed_qor,method_signature,agent_id,notes,family,shared_structure,outcome,shard_csv,domain,hypothesis,representation,prior_low_value_signatures_avoided,status,evidence_path
ex223,ex223_r72_segdelta_hi7_lo3_abc_g_aig,FP16 natural log: non-positive/special sign-exp groups are constants/tables; positive normals are exponent interval plus mantissa correction.,shared special sign-exp decode and per-exp mantissa segment base/delta tables,mantissa hi7 segment base word plus exact lo3 signed delta,medium,7904/48/379392,ex223|exact_log/log10_piecewise_monotone_segment_interpolation|mantissa_hi7_segment_base_word_plus_exact_lo3_signed_delta|shared_special_sign-exp_decode_and_per-exp_mantissa_segment_base/delta_tables|abc_g_aig|abc_xf_official_evaluate|r72_segdelta_hi7_lo3,sub-fp16-int-r72,special const_groups=33 full_groups=1 items=1057; segment-delta exact interpolation seg_hi=7 lo=3 segments=3840 max_abs_delta=7930,exact log/log10 piecewise monotone segment interpolation,shared special sign-exp decode and per-exp mantissa segment base/delta tables,official_ok,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp16-int-r72/shared_structure_report.csv,fp16,exact log/log10 piecewise monotone segment interpolation,mantissa hi7 segment base word plus exact lo3 signed delta,"r68/r69/r70 banned signatures, low11/low12/low14 nested replay, native multiply/Baugh replay, onehot/threshold/class quotient replay",tested,student/runs/fp16/frontend_source_parallel_round72_20260613_1338/sub-fp16-int-r72/ex223/official_eval/ex223_r72_segdelta_hi7_lo3_abc_g_aig.evaluate.py.log
ex223,ex223_r72_low9_flat_highruns_abc_g_aig,FP16 natural log: non-positive/special sign-exp groups are constants/tables; positive normals are exponent interval plus mantissa correction.,shared special sign-exp decode and per-exp high-bit run predicates,flat low9 active-exponent ROM with bits15:9 as mantissa run trees,medium,11220/22/246840,ex223|high-bit_threshold-only_plus_low-bit_small_ROM_per_active_exponent|flat_low9_active-exponent_ROM_with_bits15:9_as_mantissa_run_trees|shared_special_sign-exp_decode_and_per-exp_high-bit_run_predicates|abc_g_aig|abc_xf_official_evaluate|r72_low9_flat_highruns,sub-fp16-int-r72,special const_groups=33 full_groups=1 items=1057; flat low9 per-active-exp ROM items=30720 const_exp=0; b15 runs=30 max=1 const_groups=30; b14 runs=32 max=2 const_groups=28; b13 runs=34 max=2 const_groups=26; b12 runs=37 max=4 const_groups=26; b11 runs=44 max=6 const_groups=24; b10 runs=58 max=11 const_groups=20; b9 runs=82 max=19 const_groups=16,high-bit threshold-only plus low-bit small ROM per active exponent,shared special sign-exp decode and per-exp high-bit run predicates,official_ok,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp16-int-r72/shared_structure_report.csv,fp16,high-bit threshold-only plus low-bit small ROM per active exponent,flat low9 active-exponent ROM with bits15:9 as mantissa run trees,"r68/r69/r70 banned signatures, low11/low12/low14 nested replay, native multiply/Baugh replay, onehot/threshold/class quotient replay",tested,student/runs/fp16/frontend_source_parallel_round72_20260613_1338/sub-fp16-int-r72/ex223/official_eval/ex223_r72_low9_flat_highruns_abc_g_aig.evaluate.py.log
ex225,ex225_r72_segdelta_hi7_lo3_abc_g_aig,FP16 log10: same log-family shell as ex223 with log10 exponent base and dense exact mantissa correction.,shared special sign-exp decode and per-exp mantissa segment base/delta tables,mantissa hi7 segment base word plus exact lo3 signed delta,medium,7935/48/380880,ex225|exact_log/log10_piecewise_monotone_segment_interpolation|mantissa_hi7_segment_base_word_plus_exact_lo3_signed_delta|shared_special_sign-exp_decode_and_per-exp_mantissa_segment_base/delta_tables|abc_g_aig|abc_xf_official_evaluate|r72_segdelta_hi7_lo3,sub-fp16-int-r72,special const_groups=33 full_groups=1 items=1057; segment-delta exact interpolation seg_hi=7 lo=3 segments=3840 max_abs_delta=6671,exact log/log10 piecewise monotone segment interpolation,shared special sign-exp decode and per-exp mantissa segment base/delta tables,official_ok,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp16-int-r72/shared_structure_report.csv,fp16,exact log/log10 piecewise monotone segment interpolation,mantissa hi7 segment base word plus exact lo3 signed delta,"r68/r69/r70 banned signatures, low11/low12/low14 nested replay, native multiply/Baugh replay, onehot/threshold/class quotient replay",tested,student/runs/fp16/frontend_source_parallel_round72_20260613_1338/sub-fp16-int-r72/ex225/official_eval/ex225_r72_segdelta_hi7_lo3_abc_g_aig.evaluate.py.log
ex225,ex225_r72_low9_flat_highruns_abc_g_aig,FP16 log10: same log-family shell as ex223 with log10 exponent base and dense exact mantissa correction.,shared special sign-exp decode and per-exp high-bit run predicates,flat low9 active-exponent ROM with bits15:9 as mantissa run trees,medium,11522/22/253484,ex225|high-bit_threshold-only_plus_low-bit_small_ROM_per_active_exponent|flat_low9_active-exponent_ROM_with_bits15:9_as_mantissa_run_trees|shared_special_sign-exp_decode_and_per-exp_high-bit_run_predicates|abc_g_aig|abc_xf_official_evaluate|r72_low9_flat_highruns,sub-fp16-int-r72,special const_groups=33 full_groups=1 items=1057; flat low9 per-active-exp ROM items=30720 const_exp=0; b15 runs=30 max=1 const_groups=30; b14 runs=32 max=2 const_groups=28; b13 runs=34 max=2 const_groups=26; b12 runs=38 max=4 const_groups=26; b11 runs=45 max=7 const_groups=24; b10 runs=60 max=12 const_groups=20; b9 runs=83 max=20 const_groups=14,high-bit threshold-only plus low-bit small ROM per active exponent,shared special sign-exp decode and per-exp high-bit run predicates,official_ok,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp16-int-r72/shared_structure_report.csv,fp16,high-bit threshold-only plus low-bit small ROM per active exponent,flat low9 active-exponent ROM with bits15:9 as mantissa run trees,"r68/r69/r70 banned signatures, low11/low12/low14 nested replay, native multiply/Baugh replay, onehot/threshold/class quotient replay",tested,student/runs/fp16/frontend_source_parallel_round72_20260613_1338/sub-fp16-int-r72/ex225/official_eval/ex225_r72_low9_flat_highruns_abc_g_aig.evaluate.py.log
ex260,ex260_r72_shared_anf_allbits_abc_g_aig,"Signed 4x4 two's-complement product, low operand in bits 3:0 and high operand in bits 7:4.",single shared positive-literal monomial pool reused across output XOR cones,shared ANF monomial network for all product bits,medium,261/34/8874,ex260|hand-minimized_Boolean_equations_for_signed_4x4_product|shared_ANF_monomial_network_for_all_product_bits|single_shared_positive-literal_monomial_pool_reused_across_output_XOR_cones|abc_g_aig|abc_xf_official_evaluate|r72_shared_anf_allbits,sub-fp16-int-r72,b0_anf_terms=1; b1_anf_terms=2; b2_anf_terms=4; b3_anf_terms=10; b4_anf_terms=26; b5_anf_terms=48; b6_anf_terms=64; b7_anf_terms=28; shared_monomials=137,hand-minimized Boolean equations for signed 4x4 product,single shared positive-literal monomial pool reused across output XOR cones,official_ok,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp16-int-r72/shared_structure_report.csv,integer,hand-minimized Boolean equations for signed 4x4 product,shared ANF monomial network for all product bits,"r68/r69/r70 banned signatures, low11/low12/low14 nested replay, native multiply/Baugh replay, onehot/threshold/class quotient replay",tested,student/runs/integer/frontend_source_parallel_round72_20260613_1338/sub-fp16-int-r72/ex260/official_eval/ex260_r72_shared_anf_allbits_abc_g_aig.evaluate.py.log
ex260,ex260_r72_lowcols_highanf_abc_g_aig,"Signed 4x4 two's-complement product, low operand in bits 3:0 and high operand in bits 7:4.",low-column partial products and high-bit shared ANF monomials,explicit low modulo-product columns plus ANF high product bits,medium,254/29/7366,ex260|hybrid_shared_partial_product_monomials_for_sign-extension_bits|explicit_low_modulo-product_columns_plus_ANF_high_product_bits|low-column_partial_products_and_high-bit_shared_ANF_monomials|abc_g_aig|abc_xf_official_evaluate|r72_lowcols_highanf,sub-fp16-int-r72,low4 explicit modulo product columns; b4_anf_terms=26; b5_anf_terms=48; b6_anf_terms=64; b7_anf_terms=28; shared_high_monomials=125,hybrid shared partial product monomials for sign-extension bits,low-column partial products and high-bit shared ANF monomials,official_ok,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp16-int-r72/shared_structure_report.csv,integer,hybrid shared partial product monomials for sign-extension bits,explicit low modulo-product columns plus ANF high product bits,"r68/r69/r70 banned signatures, low11/low12/low14 nested replay, native multiply/Baugh replay, onehot/threshold/class quotient replay",tested,student/runs/integer/frontend_source_parallel_round72_20260613_1338/sub-fp16-int-r72/ex260/official_eval/ex260_r72_lowcols_highanf_abc_g_aig.evaluate.py.log
ex266,ex266_r72_shared_mult_qbits_abc_g_aig,"Unsigned 5x5 quotient with b=0 saturation to 31, dividend in bits 4:0 and divisor in bits 9:5.",one shared constant-multiple bank feeds all quotient-bit interval formulas,q-bit threshold interval predicates over ge(k*b) wires,medium,679/21/14259,ex266|quotient_bit_comparators_with_shared_multiples_generated_once|q-bit_threshold_interval_predicates_over_ge(k*b)_wires|one_shared_constant-multiple_bank_feeds_all_quotient-bit_interval_formulas|abc_g_aig|abc_xf_official_evaluate|r72_shared_mult_qbits,sub-fp16-int-r72,shared multiples mult1..mult31 generated once; quotient bits are threshold interval predicates,quotient bit comparators with shared multiples generated once,one shared constant-multiple bank feeds all quotient-bit interval formulas,official_ok,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp16-int-r72/shared_structure_report.csv,integer,quotient bit comparators with shared multiples generated once,q-bit threshold interval predicates over ge(k*b) wires,"r68/r69/r70 banned signatures, low11/low12/low14 nested replay, native multiply/Baugh replay, onehot/threshold/class quotient replay",tested,student/runs/integer/frontend_source_parallel_round72_20260613_1338/sub-fp16-int-r72/ex266/official_eval/ex266_r72_shared_mult_qbits_abc_g_aig.evaluate.py.log
ex266,ex266_r72_wordmux_q43_replace_synth_preset_d18,"Unsigned 5x5 quotient with b=0 saturation to 31, dividend in bits 4:0 and divisor in bits 9:5.",preserve existing low quotient word-mux sharing and replace only high quotient bits,current cofactor word-mux low bits with q4/q3 shared multiple comparators,medium,151/12/1812,ex266|high-cost_bit_replacement_over_current_wordmux_source|current_cofactor_word-mux_low_bits_with_q4/q3_shared_multiple_comparators|preserve_existing_low_quotient_word-mux_sharing_and_replace_only_high_quotient_bits|synth_preset_d18|abc_xf_official_evaluate|r72_wordmux_q43_replace,sub-fp16-int-r72,current word-mux source with q4/q3 replaced by shared multiple threshold predicates,high-cost bit replacement over current wordmux source,preserve existing low quotient word-mux sharing and replace only high quotient bits,official_ok,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp16-int-r72/shared_structure_report.csv,integer,high-cost bit replacement over current wordmux source,current cofactor word-mux low bits with q4/q3 shared multiple comparators,"r68/r69/r70 banned signatures, low11/low12/low14 nested replay, native multiply/Baugh replay, onehot/threshold/class quotient replay",tested,student/runs/integer/frontend_source_parallel_round72_20260613_1338/sub-fp16-int-r72/ex266/official_eval/ex266_r72_wordmux_q43_replace_synth_preset_d18.evaluate.py.log
ex240,ex240_r72_normfield_shell_abs,E4M3FN packed add,"sorted E4M3 decode, gap guards, normalized field tables, shared sign selection",normfield_abs_exp_mant,medium,11250/35/393750,ex240|E4M3FN packed add|normalize-and-add field shell with absolute exp/mant residual|shared sorted decode and same/diff active key; residual LUT emits normalized exponent and mantissa fields|repo_yosys_frontend_default|official_evaluate|normfield_abs_exp_mant,sub-fp8-addhyp-r72,"not r68 direct formula/bit predicates, not r70 branch/gap planes, not r71 signed adjustment or low2 PO split",normalize-and-add field shell with absolute exp/mant residual,"sorted E4M3 decode, gap guards, normalized field tables, shared sign selection",equivalent,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-addhyp-r72/shared_structure_report.csv,float_fp8,E4M3FN packed add,normalize-and-add field shell with absolute exp/mant residual,"not r68 direct formula/bit predicates, not r70 branch/gap planes, not r71 signed adjustment or low2 PO split",OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex240/logs/ex240_r72_normfield_shell_abs.evaluate.py.log
ex240,ex240_r72_normcarry_rel,E4M3FN packed add,"sorted E4M3 decode, max-eff carry shell, same/diff active residual fields",normcarry_relative_exp,medium,7994/40/319760,"ex240|E4M3FN packed add|normalize-and-add carry sharing with relative exponent residual|shared max exponent carry path; LUT emits signed exponent adjust, subnormal flag, and mantissa residual|repo_yosys_frontend_default|official_evaluate|normcarry_relative_exp",sub-fp8-addhyp-r72,materially changes r71 signed-delta full-word adjustment into normalized field carry sharing,normalize-and-add carry sharing with relative exponent residual,"sorted E4M3 decode, max-eff carry shell, same/diff active residual fields",equivalent,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-addhyp-r72/shared_structure_report.csv,float_fp8,E4M3FN packed add,normalize-and-add carry sharing with relative exponent residual,materially changes r71 signed-delta full-word adjustment into normalized field carry sharing,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex240/logs/ex240_r72_normcarry_rel.evaluate.py.log
