agent_id,domain,case,method_signature,hypothesis_family,reason,best_area,best_delay,best_adp,verilog_path,aig_path,log_path,source_csv,notes,hypothesis,representation,status,run_id,candidate_id,shared_structure,reuse_policy,candidate,evaluate_log,family,area,delay,adp,frontend_target_adp,delta_vs_frontend_target_adp,improved_vs_frontend_target,official_output_dir,yosys_log_path,evaluate_log_path,elapsed_synth_sec,elapsed_eval_sec
float-fp8-agent,float_fp8,ex240,ex240|E4M3FN packed add high byte plus low byte|formula-based diff-sign GRS cancellation normalizer|shared sorted field decode plus same-sign GRS and formula diff path|yosys_default|official_evaluate|full_word,,official evaluate.py status NOT_EQUIV,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/float-fp8-agent/ex240/verilog/ex240_deep_diff_grs_formula.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/float-fp8-agent/ex240/aigs/ex240_deep_diff_grs_formula_default.aig,student/runs/float_fp8/ex223_ex299_frontend_parallel_deep_20260614_0943/float-fp8-agent/ex240/official_eval_logs/ex240_deep_diff_grs_formula_default.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/failed_hypotheses.csv,flow=default; render_notes=; frontend_best_adp=26230; reference_adp=13299,E4M3FN packed add high byte plus low byte,formula-based diff-sign GRS cancellation normalizer,NOT_EQUIV,,,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex240,ex240|E4M3FN packed add high byte plus low byte|formula-based diff-sign GRS cancellation normalizer|shared sorted field decode plus same-sign GRS and formula diff path|yosys_abc_g_aig|official_evaluate|full_word,,official evaluate.py status NOT_EQUIV,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/float-fp8-agent/ex240/verilog/ex240_deep_diff_grs_formula.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/float-fp8-agent/ex240/aigs/ex240_deep_diff_grs_formula_abc_g_aig.aig,student/runs/float_fp8/ex223_ex299_frontend_parallel_deep_20260614_0943/float-fp8-agent/ex240/official_eval_logs/ex240_deep_diff_grs_formula_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/failed_hypotheses.csv,flow=abc_g_aig; render_notes=; frontend_best_adp=26230; reference_adp=13299,E4M3FN packed add high byte plus low byte,formula-based diff-sign GRS cancellation normalizer,NOT_EQUIV,,,,,,,,,,,,,,,,,,
unknown-state-agent,unknown,ex292,ex292|global state/permutation-like transform|fresh grouped scalar BDD root pools|quad mirror-residue output groups with outside-in input order|abc_g_aig|official_evaluate_py|groups_0_4_9_13__1_5_8_12__2_6_7_11__3_10,,official evaluate.py equivalent but ADP 141561 did not beat frontend best 135780,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/verilog/ex292_deep_quad_mirror_residue_bdd.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/aigs/ex292_deep_quad_mirror_residue_bdd.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/logs/ex292_deep_quad_mirror_residue_bdd.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/failed_hypotheses.csv,"official evaluate.py OK; source_stats={'python_model_exact': True, 'vector_count': 16384, 'bdd_nodes': 5048, 'groups': [[0, 4, 9, 13], [1, 5, 8, 12], [2, 6, 7, 11], [3, 10]], 'order': [0, 13, 1, 12, 2, 11, 3, 10, 4, 9, 5, 8, 6, 7], 'line_count': 5067}; synth_sec=2.495; eval_sec=0.388",global state/permutation-like transform,fresh grouped scalar BDD root pools,equivalent_nonwinning,ex223_ex299_frontend_parallel_deep_20260614_0943,ex292_deep_quad_mirror_residue_bdd,quad mirror-residue output groups with outside-in input order,do_not_repeat_as_is,ex292_deep_quad_mirror_residue_bdd,,,,,,,,,,,,,
unknown-state-agent,unknown,ex292,ex292|global state output-plane cofactor|exact source-body mux between mod4-plane and adjacent-pair BDD bodies|endpoint/center parity descriptor selects adjacent-pair body for six edge/mid roots|abc_g_aig|official_evaluate_py|selected_bits_0_1_6_7_12_13,,official evaluate.py equivalent but ADP 141918 did not beat frontend best 135780,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/verilog/ex292_deep_mod4_adjacent_descriptor_mux.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/aigs/ex292_deep_mod4_adjacent_descriptor_mux.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/logs/ex292_deep_mod4_adjacent_descriptor_mux.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/failed_hypotheses.csv,"official evaluate.py OK; source_stats={'selected_bits': [0, 1, 6, 7, 12, 13], 'selector': ['  wire [5:0] edge_pair = {in[0] ^ in[13], in[1] ^ in[12], in[2] ^ in[11], in[3] ^ in[10], in[4] ^ in[9], in[5] ^ in[8]};', '  wire route_sel = (edge_pair[0] & edge_pair[5]) ^ (edge_pair[1] & edge_pair[4]) ^ edge_pair[2] ^ edge_pair[3];']}; synth_sec=3.642; eval_sec=0.392",global state output-plane cofactor,exact source-body mux between mod4-plane and adjacent-pair BDD bodies,equivalent_nonwinning,ex223_ex299_frontend_parallel_deep_20260614_0943,ex292_deep_mod4_adjacent_descriptor_mux,endpoint/center parity descriptor selects adjacent-pair body for six edge/mid roots,do_not_repeat_as_is,ex292_deep_mod4_adjacent_descriptor_mux,,,,,,,,,,,,,
unknown-state-agent,unknown,ex292,ex292|global state/permutation-like transform|fresh grouped scalar BDD root pools with delay-targeted frontend synthesis|quad mirror-residue output groups with outside-in input order|abc_g_aig_d20|official_evaluate_py|groups_0_4_9_13__1_5_8_12__2_6_7_11__3_10,,official evaluate.py equivalent but ADP 141561 did not beat frontend best 135780,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/verilog/ex292_deep_quad_mirror_residue_bdd_d20.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/aigs/ex292_deep_quad_mirror_residue_bdd_d20.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/logs/ex292_deep_quad_mirror_residue_bdd_d20.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/failed_hypotheses.csv,"official evaluate.py OK; source_stats={'python_model_exact': True, 'vector_count': 16384, 'bdd_nodes': 5048, 'groups': [[0, 4, 9, 13], [1, 5, 8, 12], [2, 6, 7, 11], [3, 10]], 'order': [0, 13, 1, 12, 2, 11, 3, 10, 4, 9, 5, 8, 6, 7], 'line_count': 5067}; synth_sec=2.483; eval_sec=0.389",global state/permutation-like transform,fresh grouped scalar BDD root pools with delay-targeted frontend synthesis,equivalent_nonwinning,ex223_ex299_frontend_parallel_deep_20260614_0943,ex292_deep_quad_mirror_residue_bdd_d20,quad mirror-residue output groups with outside-in input order,do_not_repeat_as_is,ex292_deep_quad_mirror_residue_bdd_d20,,,,,,,,,,,,,
unknown-state-agent,unknown,ex294,ex294|block-pair output planes expose shared global-state roots|fresh grouped scalar BDD root pools|four symmetric two-pair output blocks with outside-in input order|abc_g_aig|official_evaluate_py|groups_0_1_14_15__2_3_12_13__4_5_10_11__6_7_8_9,,official evaluate.py equivalent but ADP 271025 did not beat frontend best 234608,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex294/verilog/ex294_deep_blockpair_grouped_bdd.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex294/aigs/ex294_deep_blockpair_grouped_bdd.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex294/logs/ex294_deep_blockpair_grouped_bdd.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/failed_hypotheses.csv,"official evaluate.py OK; source_stats={'python_model_exact': True, 'vector_count': 65536, 'bdd_nodes': 8330, 'groups': [[0, 1, 14, 15], [2, 3, 12, 13], [4, 5, 10, 11], [6, 7, 8, 9]], 'order': [0, 15, 1, 14, 2, 13, 3, 12, 4, 11, 5, 10, 6, 9, 7, 8], 'line_count': 8351}; synth_sec=4.693; eval_sec=1.674",block-pair output planes expose shared global-state roots,fresh grouped scalar BDD root pools,equivalent_nonwinning,ex223_ex299_frontend_parallel_deep_20260614_0943,ex294_deep_blockpair_grouped_bdd,four symmetric two-pair output blocks with outside-in input order,do_not_repeat_as_is,ex294_deep_blockpair_grouped_bdd,,,,,,,,,,,,,
unknown-state-agent,unknown,ex294,ex294|octant descriptor can cofactor odd output planes|octant descriptor source mux|endpoint/midpoint octant descriptor selects mod4 body for odd roots|abc_g_aig|official_evaluate_py|odd_plane_1_3_5_7_9_11_13_15,,official evaluate.py equivalent but ADP 248147 did not beat frontend best 234608,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex294/verilog/ex294_deep_octant_odd_plane_descriptor.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex294/aigs/ex294_deep_octant_odd_plane_descriptor.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex294/logs/ex294_deep_octant_odd_plane_descriptor.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/failed_hypotheses.csv,"official evaluate.py OK; source_stats={'selected_bits': [1, 3, 5, 7, 9, 11, 13, 15], 'selector': ['  wire [7:0] octant = {in[0] ^ in[15], in[1] ^ in[14], in[2] ^ in[13], in[3] ^ in[12], in[4] ^ in[11], in[5] ^ in[10], in[6] ^ in[9], in[7] ^ in[8]};', '  wire endpoint_state = (octant[0] | octant[7]) ^ (octant[1] & octant[6]) ^ (^octant[5:2]);', '  wire midpoint_state = (in[5] ^ in[6]) ^ (in[9] ^ in[10]) ^ (in[7] & in[8]);', '  wire route_sel = endpoint_state ^ midpoint_state;']}; synth_sec=6.195; eval_sec=1.673",octant descriptor can cofactor odd output planes,octant descriptor source mux,equivalent_nonwinning,ex223_ex299_frontend_parallel_deep_20260614_0943,ex294_deep_octant_odd_plane_descriptor,endpoint/midpoint octant descriptor selects mod4 body for odd roots,do_not_repeat_as_is,ex294_deep_octant_odd_plane_descriptor,,,,,,,,,,,,,
unknown-state-agent,unknown,ex296,ex296|open-boundary split sources have complementary output cones|per-output bit source grouping across exact high and rotated-high split bodies|base high-split body with rotated-high boundary and upper-middle output bits|abc_g_aig|official_evaluate_py|rot_hi_bits_0_1_8_9_10_11,,official evaluate.py equivalent but ADP 166192 did not beat frontend best 143792,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex296/verilog/ex296_deep_high_rotate_source_bitmix.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex296/aigs/ex296_deep_high_rotate_source_bitmix.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex296/logs/ex296_deep_high_rotate_source_bitmix.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/failed_hypotheses.csv,"official evaluate.py OK; source_stats={'bit_source_counts': {'ex296_rot_hi': 6, 'ex296_high': 7}, 'bit_sources': {0: 'ex296_rot_hi', 1: 'ex296_rot_hi', 8: 'ex296_rot_hi', 9: 'ex296_rot_hi', 10: 'ex296_rot_hi', 11: 'ex296_rot_hi'}}; synth_sec=9.975; eval_sec=0.289",open-boundary split sources have complementary output cones,per-output bit source grouping across exact high and rotated-high split bodies,equivalent_nonwinning,ex223_ex299_frontend_parallel_deep_20260614_0943,ex296_deep_high_rotate_source_bitmix,base high-split body with rotated-high boundary and upper-middle output bits,do_not_repeat_as_is,ex296_deep_high_rotate_source_bitmix,,,,,,,,,,,,,
unknown-state-agent,unknown,ex296,"ex296|selected high output planes can be replaced by shared cofactor roots|base high-split body plus selected exact BDD output roots|one shared BDD node pool for output bits 8,9,10,11|abc_g_aig|official_evaluate_py|selected_bdd_bits_8_9_10_11",,official evaluate.py equivalent but ADP 171380 did not beat frontend best 143792,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex296/verilog/ex296_deep_selected_high_bdd_overlay.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex296/aigs/ex296_deep_selected_high_bdd_overlay.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex296/logs/ex296_deep_selected_high_bdd_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/failed_hypotheses.csv,"official evaluate.py OK; source_stats={'selected_bits': [8, 9, 10, 11], 'bdd_nodes': 1370, 'order': [0, 12, 1, 11, 2, 10, 3, 9, 4, 8, 5, 7, 6], 'line_count': 1392, 'python_model_exact': 'selected roots generated from TruthTable; base source exact by prior official evaluate.py'}; synth_sec=6.017; eval_sec=0.290",selected high output planes can be replaced by shared cofactor roots,base high-split body plus selected exact BDD output roots,equivalent_nonwinning,ex223_ex299_frontend_parallel_deep_20260614_0943,ex296_deep_selected_high_bdd_overlay,"one shared BDD node pool for output bits 8,9,10,11",do_not_repeat_as_is,ex296_deep_selected_high_bdd_overlay,,,,,,,,,,,,,
unknown-state-agent,unknown,ex298,ex298|rotated and plain high split sources have complementary boundary cones|per-output bit source grouping across exact rotated-high and high-split bodies|rotated high-split body with plain-high boundary and upper output bits|synth_preset|official_evaluate_py|plain_high_bits_0_1_10_11_12_13,,official evaluate.py equivalent but ADP 729981 did not beat frontend best 645639,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex298/verilog/ex298_deep_rot_plain_source_bitmix.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex298/aigs/ex298_deep_rot_plain_source_bitmix.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex298/logs/ex298_deep_rot_plain_source_bitmix.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/failed_hypotheses.csv,"official evaluate.py OK; source_stats={'bit_source_counts': {'ex298_high': 6, 'ex298_rot_hi': 9}, 'bit_sources': {0: 'ex298_high', 1: 'ex298_high', 10: 'ex298_high', 11: 'ex298_high', 12: 'ex298_high', 13: 'ex298_high'}}; synth_sec=48.597; eval_sec=1.228",rotated and plain high split sources have complementary boundary cones,per-output bit source grouping across exact rotated-high and high-split bodies,equivalent_nonwinning,ex223_ex299_frontend_parallel_deep_20260614_0943,ex298_deep_rot_plain_source_bitmix,rotated high-split body with plain-high boundary and upper output bits,do_not_repeat_as_is,ex298_deep_rot_plain_source_bitmix,,,,,,,,,,,,,
