case,domain,round21_candidates,round21_best_candidate,round21_best_adp,frontend_best_adp_after,reference_adp,round21_improved_frontend,beats_reference,next_recommendation
ex204,bf16,0,,,25670,15180,0,0,gap remains; continue only with materially different high-level sharing/representation
ex205,bf16,0,,,71104,47128,0,0,gap remains; continue only with materially different high-level sharing/representation
ex218,bf16,1,ex218_special_shell_norm_lo15_abc_g_aig_r21,6664,5941,3222,0,0,gap remains; continue only with materially different high-level sharing/representation
ex223,fp16,0,,,203756,120549,0,0,gap remains; continue only with materially different high-level sharing/representation
ex224,fp16,0,,,96224,64708,0,0,gap remains; continue only with materially different high-level sharing/representation
ex225,fp16,0,,,218728,116676,0,0,gap remains; continue only with materially different high-level sharing/representation
ex241,float_fp8,1,ex241_r21_nested_exp_product_noabc,39508,15544,7224,0,0,gap remains; continue only with materially different high-level sharing/representation
ex244,float_fp8,1,ex244_r21_class_split_residual,17020,10234,4272,0,0,gap remains; continue only with materially different high-level sharing/representation
ex245,float_fp8,1,ex245_r21_split_bdd_expmajor_default,63595,23834,11050,0,0,gap remains; continue only with materially different high-level sharing/representation
ex246,float_fp8,1,ex246_round21_product_residual_shell_synth_preset_aig,13720,7502,2805,0,0,gap remains; continue only with materially different high-level sharing/representation
ex247,float_fp8,0,,,8349,2975,0,0,gap remains; continue only with materially different high-level sharing/representation
ex249,float_fp8,1,ex249_r21_sqmid_round_pred,10716,4368,2079,0,0,gap remains; continue only with materially different high-level sharing/representation
ex266,integer,0,,,1480,848,0,0,gap remains; continue only with materially different high-level sharing/representation
ex274,integer,1,ex274_r21_diag4_csa,75834,41370,21630,0,0,gap remains; continue only with materially different high-level sharing/representation
ex276,integer,1,ex276_r21_q43_residual_trial,3002,1010,632,0,0,gap remains; continue only with materially different high-level sharing/representation
ex285,unknown,0,,,13175,5499,0,0,gap remains; continue only with materially different high-level sharing/representation
ex286,unknown,0,,,20190,2376,0,0,gap remains; continue only with materially different high-level sharing/representation
ex287,unknown,0,,,27480,5782,0,0,gap remains; continue only with materially different high-level sharing/representation
ex288,unknown,0,,,31598,16394,0,0,gap remains; continue only with materially different high-level sharing/representation
ex295,unknown,1,ex295_r21_cell_grouped_symbol_plane_abc_g_aig,123270,123270,68064,1,0,gap remains; continue only with materially different high-level sharing/representation
ex297,unknown,0,,,569592,225900,0,0,gap remains; continue only with materially different high-level sharing/representation
ex299,unknown,0,,,2487261,1013807,0,0,gap remains; continue only with materially different high-level sharing/representation
