case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex285,unknown,local-ex285-gia-r43,ex285_r43_resyn2rs_area_from_frontend_best,1,654,17,11118,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/aigs/ex285_r43_resyn2rs_area_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.165; eval_sec=0.185; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex285,unknown,local-ex285-gia-r43,ex285_r43_compress2rs_area_from_frontend_best,1,653,18,11754,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/aigs/ex285_r43_compress2rs_area_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.166; eval_sec=0.182; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex285,unknown,local-ex285-gia-r43,ex285_r43_dchoice_dc2_from_frontend_best,1,653,19,12407,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/aigs/ex285_r43_dchoice_dc2_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.098; eval_sec=0.180; flow=strash; dchoice; dc2; balance
ex285,unknown,local-ex285-gia-r43,ex285_r43_compress_l_no_dc_from_frontend_best,1,656,18,11808,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/aigs/ex285_r43_compress_l_no_dc_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.081; eval_sec=0.200; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex285,unknown,local-ex285-gia-r43,ex285_r43_resub_deep_rf_from_frontend_best,1,656,17,11152,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/aigs/ex285_r43_resub_deep_rf_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.111; eval_sec=0.198; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex285,unknown,local-ex285-gia-r43,ex285_r43_dc2_scorr_resyn_from_frontend_best,1,653,17,11101,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/aigs/ex285_r43_dc2_scorr_resyn_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_dc2_scorr_resyn_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_dc2_scorr_resyn_from_frontend_best.abc.log; gen_sec=0.098; eval_sec=0.190; flow=strash; dc2; scorr; dc2; balance; rewrite -z; balance
ex285,unknown,local-ex285-gia-r43,ex285_r43_dc2_lcorr_resyn_from_frontend_best,1,653,17,11101,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/aigs/ex285_r43_dc2_lcorr_resyn_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_dc2_lcorr_resyn_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_dc2_lcorr_resyn_from_frontend_best.abc.log; gen_sec=0.114; eval_sec=0.193; flow=strash; dc2; lcorr; dc2; balance; rewrite -z; balance
ex285,unknown,local-ex285-gia-r43,ex285_r43_rw_resub_loop5_from_frontend_best,1,655,17,11135,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/aigs/ex285_r43_rw_resub_loop5_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_rw_resub_loop5_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_rw_resub_loop5_from_frontend_best.abc.log; gen_sec=0.110; eval_sec=0.198; flow=strash; rewrite; rewrite -z; resub -K 6 -N 2; rewrite -z; resub -K 8 -N 2; refactor -z; rewrite -z; balance
ex285,unknown,local-ex285-gia-r43,ex285_r43_area_then_delay_recover_from_frontend_best,1,655,18,11790,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/aigs/ex285_r43_area_then_delay_recover_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_area_then_delay_recover_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_area_then_delay_recover_from_frontend_best.abc.log; gen_sec=0.089; eval_sec=0.201; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance; rewrite; rewrite -z; balance
ex285,unknown,local-ex285-gia-r43,ex285_r43_gia_dc2_put_from_frontend_best,1,655,17,11135,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/aigs/ex285_r43_gia_dc2_put_from_frontend_best.aig,student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_gia_dc2_put_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_gia_iter_round43_20260613_0843/local-ex285-gia-r43/ex285/logs/ex285_r43_gia_dc2_put_from_frontend_best.abc.log; gen_sec=0.077; eval_sec=0.208; flow=strash; &get; &dc2; &put; balance
