case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_constant_shifts_default_raw,FP8 source predicate/table restructuring,ex240_gapcase_constant_shifts + default + raw,replace variable same/diff alignment shifts with explicit gap-case constant shifts,ex240|fp8_source_restructure|ex240_gapcase_constant_shifts|replace_variable_same_diff_alignment_shifts_with_explicit_gap_case_constant_shifts|default|raw|official_evaluate|full_word,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/verilog/ex240_gapcase_constant_shifts.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/aigs/ex240_ex240_gapcase_constant_shifts_default_raw.aig,1,not_run,686,44,30184,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_gapcase_constant_shifts_default.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_default_raw.abc.log; synth_sec=0.534; abc_sec=0.000; eval_sec=0.838
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_constant_shifts_extra_share_raw,FP8 source predicate/table restructuring,ex240_gapcase_constant_shifts + extra_share + raw,replace variable same/diff alignment shifts with explicit gap-case constant shifts,ex240|fp8_source_restructure|ex240_gapcase_constant_shifts|replace_variable_same_diff_alignment_shifts_with_explicit_gap_case_constant_shifts|extra_share|raw|official_evaluate|full_word,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/verilog/ex240_gapcase_constant_shifts.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/aigs/ex240_ex240_gapcase_constant_shifts_extra_share_raw.aig,1,not_run,683,46,31418,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_gapcase_constant_shifts_extra_share.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_extra_share_raw.abc.log; synth_sec=0.510; abc_sec=0.000; eval_sec=0.820
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_constant_shifts_abc_g_aig_raw,FP8 source predicate/table restructuring,ex240_gapcase_constant_shifts + abc_g_aig + raw,replace variable same/diff alignment shifts with explicit gap-case constant shifts,ex240|fp8_source_restructure|ex240_gapcase_constant_shifts|replace_variable_same_diff_alignment_shifts_with_explicit_gap_case_constant_shifts|abc_g_aig|raw|official_evaluate|full_word,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/verilog/ex240_gapcase_constant_shifts.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/aigs/ex240_ex240_gapcase_constant_shifts_abc_g_aig_raw.aig,1,not_run,666,44,29304,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_gapcase_constant_shifts_abc_g_aig.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_abc_g_aig_raw.abc.log; synth_sec=0.531; abc_sec=0.000; eval_sec=0.826
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_constant_shifts_synth_preset_raw,FP8 source predicate/table restructuring,ex240_gapcase_constant_shifts + synth_preset + raw,replace variable same/diff alignment shifts with explicit gap-case constant shifts,ex240|fp8_source_restructure|ex240_gapcase_constant_shifts|replace_variable_same_diff_alignment_shifts_with_explicit_gap_case_constant_shifts|synth_preset|raw|official_evaluate|full_word,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/verilog/ex240_gapcase_constant_shifts.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/aigs/ex240_ex240_gapcase_constant_shifts_synth_preset_raw.aig,1,not_run,648,46,29808,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_gapcase_constant_shifts_synth_preset.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_synth_preset_raw.abc.log; synth_sec=0.630; abc_sec=0.000; eval_sec=0.819
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_split_norm_param_tables_default_raw,FP8 source predicate/table restructuring,ex240_split_norm_param_tables + default + raw,split diff normalizer parameter table into exponent-offset and rounded-significand tables,ex240|fp8_source_restructure|ex240_split_norm_param_tables|split_diff_normalizer_parameter_table_into_exponent_offset_and_rounded_significand_tables|default|raw|official_evaluate|full_word,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/verilog/ex240_split_norm_param_tables.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/aigs/ex240_ex240_split_norm_param_tables_default_raw.aig,1,not_run,636,51,32436,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_split_norm_param_tables_default.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_default_raw.abc.log; synth_sec=0.514; abc_sec=0.000; eval_sec=0.828
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_split_norm_param_tables_extra_share_raw,FP8 source predicate/table restructuring,ex240_split_norm_param_tables + extra_share + raw,split diff normalizer parameter table into exponent-offset and rounded-significand tables,ex240|fp8_source_restructure|ex240_split_norm_param_tables|split_diff_normalizer_parameter_table_into_exponent_offset_and_rounded_significand_tables|extra_share|raw|official_evaluate|full_word,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/verilog/ex240_split_norm_param_tables.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/aigs/ex240_ex240_split_norm_param_tables_extra_share_raw.aig,1,not_run,634,50,31700,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_split_norm_param_tables_extra_share.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_extra_share_raw.abc.log; synth_sec=0.501; abc_sec=0.000; eval_sec=0.825
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_split_norm_param_tables_abc_g_aig_raw,FP8 source predicate/table restructuring,ex240_split_norm_param_tables + abc_g_aig + raw,split diff normalizer parameter table into exponent-offset and rounded-significand tables,ex240|fp8_source_restructure|ex240_split_norm_param_tables|split_diff_normalizer_parameter_table_into_exponent_offset_and_rounded_significand_tables|abc_g_aig|raw|official_evaluate|full_word,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/verilog/ex240_split_norm_param_tables.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/aigs/ex240_ex240_split_norm_param_tables_abc_g_aig_raw.aig,1,not_run,615,51,31365,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_split_norm_param_tables_abc_g_aig.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_abc_g_aig_raw.abc.log; synth_sec=0.517; abc_sec=0.000; eval_sec=0.829
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_split_norm_param_tables_synth_preset_raw,FP8 source predicate/table restructuring,ex240_split_norm_param_tables + synth_preset + raw,split diff normalizer parameter table into exponent-offset and rounded-significand tables,ex240|fp8_source_restructure|ex240_split_norm_param_tables|split_diff_normalizer_parameter_table_into_exponent_offset_and_rounded_significand_tables|synth_preset|raw|official_evaluate|full_word,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/verilog/ex240_split_norm_param_tables.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/aigs/ex240_ex240_split_norm_param_tables_synth_preset_raw.aig,1,not_run,612,52,31824,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_split_norm_param_tables_synth_preset.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_synth_preset_raw.abc.log; synth_sec=0.664; abc_sec=0.000; eval_sec=0.822
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_split_norm_default_raw,FP8 source predicate/table restructuring,ex240_gapcase_split_norm + default + raw,combine gap-case constant shifts with split diff normalizer parameter tables,ex240|fp8_source_restructure|ex240_gapcase_split_norm|combine_gap_case_constant_shifts_with_split_diff_normalizer_parameter_tables|default|raw|official_evaluate|full_word,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/verilog/ex240_gapcase_split_norm.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/aigs/ex240_ex240_gapcase_split_norm_default_raw.aig,1,not_run,680,46,31280,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_gapcase_split_norm_default.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_default_raw.abc.log; synth_sec=0.537; abc_sec=0.000; eval_sec=0.843
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_split_norm_extra_share_raw,FP8 source predicate/table restructuring,ex240_gapcase_split_norm + extra_share + raw,combine gap-case constant shifts with split diff normalizer parameter tables,ex240|fp8_source_restructure|ex240_gapcase_split_norm|combine_gap_case_constant_shifts_with_split_diff_normalizer_parameter_tables|extra_share|raw|official_evaluate|full_word,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/verilog/ex240_gapcase_split_norm.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/aigs/ex240_ex240_gapcase_split_norm_extra_share_raw.aig,1,not_run,683,45,30735,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_gapcase_split_norm_extra_share.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_extra_share_raw.abc.log; synth_sec=0.565; abc_sec=0.000; eval_sec=0.823
