case,candidate_id,hypothesis,function_guess,variant,method_signature,verilog_path,aig_path,metadata_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,classification,selection_reason,source_kind,source_csv,source_run,source_verilog_path,source_aig_path,source_evaluate_log,aig_sha256,verilog_sha256,notes
ex220,ex220_fp16_exp_exp_mant_pair_case,,,exp_mant_pair_case,ex220|frontend|frontend_fp16_semantic,student/new_seeds/fp16/ex220_ex239_current/ex220/verilog/ex220_fp16_exp_exp_mant_pair_case.v,student/new_seeds/fp16/ex220_ex239_current/ex220/aigs/ex220_fp16_exp_exp_mant_pair_case.aig,student/new_seeds/fp16/ex220_ex239_current/ex220/metadata/ex220_fp16_exp_exp_mant_pair_case.json,1,1,OK,10754,22,236588,180404,1.311434,1,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex220_ex224_frontend_fp16_semantic_20260606_2050,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex220/verilog/ex220_fp16_exp_exp_mant_pair_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex220/aigs/ex220_fp16_exp_exp_mant_pair_case.aig,,8a118a2813bf86219a9b3094d602dd0b9f578284b194965ffef2ef2e65f8fad3,3c70084d08036a4f7a8e0297ea5b26823d8b52335e43e30314449586a0189155,auto-indexed from student/runs frontend summary
ex221,ex221_varying_signexp_nested_low10_hi5_abc_g_aig,,,,ex221|fp16_exp2_field_shell|active_signexp_nested_low10_hi5|shared sign-exp decode plus high output run trees and low10 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|active_signexp_low10_hi5,student/new_seeds/fp16/ex220_ex239_current/ex221/verilog/ex221_varying_signexp_nested_low10_hi5_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex221/aigs/ex221_varying_signexp_nested_low10_hi5_abc_g_aig.aig,student/new_seeds/fp16/ex220_ex239_current/ex221/metadata/ex221_varying_signexp_nested_low10_hi5_abc_g_aig.json,1,1,OK,6811,18,122598,105655,1.160362,1,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex204_ex299_frontend_continuation_20260614_1216,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex221/verilog/ex221_varying_signexp_nested_low10_hi5.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex221/aigs/ex221_varying_signexp_nested_low10_hi5_abc_g_aig.aig,student/runs/fp16/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex221/official_eval/ex221_varying_signexp_nested_low10_hi5_abc_g_aig/ex221_varying_signexp_nested_low10_hi5_abc_g_aig.evaluate.py.log,8f6e8a13f0fc37c2c088ea7d15012b30443f68f42d9f20e6b9a170b4f195b9c3,458606f9bfdb3f31cf9e8793e86264aa93785ff1a32229981bcc59ac70e23b11,"truth-derived active sign-exp nested low table; active_groups=31; special_const_groups=33; special_full_groups=0; special_items=33; low_width=10; nested_hi=5; nested_lo=5; low_items=20336; const_buckets=368; b15:runs=31,max=1,const_groups=31; b14:runs=32,max=2,const_groups=30; b13:runs=34,max=2,const_groups=28; b12:runs=38,max=3,const_groups=25; b11:runs=46,max=5,const_groups=23; b10:runs=58,max=8,const_groups=22; truth-derived source exact by construction; official_status=OK"
ex222,ex222_fp16_exp10_positive_default_exp_mant_case,,,positive_default_exp_mant_case,ex222|frontend|frontend_fp16_semantic,student/new_seeds/fp16/ex220_ex239_current/ex222/verilog/ex222_fp16_exp10_positive_default_exp_mant_case.v,student/new_seeds/fp16/ex220_ex239_current/ex222/aigs/ex222_fp16_exp10_positive_default_exp_mant_case.aig,student/new_seeds/fp16/ex220_ex239_current/ex222/metadata/ex222_fp16_exp10_positive_default_exp_mant_case.json,1,1,OK,10615,22,233530,173621,1.345056,1,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex220_ex224_frontend_fp16_semantic_20260606_2050,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex222/verilog/ex222_fp16_exp10_positive_default_exp_mant_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex222/aigs/ex222_fp16_exp10_positive_default_exp_mant_case.aig,,4b247023e14da944c31b92f825a849491729fe14fe1d4b68d2db19057d1047b0,6bda8f588e4da158d658606093b58a171e73fad68900c61dbabc7d356fd13432,auto-indexed from student/runs frontend summary
ex223,ex223_catalog_source_d18_synth_preset_aig_d18,fp16_log,,current catalog source copied into shard with alternate frontend synthesis flow,ex223|fp16_log|current_catalog_source_copied_into_shard_with_alternate_frontend_synthesis_flow|preserve_existing_shared_special_decode_and_mantissa_table/residual_predicates|synth_preset_aig_d18|abc_xf_official_evaluate|full_word,student/new_seeds/fp16/ex220_ex239_current/ex223/verilog/ex223_catalog_source_d18_synth_preset_aig_d18.v,student/new_seeds/fp16/ex220_ex239_current/ex223/aigs/ex223_catalog_source_d18_synth_preset_aig_d18.aig,student/new_seeds/fp16/ex220_ex239_current/ex223/metadata/ex223_catalog_source_d18_synth_preset_aig_d18.json,1,1,OK,10564,19,200716,120549,1.665016,0,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex223_ex299_frontend_parallel_deep_20260614_0943,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex223/verilog/ex223_catalog_source_d18.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex223/aigs/ex223_catalog_source_d18_synth_preset_aig_d18.aig,student/runs/fp16/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex223/official_eval/ex223_catalog_source_d18_synth_preset_aig_d18/ex223_catalog_source_d18_synth_preset_aig_d18.evaluate.py.log,bf1391bb2c6ef0a9bdd2b60e4a5e0fdcd5b42a955bf4db2c5e2b6b1b91f386c0,d6114e058f07709c26f9461ced940bb2e64160fe2600268962319949481eafa3,current best imported from verified student/new_seeds catalog
ex224,ex224_expbase_xor_low12_hi6_synth_preset_aig,fp16_log2,,,ex224|fp16_log2|expbase_xor_nested_recut|expbase_xor_low12_hi6|shared_sign-exp_base_high_word_plus_exact_XOR_corrections_and_nested_low_LUT|synth_preset_aig|abc_xf_official_evaluate,student/new_seeds/fp16/ex220_ex239_current/ex224/verilog/ex224_expbase_xor_low12_hi6_synth_preset_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex224/aigs/ex224_expbase_xor_low12_hi6_synth_preset_aig.aig,student/new_seeds/fp16/ex220_ex239_current/ex224/metadata/ex224_expbase_xor_low12_hi6_synth_preset_aig.json,1,1,OK,5817,16,93072,64708,1.438338,1,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex223_ex299_frontend_parallel_deep_20260614_0943,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-r2-agent/ex224/verilog/ex224_r2_expbase_xor_low12_hi6.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-r2-agent/ex224/aigs/ex224_expbase_xor_low12_hi6_synth_preset_aig.aig,student/runs/fp16/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-r2-agent/ex224/official_eval/ex224_expbase_xor_low12_hi6_synth_preset_aig/ex224_expbase_xor_low12_hi6_synth_preset_aig.evaluate.py.log,9e7173d2bbc85cd29f1bd8a2c44759b1559d368ee7ef1dd4e43d6ff580413224,e485c1b9321dbba9d864d49d4014fa1d39842b1539180aa72918a45615b40a7e,"shared exponent base high bits XOR exact mantissa corrections plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=6; nested_lo=4; low_items=30720; b15:xor_runs=30,max=1,const=30; b14:xor_runs=31,max=2,const=29; b13:xor_runs=33,max=2,const=27; b12:xor_runs=36,max=4,const=27"
ex225,ex225_catalog_source_d18_synth_preset_aig_d18,fp16_log10,,current catalog source copied into shard with alternate frontend synthesis flow,ex225|fp16_log10|current_catalog_source_copied_into_shard_with_alternate_frontend_synthesis_flow|preserve_existing_shared_special_decode_and_mantissa_table/residual_predicates|synth_preset_aig_d18|abc_xf_official_evaluate|full_word,student/new_seeds/fp16/ex220_ex239_current/ex225/verilog/ex225_catalog_source_d18_synth_preset_aig_d18.v,student/new_seeds/fp16/ex220_ex239_current/ex225/aigs/ex225_catalog_source_d18_synth_preset_aig_d18.aig,student/new_seeds/fp16/ex220_ex239_current/ex225/metadata/ex225_catalog_source_d18_synth_preset_aig_d18.json,1,1,OK,11356,19,215764,116676,1.849258,0,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex223_ex299_frontend_parallel_deep_20260614_0943,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex225/verilog/ex225_catalog_source_d18.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex225/aigs/ex225_catalog_source_d18_synth_preset_aig_d18.aig,student/runs/fp16/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex225/official_eval/ex225_catalog_source_d18_synth_preset_aig_d18/ex225_catalog_source_d18_synth_preset_aig_d18.evaluate.py.log,254d618706955847bb70357e2124fa7300302bd9b6209fe6463e48624b89e968,d7aefe7296bb9b517277e980a1471ba74a0053784d9722c9283a6620cd0229ef,current best imported from verified student/new_seeds catalog
ex226,ex226_positive_default_exp_mant_case_abc_g_aig,fp16_sin,,abc_g_aig,fp16_sin,student/new_seeds/fp16/ex220_ex239_current/ex226/verilog/ex226_positive_default_exp_mant_case_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex226/aigs/ex226_positive_default_exp_mant_case_abc_g_aig.aig,student/new_seeds/fp16/ex220_ex239_current/ex226/metadata/ex226_positive_default_exp_mant_case_abc_g_aig.json,1,1,OK,33356,22,733832,587790,1.248459,1,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex226_ex228_frontend_fp16_current_synthflow_fix_20260607_1228,student/work/reverse_fp16_semantic_20260604_1522/ex226/verilog/ex226_fp16_sin_positive_default_exp_mant_case.v,student/work/ex226_ex228_frontend_fp16_current_synthflow_fix_20260607_1228/ex226/aigs/ex226_positive_default_exp_mant_case_abc_g_aig.aig,,bbfdcf43a0869cf7b882f7c9e97f20a911b94b89dd0467e1de1b96a789c7d7db,053ac96dfc8cf2b73f82dca22306b1fd6d794b034a3a96d699529e19c0c61035,current best imported from verified student/new_seeds catalog
ex227,ex227_positive_default_exp_mant_case_abc_g_aig,fp16_tan,,abc_g_aig,fp16_tan,student/new_seeds/fp16/ex220_ex239_current/ex227/verilog/ex227_positive_default_exp_mant_case_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex227/aigs/ex227_positive_default_exp_mant_case_abc_g_aig.aig,student/new_seeds/fp16/ex220_ex239_current/ex227/metadata/ex227_positive_default_exp_mant_case_abc_g_aig.json,1,1,OK,40629,22,893838,721639,1.238622,1,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex226_ex228_frontend_fp16_current_synthflow_fix_20260607_1228,student/work/reverse_fp16_semantic_20260604_1522/ex227/verilog/ex227_fp16_tan_positive_default_exp_mant_case.v,student/work/ex226_ex228_frontend_fp16_current_synthflow_fix_20260607_1228/ex227/aigs/ex227_positive_default_exp_mant_case_abc_g_aig.aig,,9aa3d016fc6e0b2aa595e706fac6a6d49d16d22c8928a5ecf1c41538d6c476e0,a57c7fc1814b44110c3717379cf9133b4aaaf736de79424d71df54856df53920,current best imported from verified student/new_seeds catalog
ex228,ex228_semantic_sign_exp_field_defaults_abc_g_aig,fp16_sinh,,abc_g_aig,fp16_sinh,student/new_seeds/fp16/ex220_ex239_current/ex228/verilog/ex228_semantic_sign_exp_field_defaults_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex228/aigs/ex228_semantic_sign_exp_field_defaults_abc_g_aig.aig,student/new_seeds/fp16/ex220_ex239_current/ex228/metadata/ex228_semantic_sign_exp_field_defaults_abc_g_aig.json,1,1,OK,6627,20,132540,101205,1.309619,1,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex226_ex228_frontend_fp16_current_synthflow_fix_20260607_1228,student/work/reverse_fp16_semantic_20260604_1522/ex228/verilog/ex228_fp16_sinh_semantic_sign_exp_field_defaults.v,student/work/ex226_ex228_frontend_fp16_current_synthflow_fix_20260607_1228/ex228/aigs/ex228_semantic_sign_exp_field_defaults_abc_g_aig.aig,,f23f2e4e824521565286ba4bd95a36c132899cfd33c86d4ac44c8459c2482b62,ef25f2e537d3fb456a30bbcbaf3b04733137994a35700f8afd1d1088cebf9568,current best imported from verified student/new_seeds catalog
ex229,ex229_odd_nested_low9_hi6_abc_g_aig,,,,"ex229|fp16_tanh_odd_transition_shell|positive_exp_nested_low9_hi6|shared positive exp decode, high output run trees, and sign xor symmetry|yosys_abc_g_aig|abc_xf_official_evaluate|odd_positive_low9_hi6",student/new_seeds/fp16/ex220_ex239_current/ex229/verilog/ex229_odd_nested_low9_hi6_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex229/aigs/ex229_odd_nested_low9_hi6_abc_g_aig.aig,student/new_seeds/fp16/ex220_ex239_current/ex229/metadata/ex229_odd_nested_low9_hi6_abc_g_aig.json,1,1,OK,3957,16,63312,57968,1.092189,1,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex204_ex299_frontend_continuation_20260614_1216,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex229/verilog/ex229_odd_nested_low9_hi6.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex229/aigs/ex229_odd_nested_low9_hi6_abc_g_aig.aig,student/runs/fp16/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex229/official_eval/ex229_odd_nested_low9_hi6_abc_g_aig/ex229_odd_nested_low9_hi6_abc_g_aig.evaluate.py.log,9277d59a58fb8fa6d74dc7ea9ee83febeff92684931706dcaa43a297aa9faefa,2715f7b63c12a35cbf00eb6b93b48f9ac7c46fec12e696dc020746e479f26564,odd tanh positive-domain nested active exps 1..17; pos_special_const_exp=14; pos_special_full_exp=1; pos_special_items=1038; pos_low_width=9; nested_hi=6; pos_low_items=16088; pos_b15_runs=17; pos_b14_runs=17; pos_b13_runs=17; pos_b12_runs=18; pos_b11_runs=20; pos_b10_runs=23; pos_b9_runs=37; python model exact; official_status=OK
