case,candidate_id,hypothesis,function_guess,variant,method_signature,verilog_path,aig_path,metadata_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,classification,selection_reason,source_kind,source_csv,source_run,source_verilog_path,source_aig_path,source_evaluate_log,aig_sha256,verilog_sha256,notes
ex200,ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2,bf16_exp,,separate output fields plus selected exponent-msb predicate,ex200|shared_bf16_exp_field_shell|sep_fields_e4_m3_s0_bits_14_bh2|shared sign_exp special/default shell; mantissa hi3 residual; bit14 split|yosys_abc_g_AND_aigmap|DAZ_exp_BF16_RNE_FTZ_canonical_NaN|source_level_output_grouping,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/verilog/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/metadata/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.json,1,1,OK,3650,16,58400,40052,1.458104,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-exp-log-r94/candidates.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex200/verilog/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex200/aigs/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex200/logs/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.evaluate.py.log,c7029113828c76737de5e3ed35bfab6efd3eddab81ad46f7d1b7a50476885cf6,17fbc8cc8c7bf77781fe3311172c9bbae432a601b9c7dfc44121eea5c940c0a1,separate fields exp_hi=4 mant_hi=3 sign_hi=0 items=3252; sep bit overrides bits=14 bit_hi_bits=2 bit_items=26; official evaluate.py OK; runtime_sec=2.804
ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_bits_3_8_bh1,bf16_exp2,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/metadata/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.json,1,1,OK,1655,14,23170,16300,1.421472,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.aig,,20609e1cef3068e088607e11829c6a6e60a925e9927a37b2d6561b82712f065a,b83b8ee4245c96b79e64aa3318f9403e822c1972f2155e8c273993c7c40024e5,hilo3 field mode base with bit overrides bits=3_8 bit_hi_bits=1 items=4305
ex202,ex202_bf16_exp10_hilo3_field_mode_formula_bits_14,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_formula_bits_14,bf16_exp10,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/verilog/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/aigs/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex202/metadata/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.json,1,1,OK,3488,16,55808,43344,1.287560,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/verilog/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/aigs/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.aig,,dd5c9338fcb8fbfec0fa3bbcf9e19a1e46d394bd459de64238cec02de262b66d,1f32686b1e3013aa29115ef0012b820b7f437991e2fd3f67036ddcb15d37c2da,hi_lo split field_mode=True hi_bits=3 default_mode=default_override items=2592; formula bit overrides bits=14 bit_items=1
ex203,ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s2_bits_14_pla,bf16_log,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex203/metadata/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.json,1,1,OK,4571,17,77707,56948,1.364526,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex201_ex204_frontend_semantic_continue_20260605_1732,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.aig,,f711fdfc7714f5a43726844384bd96277a262fcb498944c66d3ab549c9908a77,6501a8839d38ff7b2a32e263ad49e468551f86c02604ce44eff365284658ba94,separate fields exp_hi=3 mant_hi=3 sign_hi=2 items=7941; sep bit overrides bits=14 bit_hi_bits=pla bit_items=7
ex204,ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_gates,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,,abc_g_gates,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_gates|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/verilog/ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_gates.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/aigs/ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_gates.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex204/metadata/ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_gates.json,1,1,OK,1510,17,25670,15180,1.691041,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex204/aigs/ex204_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_gates.aig,,94decc4c2f53846a18cfab7187632295a64779e4db13a345f34e039b53fcce8e,04993508a2c29928d2a8b2c35a9f0fb2c3c437079180ad859bfc0969a1231dd5,Yosys abc gate set gates
ex205,ex205_r97_sf_e3m3_b14_15_abc_g_aig,bf16_log10,,sep_fields_e3_m3_s0_bits_14_15_bh1,ex205|selected_output_extra_bit|sep_fields_e3_m3_s0_bits_14_15_bh1|current-style field decode plus non-sign selected bit14 and sign bit15 predicates|abc_g_aig|DAZ_log10_BF16_RNE_FTZ_canonical_NaN|separate output fields,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/verilog/ex205_r97_sf_e3m3_b14_15_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/aigs/ex205_r97_sf_e3m3_b14_15_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/metadata/ex205_r97_sf_e3m3_b14_15_abc_g_aig.json,1,1,OK,4440,16,71040,47128,1.507384,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-logmodel-r97/candidates.csv,frontend_gt15_deepstruct_round97_20260614_0724,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97/ex205/verilog/ex205_r97_sf_e3m3_b14_15_abc_g_aig.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97/ex205/aigs/ex205_r97_sf_e3m3_b14_15_abc_g_aig.aig,,79e03f841f5ac0d43e49286092307ed809b735470dfdf2b65a5b83e652ba0d59,516230ac4b8524643397c26810fa32d6dfc8db39d7a15b4eee45a6b27ea44200,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=14_15 bit_hi_bits=1 bit_items=50; official_evaluate=student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97/ex205/logs/ex205_r97_sf_e3m3_b14_15_abc_g_aig.evaluate.py.log
ex206,ex206_bf16_sin_split_sign_word_mixed_h5_h6special,bf16_sin,sin,split_sign_word_mixed_h5_h6special,bf16_sin,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/metadata/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.json,1,1,OK,26999,21,566979,539049,1.051813,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.aig,,62a7d85ace0aa8594b73a3b32945f7a30c942d06e34def0f390aee8bc929a40e,7c9f5363633dad6d62e3e5413866a9a1e4aea6ad422c8c2e56580eed31ecd210,"split-sign word mixed policy=h5_h6special choices={5: 506, 6: 2} items=64772; archived_low_value_intermediate"
ex207,ex207_bf16_tan_split_sign_word_mixed_h5_h6special,bf16_tan,tan,split_sign_word_mixed_h5_h6special,bf16_tan,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/verilog/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/aigs/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/metadata/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.json,1,1,OK,30193,21,634053,627817,1.009933,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.aig,,01690aaf67f9cf8e5e204a917f961439afce474027724d6008d516309b3836e6,2154ae7f51b99d345a779a6a58e4bbf8b1c1f2a1353fab7d2dc5d29db95e2f7c,"split-sign word mixed policy=h5_h6special choices={5: 506, 6: 2} items=65012; curated_active_seed"
ex208,ex208_bf16_sinh_legacy_split_sign_exp_mant_case,bf16_sinh,sinh,legacy_split_sign_exp_mant_case,bf16_sinh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.json,1,1,OK,2208,15,33120,24505,1.351561,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.aig,,22816727ba8ccb867614859f2a071c49947dd657ec4ce6e40a84e22d35137737,403e224457f03a65f75b2e5c3d47fbef416c1d2a39864236ba5a42c92f4a7827,legacy bf16_verilog_search split_sign_exp_mant_case; 34548; curated_active_seed
ex209,ex209_bf16_tanh_legacy_sign_exp_default_expr_case,bf16_tanh,tanh,legacy_sign_exp_default_expr_case,bf16_tanh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.json,1,1,OK,765,13,9945,7320,1.358607,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.aig,,0e38ce4fe651f37894039c1fe923c45920aa6a82d303cddc1e097883cc17d824,6514623083d6edb06c80e2e969daf9f24649f6accf2e3734f62ea015ed4229ed,"legacy bf16_verilog_search sign_exp_default_expr_case; groups=512; full_default_groups=246; exceptions=33680; defaults=abs_input:385,input:123,nan:2,sign_zero:2; curated_active_seed"
