case,candidate_id,status,area,delay,adp,expected_adp,aig_path,notes
ex200,ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2,OK,3650,16,58400,58400,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex200,ex200_selected_highbits_low12_hilo3_abc_g_aig,OK,3895,15,58425,58425,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_selected_highbits_low12_hilo3_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex200,ex200_semantic_default_one_casez_saturation_replay_abc_g_aig,OK,3702,16,59232,59232,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_semantic_default_one_casez_saturation_replay_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex200,ex200_semantic_exp_default_one_casez_all_special_abc_g_aig,OK,3737,16,59792,59792,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_semantic_exp_default_one_casez_all_special_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex200,ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset,OK,3637,17,61829,61829,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex200,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,OK,3717,17,63189,63189,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1,OK,1655,14,23170,23170,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex201,ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp,OK,1620,15,24300,24300,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex201,ex201_bf16_exp2_hilo2_field_mode,OK,1629,15,24435,24435,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_bf16_exp2_hilo2_field_mode.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex201,ex201_r94_sep_fields_e3_m3_s0_bits_2_3_bh1,OK,1633,15,24495,24495,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_r94_sep_fields_e3_m3_s0_bits_2_3_bh1.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
