case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_sigprodcode_dc_seed12_set11to10 + default + raw,sig-pair product-code table plus seed12 product-class completion,ex246|fp8_source_restructure|ex246_semantic_mul_sigprodcode_dc_seed12_set11to10|sig_pair_product_code_table_plus_seed12_product_class_completion|default|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/verilog/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/aigs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.aig,1,not_run,380,23,8740,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.abc.log; synth_sec=0.491; abc_sec=0.000; eval_sec=0.441
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_sigprodcode_dc_seed12_set11to10 + extra_share + raw,sig-pair product-code table plus seed12 product-class completion,ex246|fp8_source_restructure|ex246_semantic_mul_sigprodcode_dc_seed12_set11to10|sig_pair_product_code_table_plus_seed12_product_class_completion|extra_share|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/verilog/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/aigs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_extra_share_raw.aig,1,not_run,375,23,8625,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_extra_share_raw.abc.log; synth_sec=0.507; abc_sec=0.000; eval_sec=0.442
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_sigprodcode_dc_seed12_set11to10 + abc_g_aig + raw,sig-pair product-code table plus seed12 product-class completion,ex246|fp8_source_restructure|ex246_semantic_mul_sigprodcode_dc_seed12_set11to10|sig_pair_product_code_table_plus_seed12_product_class_completion|abc_g_aig|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/verilog/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/aigs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_abc_g_aig_raw.aig,1,not_run,377,21,7917,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_abc_g_aig_raw.abc.log; synth_sec=0.494; abc_sec=0.000; eval_sec=0.443
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_sigprodcode_dc_seed12_set11to10 + synth_preset + raw,sig-pair product-code table plus seed12 product-class completion,ex246|fp8_source_restructure|ex246_semantic_mul_sigprodcode_dc_seed12_set11to10|sig_pair_product_code_table_plus_seed12_product_class_completion|synth_preset|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/verilog/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/aigs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_synth_preset_raw.aig,1,not_run,370,21,7770,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_synth_preset_raw.abc.log; synth_sec=0.718; abc_sec=0.000; eval_sec=0.442
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_product_possible_class_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_possible_class + default + raw,reachable-product class only with shared product magnitude formula,ex246|fp8_source_restructure|ex246_semantic_mul_product_possible_class|reachable_product_class_only_with_shared_product_magnitude_formula|default|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/verilog/ex246_semantic_mul_product_possible_class.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/aigs/ex246_ex246_semantic_mul_product_possible_class_default_raw.aig,1,not_run,355,23,8165,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_ex246_semantic_mul_product_possible_class_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_semantic_mul_product_possible_class_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_ex246_semantic_mul_product_possible_class_default_raw.abc.log; synth_sec=0.422; abc_sec=0.000; eval_sec=0.446
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_product_possible_class_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_possible_class + extra_share + raw,reachable-product class only with shared product magnitude formula,ex246|fp8_source_restructure|ex246_semantic_mul_product_possible_class|reachable_product_class_only_with_shared_product_magnitude_formula|extra_share|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/verilog/ex246_semantic_mul_product_possible_class.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/aigs/ex246_ex246_semantic_mul_product_possible_class_extra_share_raw.aig,1,not_run,350,24,8400,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_ex246_semantic_mul_product_possible_class_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_semantic_mul_product_possible_class_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_ex246_semantic_mul_product_possible_class_extra_share_raw.abc.log; synth_sec=0.429; abc_sec=0.000; eval_sec=0.442
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_product_possible_class_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_possible_class + abc_g_aig + raw,reachable-product class only with shared product magnitude formula,ex246|fp8_source_restructure|ex246_semantic_mul_product_possible_class|reachable_product_class_only_with_shared_product_magnitude_formula|abc_g_aig|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/verilog/ex246_semantic_mul_product_possible_class.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/aigs/ex246_ex246_semantic_mul_product_possible_class_abc_g_aig_raw.aig,1,not_run,353,23,8119,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_ex246_semantic_mul_product_possible_class_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_semantic_mul_product_possible_class_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_ex246_semantic_mul_product_possible_class_abc_g_aig_raw.abc.log; synth_sec=0.421; abc_sec=0.000; eval_sec=0.441
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_product_possible_class_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_possible_class + synth_preset + raw,reachable-product class only with shared product magnitude formula,ex246|fp8_source_restructure|ex246_semantic_mul_product_possible_class|reachable_product_class_only_with_shared_product_magnitude_formula|synth_preset|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/verilog/ex246_semantic_mul_product_possible_class.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/aigs/ex246_ex246_semantic_mul_product_possible_class_synth_preset_raw.aig,1,not_run,347,23,7981,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_ex246_semantic_mul_product_possible_class_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_semantic_mul_product_possible_class_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_possible_class/logs/ex246_ex246_semantic_mul_product_possible_class_synth_preset_raw.abc.log; synth_sec=0.602; abc_sec=0.000; eval_sec=0.441
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_product_attr_shared_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_attr_shared + default + raw,product attribute table plus shared boundary/linear reassembly,ex246|fp8_source_restructure|ex246_semantic_mul_product_attr_shared|product_attribute_table_plus_shared_boundary_linear_reassembly|default|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/verilog/ex246_semantic_mul_product_attr_shared.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/aigs/ex246_ex246_semantic_mul_product_attr_shared_default_raw.aig,1,not_run,430,33,14190,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_ex246_semantic_mul_product_attr_shared_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_semantic_mul_product_attr_shared_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_ex246_semantic_mul_product_attr_shared_default_raw.abc.log; synth_sec=0.291; abc_sec=0.000; eval_sec=0.443
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_product_attr_shared_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_attr_shared + extra_share + raw,product attribute table plus shared boundary/linear reassembly,ex246|fp8_source_restructure|ex246_semantic_mul_product_attr_shared|product_attribute_table_plus_shared_boundary_linear_reassembly|extra_share|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/verilog/ex246_semantic_mul_product_attr_shared.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/aigs/ex246_ex246_semantic_mul_product_attr_shared_extra_share_raw.aig,1,not_run,427,34,14518,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_ex246_semantic_mul_product_attr_shared_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_semantic_mul_product_attr_shared_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_ex246_semantic_mul_product_attr_shared_extra_share_raw.abc.log; synth_sec=0.303; abc_sec=0.000; eval_sec=0.444
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_product_attr_shared_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_attr_shared + abc_g_aig + raw,product attribute table plus shared boundary/linear reassembly,ex246|fp8_source_restructure|ex246_semantic_mul_product_attr_shared|product_attribute_table_plus_shared_boundary_linear_reassembly|abc_g_aig|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/verilog/ex246_semantic_mul_product_attr_shared.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/aigs/ex246_ex246_semantic_mul_product_attr_shared_abc_g_aig_raw.aig,1,not_run,422,31,13082,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_ex246_semantic_mul_product_attr_shared_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_semantic_mul_product_attr_shared_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_ex246_semantic_mul_product_attr_shared_abc_g_aig_raw.abc.log; synth_sec=0.294; abc_sec=0.000; eval_sec=0.505
