case,metric,key,value,detail
ex287,topk_score_family,"local_window:identity:bias=asc,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=asc,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=asc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=asc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=asc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"local_window:identity:bias=desc,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=desc,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,singleton_vote:identity:bias=asc,80/16384,bit_matches=125294/229376;first=x=0x3;expected=0xc;got=0x2040
ex287,topk_score_family,singleton_vote:identity:bias=desc,80/16384,bit_matches=124350/229376;first=x=0x3;expected=0xc;got=0x2040
ex287,topk_score_family,singleton_vote:identity:bias=none,80/16384,bit_matches=124350/229376;first=x=0x3;expected=0xc;got=0x2040
ex287,topk_score_family,singleton_vote:identity:bias=center,70/16384,bit_matches=124380/229376;first=x=0x3;expected=0xc;got=0x2040
ex287,topk_score_family,singleton_vote:identity:bias=edge,61/16384,bit_matches=124382/229376;first=x=0x3;expected=0xc;got=0x2040
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=2,bias=desc",37/16384,bit_matches=125634/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=2,bias=none",37/16384,bit_matches=125634/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=2,bias=center",31/16384,bit_matches=125746/229376;first=x=0x1;expected=0x40;got=0x1
ex287,layer_image,w0,1,"rows=1;fixed=0=0,1=0,2=0,3=0,4=0,5=0,6=0,7=0,8=0,9=0,10=0,11=0,12=0,13=0"
ex287,layer_image,w1,7,"rows=14;fixed=0=0,1=0,2=0,7=0,8=0,10=0,12=0"
ex287,layer_image,w2,31,rows=91;fixed=
ex287,layer_image,w3,88,rows=364;fixed=
ex287,layer_image,w4,200,rows=1001;fixed=
ex287,layer_image,w5,326,rows=2002;fixed=
ex287,layer_image,w6,427,rows=3003;fixed=
ex287,layer_image,w7,445,rows=3432;fixed=
ex287,layer_image,w8,422,rows=3003;fixed=
ex287,layer_image,w9,318,rows=2002;fixed=
ex287,layer_image,w10,203,rows=1001;fixed=
ex287,layer_image,w11,98,rows=364;fixed=
ex287,layer_image,w12,35,rows=91;fixed=
ex287,layer_image,w13,7,"rows=14;fixed=0=1,3=1,5=1,7=1,9=1,12=1,13=1"
ex287,layer_image,w14,1,"rows=1;fixed=0=1,1=1,2=1,3=1,4=1,5=1,6=1,7=1,8=1,9=1,10=1,11=1,12=1,13=1"
ex288,topk_score_family,singleton_vote:identity:bias=center,169/32768,bit_matches=265998/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,singleton_vote:identity:bias=desc,130/32768,bit_matches=264070/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,singleton_vote:identity:bias=none,130/32768,bit_matches=264070/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,singleton_vote:identity:bias=asc,125/32768,bit_matches=265962/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,singleton_vote:identity:bias=edge,119/32768,bit_matches=263770/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,"local_window:reverse:bias=edge,radius=1",39/32768,bit_matches=262588/491520;first=x=0x2;expected=0x2000;got=0x4000
ex288,topk_score_family,singleton_distance:identity:bias=center,36/32768,bit_matches=264536/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,"cyclic_window:identity:bias=asc,radius=3",36/32768,bit_matches=262360/491520;first=x=0x2;expected=0x2000;got=0x4000
ex288,topk_score_family,"local_window:identity:bias=asc,radius=3",36/32768,bit_matches=262282/491520;first=x=0x1;expected=0x4000;got=0x8
ex288,topk_score_family,singleton_distance:identity:bias=desc,35/32768,bit_matches=263948/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,singleton_distance:identity:bias=none,35/32768,bit_matches=263948/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,"prefix_suffix:reverse:a=1,b=2,bias=asc",35/32768,bit_matches=262922/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,singleton_distance:identity:bias=edge,34/32768,bit_matches=263510/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,singleton_distance:identity:bias=asc,32/32768,bit_matches=264832/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,"prefix_suffix:reverse:a=2,b=3,bias=desc",31/32768,bit_matches=261982/491520;first=x=0x3;expected=0xc;got=0x6000
