case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex240,float_fp8,local-ex240-source-r61,ex240_ex240_r61_formula_norm_default_raw,FP8 source predicate/table restructuring,ex240_r61_formula_norm + default + raw,field decode plus same-gapcase source; replace diff norm tables with RNE formula,ex240|fp8_source_restructure|ex240_r61_formula_norm|field_decode_plus_same_gapcase_source_replace_diff_norm_tables_with_rne_formula|default|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/verilog/ex240_r61_formula_norm.v,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/aigs/ex240_ex240_r61_formula_norm_default_raw.aig,1,not_run,630,48,30240,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_ex240_r61_formula_norm_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_r61_formula_norm_default.yosys.log; abc_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_ex240_r61_formula_norm_default_raw.abc.log; synth_sec=0.584; abc_sec=0.000; eval_sec=0.857
ex240,float_fp8,local-ex240-source-r61,ex240_ex240_r61_formula_norm_extra_share_raw,FP8 source predicate/table restructuring,ex240_r61_formula_norm + extra_share + raw,field decode plus same-gapcase source; replace diff norm tables with RNE formula,ex240|fp8_source_restructure|ex240_r61_formula_norm|field_decode_plus_same_gapcase_source_replace_diff_norm_tables_with_rne_formula|extra_share|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/verilog/ex240_r61_formula_norm.v,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/aigs/ex240_ex240_r61_formula_norm_extra_share_raw.aig,1,not_run,611,46,28106,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_ex240_r61_formula_norm_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_r61_formula_norm_extra_share.yosys.log; abc_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_ex240_r61_formula_norm_extra_share_raw.abc.log; synth_sec=0.581; abc_sec=0.000; eval_sec=0.876
ex240,float_fp8,local-ex240-source-r61,ex240_ex240_r61_formula_norm_abc_g_aig_raw,FP8 source predicate/table restructuring,ex240_r61_formula_norm + abc_g_aig + raw,field decode plus same-gapcase source; replace diff norm tables with RNE formula,ex240|fp8_source_restructure|ex240_r61_formula_norm|field_decode_plus_same_gapcase_source_replace_diff_norm_tables_with_rne_formula|abc_g_aig|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/verilog/ex240_r61_formula_norm.v,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/aigs/ex240_ex240_r61_formula_norm_abc_g_aig_raw.aig,1,not_run,612,48,29376,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_ex240_r61_formula_norm_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_r61_formula_norm_abc_g_aig.yosys.log; abc_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_ex240_r61_formula_norm_abc_g_aig_raw.abc.log; synth_sec=0.585; abc_sec=0.000; eval_sec=0.860
ex240,float_fp8,local-ex240-source-r61,ex240_ex240_r61_formula_norm_synth_preset_raw,FP8 source predicate/table restructuring,ex240_r61_formula_norm + synth_preset + raw,field decode plus same-gapcase source; replace diff norm tables with RNE formula,ex240|fp8_source_restructure|ex240_r61_formula_norm|field_decode_plus_same_gapcase_source_replace_diff_norm_tables_with_rne_formula|synth_preset|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/verilog/ex240_r61_formula_norm.v,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/aigs/ex240_ex240_r61_formula_norm_synth_preset_raw.aig,1,not_run,616,49,30184,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_ex240_r61_formula_norm_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_r61_formula_norm_synth_preset.yosys.log; abc_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_formula_norm/logs/ex240_ex240_r61_formula_norm_synth_preset_raw.abc.log; synth_sec=0.757; abc_sec=0.000; eval_sec=0.901
ex240,float_fp8,local-ex240-source-r61,ex240_ex240_r61_diff_gapcase_split_norm_default_raw,FP8 source predicate/table restructuring,ex240_r61_diff_gapcase_split_norm + default + raw,field decode plus same/diff gapcase muxes and split norm tables,ex240|fp8_source_restructure|ex240_r61_diff_gapcase_split_norm|field_decode_plus_same_diff_gapcase_muxes_and_split_norm_tables|default|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/verilog/ex240_r61_diff_gapcase_split_norm.v,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/aigs/ex240_ex240_r61_diff_gapcase_split_norm_default_raw.aig,1,not_run,684,42,28728,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_ex240_r61_diff_gapcase_split_norm_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_r61_diff_gapcase_split_norm_default.yosys.log; abc_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_ex240_r61_diff_gapcase_split_norm_default_raw.abc.log; synth_sec=0.550; abc_sec=0.000; eval_sec=0.892
ex240,float_fp8,local-ex240-source-r61,ex240_ex240_r61_diff_gapcase_split_norm_extra_share_raw,FP8 source predicate/table restructuring,ex240_r61_diff_gapcase_split_norm + extra_share + raw,field decode plus same/diff gapcase muxes and split norm tables,ex240|fp8_source_restructure|ex240_r61_diff_gapcase_split_norm|field_decode_plus_same_diff_gapcase_muxes_and_split_norm_tables|extra_share|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/verilog/ex240_r61_diff_gapcase_split_norm.v,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/aigs/ex240_ex240_r61_diff_gapcase_split_norm_extra_share_raw.aig,1,not_run,676,43,29068,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_ex240_r61_diff_gapcase_split_norm_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_r61_diff_gapcase_split_norm_extra_share.yosys.log; abc_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_ex240_r61_diff_gapcase_split_norm_extra_share_raw.abc.log; synth_sec=0.528; abc_sec=0.000; eval_sec=0.882
ex240,float_fp8,local-ex240-source-r61,ex240_ex240_r61_diff_gapcase_split_norm_abc_g_aig_raw,FP8 source predicate/table restructuring,ex240_r61_diff_gapcase_split_norm + abc_g_aig + raw,field decode plus same/diff gapcase muxes and split norm tables,ex240|fp8_source_restructure|ex240_r61_diff_gapcase_split_norm|field_decode_plus_same_diff_gapcase_muxes_and_split_norm_tables|abc_g_aig|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/verilog/ex240_r61_diff_gapcase_split_norm.v,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/aigs/ex240_ex240_r61_diff_gapcase_split_norm_abc_g_aig_raw.aig,1,not_run,673,42,28266,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_ex240_r61_diff_gapcase_split_norm_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_r61_diff_gapcase_split_norm_abc_g_aig.yosys.log; abc_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_ex240_r61_diff_gapcase_split_norm_abc_g_aig_raw.abc.log; synth_sec=0.553; abc_sec=0.000; eval_sec=0.898
ex240,float_fp8,local-ex240-source-r61,ex240_ex240_r61_diff_gapcase_split_norm_synth_preset_raw,FP8 source predicate/table restructuring,ex240_r61_diff_gapcase_split_norm + synth_preset + raw,field decode plus same/diff gapcase muxes and split norm tables,ex240|fp8_source_restructure|ex240_r61_diff_gapcase_split_norm|field_decode_plus_same_diff_gapcase_muxes_and_split_norm_tables|synth_preset|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/verilog/ex240_r61_diff_gapcase_split_norm.v,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/aigs/ex240_ex240_r61_diff_gapcase_split_norm_synth_preset_raw.aig,1,not_run,669,42,28098,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_ex240_r61_diff_gapcase_split_norm_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_r61_diff_gapcase_split_norm_synth_preset.yosys.log; abc_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_split_norm/logs/ex240_ex240_r61_diff_gapcase_split_norm_synth_preset_raw.abc.log; synth_sec=0.711; abc_sec=0.000; eval_sec=0.882
ex240,float_fp8,local-ex240-source-r61,ex240_ex240_r61_diff_gapcase_formula_norm_default_raw,FP8 source predicate/table restructuring,ex240_r61_diff_gapcase_formula_norm + default + raw,field decode plus same/diff gapcase muxes and formula diff normalizer,ex240|fp8_source_restructure|ex240_r61_diff_gapcase_formula_norm|field_decode_plus_same_diff_gapcase_muxes_and_formula_diff_normalizer|default|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_formula_norm/verilog/ex240_r61_diff_gapcase_formula_norm.v,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_formula_norm/aigs/ex240_ex240_r61_diff_gapcase_formula_norm_default_raw.aig,1,not_run,680,42,28560,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_formula_norm/logs/ex240_ex240_r61_diff_gapcase_formula_norm_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_formula_norm/logs/ex240_r61_diff_gapcase_formula_norm_default.yosys.log; abc_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_formula_norm/logs/ex240_ex240_r61_diff_gapcase_formula_norm_default_raw.abc.log; synth_sec=0.621; abc_sec=0.000; eval_sec=0.839
ex240,float_fp8,local-ex240-source-r61,ex240_ex240_r61_diff_gapcase_formula_norm_extra_share_raw,FP8 source predicate/table restructuring,ex240_r61_diff_gapcase_formula_norm + extra_share + raw,field decode plus same/diff gapcase muxes and formula diff normalizer,ex240|fp8_source_restructure|ex240_r61_diff_gapcase_formula_norm|field_decode_plus_same_diff_gapcase_muxes_and_formula_diff_normalizer|extra_share|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_formula_norm/verilog/ex240_r61_diff_gapcase_formula_norm.v,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_formula_norm/aigs/ex240_ex240_r61_diff_gapcase_formula_norm_extra_share_raw.aig,1,not_run,675,40,27000,student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_formula_norm/logs/ex240_ex240_r61_diff_gapcase_formula_norm_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_formula_norm/logs/ex240_r61_diff_gapcase_formula_norm_extra_share.yosys.log; abc_log=student/work/ex240_frontend_source_only_round61_20260613_0858/local-ex240-source-r61/ex240/ex240_r61_diff_gapcase_formula_norm/logs/ex240_ex240_r61_diff_gapcase_formula_norm_extra_share_raw.abc.log; synth_sec=0.593; abc_sec=0.000; eval_sec=0.875
