case,agent_id,candidate_id,verilog_path,aig_path,evaluate_log,equivalent,area,delay,adp,status,notes,domain,shard_csv,method_signature
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_compare_decode_default_raw,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_default_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_default_raw.evaluate.py.log,1,328,35,11480,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_default.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_default_raw.abc.log; synth_sec=0.241; abc_sec=0.000; eval_sec=0.501,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/evaluation_results.csv,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_compare_decode_extra_share_raw,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_extra_share_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_extra_share_raw.evaluate.py.log,1,335,35,11725,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_extra_share_raw.abc.log; synth_sec=0.248; abc_sec=0.000; eval_sec=0.508,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/evaluation_results.csv,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_compare_decode_abc_g_aig_raw,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_abc_g_aig_raw.evaluate.py.log,1,315,34,10710,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_abc_g_aig_raw.abc.log; synth_sec=0.233; abc_sec=0.000; eval_sec=0.519,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/evaluation_results.csv,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_compare_decode_synth_preset_raw,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_synth_preset_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_synth_preset_raw.evaluate.py.log,1,323,33,10659,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_synth_preset_raw.abc.log; synth_sec=0.388; abc_sec=0.000; eval_sec=0.489,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/evaluation_results.csv,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_smallgap_key_gated_default_raw,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_default_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_default_raw.evaluate.py.log,1,340,46,15640,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_default.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_default_raw.abc.log; synth_sec=0.240; abc_sec=0.000; eval_sec=0.514,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/evaluation_results.csv,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_smallgap_key_gated_extra_share_raw,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_extra_share_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_extra_share_raw.evaluate.py.log,1,326,46,14996,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_extra_share_raw.abc.log; synth_sec=0.247; abc_sec=0.000; eval_sec=0.477,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/evaluation_results.csv,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_smallgap_key_gated_abc_g_aig_raw,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_abc_g_aig_raw.evaluate.py.log,1,322,45,14490,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_abc_g_aig_raw.abc.log; synth_sec=0.240; abc_sec=0.000; eval_sec=0.476,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/evaluation_results.csv,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_smallgap_key_gated_synth_preset_raw,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_synth_preset_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_synth_preset_raw.evaluate.py.log,1,321,47,15087,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_synth_preset_raw.abc.log; synth_sec=0.379; abc_sec=0.000; eval_sec=0.476,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/evaluation_results.csv,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_key_gated_case_increment_default_raw,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/verilog/ex244_field_key_gated_case_increment.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/aigs/ex244_ex244_field_key_gated_case_increment_default_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_ex244_field_key_gated_case_increment_default_raw.evaluate.py.log,1,492,41,20172,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_field_key_gated_case_increment_default.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_ex244_field_key_gated_case_increment_default_raw.abc.log; synth_sec=0.293; abc_sec=0.000; eval_sec=0.486,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/evaluation_results.csv,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_key_gated_case_increment_extra_share_raw,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/verilog/ex244_field_key_gated_case_increment.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/aigs/ex244_ex244_field_key_gated_case_increment_extra_share_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_ex244_field_key_gated_case_increment_extra_share_raw.evaluate.py.log,1,499,42,20958,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_field_key_gated_case_increment_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_ex244_field_key_gated_case_increment_extra_share_raw.abc.log; synth_sec=0.310; abc_sec=0.000; eval_sec=0.531,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/evaluation_results.csv,
