case,agent_id,candidate_id,method_signature,hypothesis,representation,shared_structure,synth_flow,verilog_path,aig_path,evaluate_log,equivalent,area,delay,adp,beats_frontend_best,beats_reference,notes,domain,simulation_pass,shard_csv,variant,verified_truth
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_compare_decode_default_raw,ex244|fp8_source_restructure|ex244_field_compare_decode|field_level_magnitude_compare_and_decoded_field_mux_before_delta_bdd|default|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_field_compare_decode + default + raw,field-level magnitude compare and decoded field mux before delta BDD,,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_default_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_default_raw.evaluate.py.log,1,328,35,11480,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_default.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_default_raw.abc.log; synth_sec=0.241; abc_sec=0.000; eval_sec=0.501,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/candidates.csv,,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_compare_decode_extra_share_raw,ex244|fp8_source_restructure|ex244_field_compare_decode|field_level_magnitude_compare_and_decoded_field_mux_before_delta_bdd|extra_share|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_field_compare_decode + extra_share + raw,field-level magnitude compare and decoded field mux before delta BDD,,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_extra_share_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_extra_share_raw.evaluate.py.log,1,335,35,11725,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_extra_share_raw.abc.log; synth_sec=0.248; abc_sec=0.000; eval_sec=0.508,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/candidates.csv,,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_compare_decode_abc_g_aig_raw,ex244|fp8_source_restructure|ex244_field_compare_decode|field_level_magnitude_compare_and_decoded_field_mux_before_delta_bdd|abc_g_aig|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_field_compare_decode + abc_g_aig + raw,field-level magnitude compare and decoded field mux before delta BDD,,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_abc_g_aig_raw.evaluate.py.log,1,315,34,10710,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_abc_g_aig_raw.abc.log; synth_sec=0.233; abc_sec=0.000; eval_sec=0.519,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/candidates.csv,,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_compare_decode_synth_preset_raw,ex244|fp8_source_restructure|ex244_field_compare_decode|field_level_magnitude_compare_and_decoded_field_mux_before_delta_bdd|synth_preset|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_field_compare_decode + synth_preset + raw,field-level magnitude compare and decoded field mux before delta BDD,,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_synth_preset_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_synth_preset_raw.evaluate.py.log,1,323,33,10659,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_synth_preset_raw.abc.log; synth_sec=0.388; abc_sec=0.000; eval_sec=0.489,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/candidates.csv,,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_smallgap_key_gated_default_raw,ex244|fp8_source_restructure|ex244_smallgap_key_gated|gate_max_eff_delta_bdd_key_to_zero_outside_small_exponent_gaps|default|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_smallgap_key_gated + default + raw,gate max-eff delta BDD key to zero outside small exponent gaps,,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_default_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_default_raw.evaluate.py.log,1,340,46,15640,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_default.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_default_raw.abc.log; synth_sec=0.240; abc_sec=0.000; eval_sec=0.514,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/candidates.csv,,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_smallgap_key_gated_extra_share_raw,ex244|fp8_source_restructure|ex244_smallgap_key_gated|gate_max_eff_delta_bdd_key_to_zero_outside_small_exponent_gaps|extra_share|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_smallgap_key_gated + extra_share + raw,gate max-eff delta BDD key to zero outside small exponent gaps,,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_extra_share_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_extra_share_raw.evaluate.py.log,1,326,46,14996,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_extra_share_raw.abc.log; synth_sec=0.247; abc_sec=0.000; eval_sec=0.477,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/candidates.csv,,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_smallgap_key_gated_abc_g_aig_raw,ex244|fp8_source_restructure|ex244_smallgap_key_gated|gate_max_eff_delta_bdd_key_to_zero_outside_small_exponent_gaps|abc_g_aig|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_smallgap_key_gated + abc_g_aig + raw,gate max-eff delta BDD key to zero outside small exponent gaps,,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_abc_g_aig_raw.evaluate.py.log,1,322,45,14490,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_abc_g_aig_raw.abc.log; synth_sec=0.240; abc_sec=0.000; eval_sec=0.476,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/candidates.csv,,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_smallgap_key_gated_synth_preset_raw,ex244|fp8_source_restructure|ex244_smallgap_key_gated|gate_max_eff_delta_bdd_key_to_zero_outside_small_exponent_gaps|synth_preset|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_smallgap_key_gated + synth_preset + raw,gate max-eff delta BDD key to zero outside small exponent gaps,,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_synth_preset_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_synth_preset_raw.evaluate.py.log,1,321,47,15087,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_synth_preset_raw.abc.log; synth_sec=0.379; abc_sec=0.000; eval_sec=0.476,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/candidates.csv,,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_key_gated_case_increment_default_raw,ex244|fp8_source_restructure|ex244_field_key_gated_case_increment|field_level_compare_gated_bdd_key_and_constant_increment_tail|default|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_field_key_gated_case_increment + default + raw,field-level compare gated BDD key and constant increment tail,,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/verilog/ex244_field_key_gated_case_increment.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/aigs/ex244_ex244_field_key_gated_case_increment_default_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_ex244_field_key_gated_case_increment_default_raw.evaluate.py.log,1,492,41,20172,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_field_key_gated_case_increment_default.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_ex244_field_key_gated_case_increment_default_raw.abc.log; synth_sec=0.293; abc_sec=0.000; eval_sec=0.486,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/candidates.csv,,
ex244,sub-fp8-hypot-currentfact-r66,ex244_ex244_field_key_gated_case_increment_extra_share_raw,ex244|fp8_source_restructure|ex244_field_key_gated_case_increment|field_level_compare_gated_bdd_key_and_constant_increment_tail|extra_share|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_field_key_gated_case_increment + extra_share + raw,field-level compare gated BDD key and constant increment tail,,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/verilog/ex244_field_key_gated_case_increment.v,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/aigs/ex244_ex244_field_key_gated_case_increment_extra_share_raw.aig,student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_ex244_field_key_gated_case_increment_extra_share_raw.evaluate.py.log,1,499,42,20958,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_field_key_gated_case_increment_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round66_20260613_1050/sub-fp8-hypot-currentfact-r66/ex244/ex244_field_key_gated_case_increment/logs/ex244_ex244_field_key_gated_case_increment_extra_share_raw.abc.log; synth_sec=0.310; abc_sec=0.000; eval_sec=0.531,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round66_20260613_1050/agent_shards/sub-fp8-hypot-currentfact-r66/candidates.csv,,
