case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex210,ex210_bf16_sigmoid_const_default_3f80_h3,bf16_sigmoid / sigmoid / bf16_sigmoid / sigmoid,const_default_3f80_h3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_const_default_3f80_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_const_default_3f80_h3.aig,1,1,2232,15,33480,27053,1.237571,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_const_default_3f80_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_const_default_3f80_h3.aig,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h3f80 exceptions hi_bits=3 default_mode=mode items=1733
ex211,ex211_bf16_reciprocal_hand_recip_formula_signmag_lut,bf16_reciprocal / reciprocal / bf16_reciprocal / reciprocal,hand_recip_formula_signmag_lut,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.aig,1,1,273,11,3003,2136,1.405899,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.aig,semantic model exact over 65536 inputs; hand semantic reciprocal: special cases + 128-entry mantissa LUT items=128; sign/magnitude output mux rewrite
ex212,ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1,bf16_square / square / bf16_square / square,delta_pair_mode_hilo4_bits_15_bh1,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.aig,1,1,281,11,3091,2304,1.341580,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/verilog/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex212/aigs/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.aig,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo4 items=16529; output bit overrides bits=15 bit_hi_bits=1 bit_items=0
ex213,ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1,bf16_sqrt / sqrt / bf16_sqrt / sqrt,sep_fields_e2_m3_s3_bits_1_bh1,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.aig,1,1,346,11,3806,2900,1.312414,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.aig,semantic model exact over 65536 inputs; separate fields exp_hi=2 mant_hi=3 sign_hi=3 items=29859; sep bit overrides bits=1 bit_hi_bits=1 bit_items=15875
ex214,ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_fix,bf16_reciprocal_square / reciprocal_square / bf16_reciprocal_square / reciprocal_square,legacy_default_expr_exception_case_bits_13_cmp_fix,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_fix.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_fix.aig,1,1,337,11,3707,2424,1.529290,0,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_fix.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_cmp_fix.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search default_expr_exception_case; exceptions=48896; default=zero; matches=16640; selected bit overrides bits=13 bit_hi_bits=cmp bit_items=36
ex215,ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12,bf16_reciprocal_sqrt / reciprocal_sqrt / bf16_reciprocal_sqrt / reciprocal_sqrt,delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.aig,1,1,390,12,4680,3150,1.485714,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.aig,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=29348; generic selected bit overrides bits=9 bit_hi_bits=1 bit_items=147; source case attributes parallel_case full_case
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13,bf16_cube / cube / bf16_cube / cube,aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13.aig,1,1,444,13,5772,3357,1.719392,0,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13.aig,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34; source case attributes parallel_case full_case
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15,bf16_cbrt / cbrt / bf16_cbrt / cbrt,delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.aig,1,1,623,13,8099,5785,1.400000,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=3 bit_items=33528; manual sign bit override sign && !is_nan; source case attributes parallel_case full_case
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9,bf16_reciprocal_cube / reciprocal_cube / bf16_reciprocal_cube / reciprocal_cube,legacy_value_case_bits_15_cmp_caseattrs_fix9,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.aig,1,1,467,13,6071,3222,1.884233,0,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case
ex219,ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9,bf16_reciprocal_cbrt / reciprocal_cbrt / bf16_reciprocal_cbrt / reciprocal_cbrt,delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9.aig,1,1,623,15,9345,5640,1.656915,0,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27365; generic selected bit overrides bits=6 bit_hi_bits=cmp bit_items=684; source case attributes parallel_case full_case
