case,domain,round8_candidates,round8_best_candidate,round8_best_adp,frontend_best_adp_after,reference_adp,round8_improved_frontend,beats_reference,next_recommendation
ex200,bf16,2,ex200_bf16_exp_semantic_exp_active_mant_cases,66510,54405,40052,0,0,gap remains; continue only with materially different high-level sharing/representation
ex204,bf16,2,ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14,26265,25670,15180,0,0,gap remains; continue only with materially different high-level sharing/representation
ex205,bf16,2,ex205_bf16_log10_log10_exp_runs_mant_sep_m4,87948,71104,47128,0,0,gap remains; continue only with materially different high-level sharing/representation
ex223,fp16,2,ex223_log_nested_low13_hi5_abc_g_aig,204326,203756,120549,0,0,gap remains; continue only with materially different high-level sharing/representation
ex224,fp16,2,ex224_log_nested_low13_hi5_abc_g_aig,104022,96224,64708,0,0,gap remains; continue only with materially different high-level sharing/representation
ex225,fp16,2,ex225_log_nested_low13_hi5_abc_g_aig,219165,218728,116676,0,0,gap remains; continue only with materially different high-level sharing/representation
ex240,float_fp8,0,,,30090,13299,0,0,gap remains; continue only with materially different high-level sharing/representation
ex241,float_fp8,0,,,15544,7224,0,0,gap remains; continue only with materially different high-level sharing/representation
ex242,float_fp8,0,,,25320,11900,0,0,gap remains; continue only with materially different high-level sharing/representation
ex244,float_fp8,3,ex244_round10_delta_maxeff_bdd_smallinc_abc_g_aig,12996,10234,4272,0,0,gap remains; continue only with materially different high-level sharing/representation
ex245,float_fp8,0,,,23834,11050,0,0,gap remains; continue only with materially different high-level sharing/representation
ex246,float_fp8,2,ex246_round10_product_bound_region_grouped_synth_preset_aig,10496,7502,2805,0,0,gap remains; continue only with materially different high-level sharing/representation
ex247,float_fp8,4,ex247_round10_nested_bound_region_grouped_abc_g_aig,8372,8349,2975,0,0,gap remains; continue only with materially different high-level sharing/representation
ex248,float_fp8,0,,,8550,4180,0,0,gap remains; continue only with materially different high-level sharing/representation
ex249,float_fp8,0,,,4368,2079,0,0,gap remains; continue only with materially different high-level sharing/representation
ex253,float_fp8,0,,,2268,1845,0,0,gap remains; continue only with materially different high-level sharing/representation
ex260,integer,2,ex260_smul_signcorr_core_wallace_abc_g_aig,1691,1144,657,0,0,gap remains; continue only with materially different high-level sharing/representation
ex281,unknown,1,ex281_r10_kept_gf2_monomial_bank_abc_g_aig,5481,3328,2336,0,0,gap remains; continue only with materially different high-level sharing/representation
ex282,unknown,1,ex282_r10_kept_gf2_monomial_bank_abc_g_aig,4992,4032,2704,0,0,gap remains; continue only with materially different high-level sharing/representation
ex283,unknown,1,ex283_r10_kept_gf2_monomial_bank_abc_g_aig,5220,4500,3168,0,0,gap remains; continue only with materially different high-level sharing/representation
ex285,unknown,2,ex285_r10_lane_component_bdd_abc_g_aig,32420,13175,5499,0,0,gap remains; continue only with materially different high-level sharing/representation
ex286,unknown,2,ex286_r10_lane_component_bdd_abc_g_aig,105483,20190,2376,0,0,gap remains; continue only with materially different high-level sharing/representation
ex287,unknown,2,ex287_r10_lane_component_bdd_abc_g_aig,215349,27480,5782,0,0,gap remains; continue only with materially different high-level sharing/representation
ex288,unknown,2,ex288_r10_lane_component_bdd_abc_g_aig,219384,31598,16394,0,0,gap remains; continue only with materially different high-level sharing/representation
ex289,unknown,2,ex289_r10_lane_component_bdd_abc_g_aig,252772,19893,13620,0,0,gap remains; continue only with materially different high-level sharing/representation
ex295,unknown,2,ex295_r10_symbol_plane_split_abc_g_aig,123855,123855,68064,0,0,gap remains; continue only with materially different high-level sharing/representation
ex297,unknown,2,ex297_r10_symbol_plane_split_abc_g_aig,569592,569592,225900,0,0,gap remains; continue only with materially different high-level sharing/representation
ex299,unknown,2,ex299_r10_symbol_plane_split_abc_g_aig,2487261,2487261,1013807,0,0,gap remains; continue only with materially different high-level sharing/representation
