case,domain,agent_id,candidate_id,method_signature,hypothesis,representation,shared_structure,verilog_path,aig_path,evaluate_log,equivalent,simulation_pass,area,delay,adp,frontend_best_adp,new_best_adp,old_best_adp,old_frontend_adp,reference_adp,improvement_vs_frontend,beats_reference,notes
ex247,float_fp8,local-diverse-r32,ex247_r32_resyn2rs_area_from_frontend_best,ex247|frontend_best_structural_remap|abc_diverse_resyn2rs_area|preserve_frontend_source_shared_logic|resyn2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex247/aigs/ex247_r32_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex247/logs/ex247_r32_resyn2rs_area_from_frontend_best.evaluate.py.log,1,not_run,326,23,7498,7498,7498,7889,7889,2975,391,0,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex247/logs/ex247_r32_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.109; eval_sec=0.441; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex247,float_fp8,local-diverse-r32,ex247_r32_compress2rs_area_from_frontend_best,ex247|frontend_best_structural_remap|abc_diverse_compress2rs_area|preserve_frontend_source_shared_logic|compress2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow compress2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex247/aigs/ex247_r32_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex247/logs/ex247_r32_compress2rs_area_from_frontend_best.evaluate.py.log,1,not_run,324,23,7452,7452,7452,7889,7889,2975,437,0,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex247/logs/ex247_r32_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.108; eval_sec=0.442; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex247,float_fp8,local-diverse-r32,ex247_r32_resub_deep_rf_from_frontend_best,ex247|frontend_best_structural_remap|abc_diverse_resub_deep_rf|preserve_frontend_source_shared_logic|resub_deep_rf|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex247/aigs/ex247_r32_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex247/logs/ex247_r32_resub_deep_rf_from_frontend_best.evaluate.py.log,1,not_run,332,23,7636,7636,7636,7889,7889,2975,253,0,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex247/logs/ex247_r32_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.078; eval_sec=0.447; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex246,float_fp8,local-diverse-r32,ex246_r32_resyn2rs_area_from_frontend_best,ex246|frontend_best_structural_remap|abc_diverse_resyn2rs_area|preserve_frontend_source_shared_logic|resyn2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex246/aigs/ex246_r32_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex246/logs/ex246_r32_resyn2rs_area_from_frontend_best.evaluate.py.log,1,not_run,328,21,6888,6888,6888,7436,7436,2805,548,0,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex246/logs/ex246_r32_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.108; eval_sec=0.447; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex246,float_fp8,local-diverse-r32,ex246_r32_resub_deep_rf_from_frontend_best,ex246|frontend_best_structural_remap|abc_diverse_resub_deep_rf|preserve_frontend_source_shared_logic|resub_deep_rf|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex246/aigs/ex246_r32_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex246/logs/ex246_r32_resub_deep_rf_from_frontend_best.evaluate.py.log,1,not_run,331,22,7282,7282,7282,7436,7436,2805,154,0,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex246/logs/ex246_r32_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.073; eval_sec=0.442; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex240,float_fp8,local-diverse-r32,ex240_r32_resyn2rs_area_from_frontend_best,ex240|frontend_best_structural_remap|abc_diverse_resyn2rs_area|preserve_frontend_source_shared_logic|resyn2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/aigs/ex240_r32_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_resyn2rs_area_from_frontend_best.evaluate.py.log,1,not_run,566,51,28866,28866,28866,29172,29172,13299,306,0,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.140; eval_sec=0.857; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex240,float_fp8,local-diverse-r32,ex240_r32_compress_l_no_dc_from_frontend_best,ex240|frontend_best_structural_remap|abc_diverse_compress_l_no_dc|preserve_frontend_source_shared_logic|compress_l_no_dc|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow compress_l_no_dc,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/aigs/ex240_r32_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_compress_l_no_dc_from_frontend_best.evaluate.py.log,1,not_run,571,51,29121,29121,29121,29172,29172,13299,51,0,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.077; eval_sec=0.862; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex240,float_fp8,local-diverse-r32,ex240_r32_resub_deep_rf_from_frontend_best,ex240|frontend_best_structural_remap|abc_diverse_resub_deep_rf|preserve_frontend_source_shared_logic|resub_deep_rf|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/aigs/ex240_r32_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_resub_deep_rf_from_frontend_best.evaluate.py.log,1,not_run,567,51,28917,28917,28917,29172,29172,13299,255,0,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.089; eval_sec=0.859; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_resyn2rs_area_from_frontend_best,ex244|frontend_best_structural_remap|abc_diverse_resyn2rs_area|preserve_frontend_source_shared_logic|resyn2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/aigs/ex244_r32_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_resyn2rs_area_from_frontend_best.evaluate.py.log,1,not_run,287,32,9184,9184,9184,9344,9344,4272,160,0,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.092; eval_sec=0.497; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_dchoice_dc2_from_frontend_best,ex244|frontend_best_structural_remap|abc_diverse_dchoice_dc2|preserve_frontend_source_shared_logic|dchoice_dc2|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow dchoice_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/aigs/ex244_r32_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_dchoice_dc2_from_frontend_best.evaluate.py.log,1,not_run,290,32,9280,9280,9280,9344,9344,4272,64,0,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.062; eval_sec=0.500; flow=strash; dchoice; dc2; balance
