case,domain,agent_id,candidate_id,simulator,result,log_path,notes
ex240,float_fp8,local-remap-r31,ex240_r31_if4_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex240/logs/ex240_r31_if4_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-remap-r31,ex240_r31_if5_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex240/logs/ex240_r31_if5_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-remap-r31,ex240_r31_if6_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex240/logs/ex240_r31_if6_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-remap-r31,ex240_r31_if8_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex240/logs/ex240_r31_if8_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-remap-r31,ex240_r31_dc2_if6_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex240/logs/ex240_r31_dc2_if6_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-remap-r31,ex240_r31_scorr_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex240/logs/ex240_r31_scorr_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-remap-r31,ex240_r31_lcorr_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex240/logs/ex240_r31_lcorr_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-remap-r31,ex240_r31_if6_rewrite_loop_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex240/logs/ex240_r31_if6_rewrite_loop_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-remap-r31,ex240_r31_if4_rewrite_loop_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex240/logs/ex240_r31_if4_rewrite_loop_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-remap-r31,ex242_r31_if4_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex242/logs/ex242_r31_if4_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-remap-r31,ex242_r31_if5_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex242/logs/ex242_r31_if5_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-remap-r31,ex242_r31_if6_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex242/logs/ex242_r31_if6_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-remap-r31,ex242_r31_if8_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex242/logs/ex242_r31_if8_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-remap-r31,ex242_r31_dc2_if6_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex242/logs/ex242_r31_dc2_if6_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-remap-r31,ex242_r31_scorr_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex242/logs/ex242_r31_scorr_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-remap-r31,ex242_r31_lcorr_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex242/logs/ex242_r31_lcorr_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-remap-r31,ex242_r31_if6_rewrite_loop_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex242/logs/ex242_r31_if6_rewrite_loop_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-remap-r31,ex242_r31_if4_rewrite_loop_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex242/logs/ex242_r31_if4_rewrite_loop_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-remap-r31,ex244_r31_if4_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex244/logs/ex244_r31_if4_dc2_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-remap-r31,ex244_r31_if5_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex244/logs/ex244_r31_if5_dc2_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-remap-r31,ex244_r31_if6_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex244/logs/ex244_r31_if6_dc2_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-remap-r31,ex244_r31_if8_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex244/logs/ex244_r31_if8_dc2_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-remap-r31,ex244_r31_dc2_if6_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex244/logs/ex244_r31_dc2_if6_dc2_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-remap-r31,ex244_r31_scorr_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex244/logs/ex244_r31_scorr_dc2_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-remap-r31,ex244_r31_lcorr_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex244/logs/ex244_r31_lcorr_dc2_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-remap-r31,ex244_r31_if6_rewrite_loop_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex244/logs/ex244_r31_if6_rewrite_loop_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-remap-r31,ex244_r31_if4_rewrite_loop_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round31_20260613_0725/local-remap-r31/ex244/logs/ex244_r31_if4_rewrite_loop_from_frontend_best.evaluate.py.log,official final check
