case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,observed_sharing,area_delay_tradeoff,notes
ex240,float_fp8,local-remap-r31,frontend synth-flow remap from current best,ABC remap flow if4_dc2,preserves frontend source; remaps/restructures AIG through ABC,ex240|frontend_synthflow_remap_from_current_best|abc_remap_if4_dc2|lut_remap_or_mfs_then_strash_preserve_frontend_source|if4_dc2|official_evaluate|full_word,ABC remap from existing frontend AIG,area=572 delay=51 adp=29172 old=29223,remap synth-flow candidate
ex240,float_fp8,local-remap-r31,frontend synth-flow remap from current best,ABC remap flow if5_dc2,preserves frontend source; remaps/restructures AIG through ABC,ex240|frontend_synthflow_remap_from_current_best|abc_remap_if5_dc2|lut_remap_or_mfs_then_strash_preserve_frontend_source|if5_dc2|official_evaluate|full_word,ABC remap from existing frontend AIG,area=572 delay=51 adp=29172 old=29223,remap synth-flow candidate
ex240,float_fp8,local-remap-r31,frontend synth-flow remap from current best,ABC remap flow if6_dc2,preserves frontend source; remaps/restructures AIG through ABC,ex240|frontend_synthflow_remap_from_current_best|abc_remap_if6_dc2|lut_remap_or_mfs_then_strash_preserve_frontend_source|if6_dc2|official_evaluate|full_word,ABC remap from existing frontend AIG,area=572 delay=52 adp=29744 old=29223,remap synth-flow candidate
ex240,float_fp8,local-remap-r31,frontend synth-flow remap from current best,ABC remap flow if8_dc2,preserves frontend source; remaps/restructures AIG through ABC,ex240|frontend_synthflow_remap_from_current_best|abc_remap_if8_dc2|lut_remap_or_mfs_then_strash_preserve_frontend_source|if8_dc2|official_evaluate|full_word,ABC remap from existing frontend AIG,area=572 delay=52 adp=29744 old=29223,remap synth-flow candidate
ex240,float_fp8,local-remap-r31,frontend synth-flow remap from current best,ABC remap flow dc2_if6_dc2,preserves frontend source; remaps/restructures AIG through ABC,ex240|frontend_synthflow_remap_from_current_best|abc_remap_dc2_if6_dc2|lut_remap_or_mfs_then_strash_preserve_frontend_source|dc2_if6_dc2|official_evaluate|full_word,ABC remap from existing frontend AIG,area=572 delay=51 adp=29172 old=29223,remap synth-flow candidate
ex240,float_fp8,local-remap-r31,frontend synth-flow remap from current best,ABC remap flow scorr_dc2,preserves frontend source; remaps/restructures AIG through ABC,ex240|frontend_synthflow_remap_from_current_best|abc_remap_scorr_dc2|lut_remap_or_mfs_then_strash_preserve_frontend_source|scorr_dc2|official_evaluate|full_word,ABC remap from existing frontend AIG,area=572 delay=51 adp=29172 old=29223,remap synth-flow candidate
ex240,float_fp8,local-remap-r31,frontend synth-flow remap from current best,ABC remap flow lcorr_dc2,preserves frontend source; remaps/restructures AIG through ABC,ex240|frontend_synthflow_remap_from_current_best|abc_remap_lcorr_dc2|lut_remap_or_mfs_then_strash_preserve_frontend_source|lcorr_dc2|official_evaluate|full_word,ABC remap from existing frontend AIG,area=572 delay=51 adp=29172 old=29223,remap synth-flow candidate
ex240,float_fp8,local-remap-r31,frontend synth-flow remap from current best,ABC remap flow if6_rewrite_loop,preserves frontend source; remaps/restructures AIG through ABC,ex240|frontend_synthflow_remap_from_current_best|abc_remap_if6_rewrite_loop|lut_remap_or_mfs_then_strash_preserve_frontend_source|if6_rewrite_loop|official_evaluate|full_word,ABC remap from existing frontend AIG,area=572 delay=51 adp=29172 old=29223,remap synth-flow candidate
ex240,float_fp8,local-remap-r31,frontend synth-flow remap from current best,ABC remap flow if4_rewrite_loop,preserves frontend source; remaps/restructures AIG through ABC,ex240|frontend_synthflow_remap_from_current_best|abc_remap_if4_rewrite_loop|lut_remap_or_mfs_then_strash_preserve_frontend_source|if4_rewrite_loop|official_evaluate|full_word,ABC remap from existing frontend AIG,area=572 delay=51 adp=29172 old=29223,remap synth-flow candidate
ex242,float_fp8,local-remap-r31,frontend synth-flow remap from current best,ABC remap flow if4_dc2,preserves frontend source; remaps/restructures AIG through ABC,ex242|frontend_synthflow_remap_from_current_best|abc_remap_if4_dc2|lut_remap_or_mfs_then_strash_preserve_frontend_source|if4_dc2|official_evaluate|full_word,ABC remap from existing frontend AIG,area=1242 delay=21 adp=26082 old=24900,remap synth-flow candidate
