case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex223,ex223_fp16_log_casez_runs_t1024,fp16_log,casez_runs_t1024,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/verilog/ex223_fp16_log_casez_runs_t1024.v,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/aigs/ex223_fp16_log_casez_runs_t1024.aig,1,1,1,18684,27,504468,120549,4.184755,0,0,structural_exact,threshold=1024; cube_groups=30; table_groups=0; cube_items=17065; table_items=0,19.358,casez run-cube FP16 log candidate; threshold=1024; cube_groups=30; table_groups=0; cube_items=17065; table_items=0
ex223,ex223_fp16_log_casez_runs_t400,fp16_log,casez_runs_t400,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/verilog/ex223_fp16_log_casez_runs_t400.v,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/aigs/ex223_fp16_log_casez_runs_t400.aig,1,1,1,13791,25,344775,120549,2.860040,0,0,structural_exact,threshold=400; cube_groups=7; table_groups=23; cube_items=2284; table_items=23552,14.407,casez run-cube FP16 log candidate; threshold=400; cube_groups=7; table_groups=23; cube_items=2284; table_items=23552
ex223,ex223_fp16_log_casez_runs_t600,fp16_log,casez_runs_t600,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/verilog/ex223_fp16_log_casez_runs_t600.v,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/aigs/ex223_fp16_log_casez_runs_t600.aig,1,1,1,16622,25,415550,120549,3.447146,0,0,structural_exact,threshold=600; cube_groups=18; table_groups=12; cube_items=7475; table_items=12288,16.891,casez run-cube FP16 log candidate; threshold=600; cube_groups=18; table_groups=12; cube_items=7475; table_items=12288
ex223,ex223_fp16_log_casez_runs_t800,fp16_log,casez_runs_t800,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/verilog/ex223_fp16_log_casez_runs_t800.v,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/aigs/ex223_fp16_log_casez_runs_t800.aig,1,1,1,17520,25,438000,120549,3.633377,0,0,structural_exact,threshold=800; cube_groups=24; table_groups=6; cube_items=11455; table_items=6144,17.492,casez run-cube FP16 log candidate; threshold=800; cube_groups=24; table_groups=6; cube_items=11455; table_items=6144
ex223,ex223_fp16_log_sign_exp_mant_attr_all,fp16_log,sign_exp_mant_attr_all,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/verilog/ex223_fp16_log_sign_exp_mant_attr_all.v,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/aigs/ex223_fp16_log_sign_exp_mant_attr_all.aig,1,1,1,11164,23,256772,120549,2.130022,0,0,structural_exact,31777; attr_mode=all,12.092,case attribute source variant; 31777; attr_mode=all
ex223,ex223_fp16_log_sign_exp_mant_attr_mant,fp16_log,sign_exp_mant_attr_mant,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/verilog/ex223_fp16_log_sign_exp_mant_attr_mant.v,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/aigs/ex223_fp16_log_sign_exp_mant_attr_mant.aig,1,1,1,11164,23,256772,120549,2.130022,0,0,structural_exact,31777; attr_mode=mant,12.184,case attribute source variant; 31777; attr_mode=mant
ex223,ex223_fp16_log_sign_exp_mant_attr_outer,fp16_log,sign_exp_mant_attr_outer,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/verilog/ex223_fp16_log_sign_exp_mant_attr_outer.v,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/aigs/ex223_fp16_log_sign_exp_mant_attr_outer.aig,1,1,1,11164,23,256772,120549,2.130022,0,0,structural_exact,31777; attr_mode=outer,12.238,case attribute source variant; 31777; attr_mode=outer
ex223,ex223_fp16_log_split_sign_exp_mant_attr_all,fp16_log,split_sign_exp_mant_attr_all,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/verilog/ex223_fp16_log_split_sign_exp_mant_attr_all.v,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/aigs/ex223_fp16_log_split_sign_exp_mant_attr_all.aig,1,1,1,11186,25,279650,120549,2.319804,0,0,structural_exact,31777; attr_mode=all,12.132,case attribute source variant; 31777; attr_mode=all
ex223,ex223_fp16_log_split_sign_exp_mant_attr_exp,fp16_log,split_sign_exp_mant_attr_exp,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/verilog/ex223_fp16_log_split_sign_exp_mant_attr_exp.v,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/aigs/ex223_fp16_log_split_sign_exp_mant_attr_exp.aig,1,1,1,11186,25,279650,120549,2.319804,0,0,structural_exact,31777; attr_mode=exp,12.231,case attribute source variant; 31777; attr_mode=exp
ex223,ex223_fp16_log_split_sign_exp_mant_attr_mant,fp16_log,split_sign_exp_mant_attr_mant,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/verilog/ex223_fp16_log_split_sign_exp_mant_attr_mant.v,student/work/ex223_ex224_frontend_fp16_log_caseattrs_20260606_2312/ex223/aigs/ex223_fp16_log_split_sign_exp_mant_attr_mant.aig,1,1,1,11186,25,279650,120549,2.319804,0,0,structural_exact,31777; attr_mode=mant,11.589,case attribute source variant; 31777; attr_mode=mant
