case,domain,round8_candidates,round8_best_candidate,round8_best_adp,frontend_best_adp_after,reference_adp,round8_improved_frontend,beats_reference,next_recommendation
ex218,bf16,0,,,6071,3222,0,0,gap remains; continue only with materially different high-level sharing/representation
ex223,fp16,0,,,203756,120549,0,0,gap remains; continue only with materially different high-level sharing/representation
ex246,float_fp8,0,,,7502,2805,0,0,gap remains; continue only with materially different high-level sharing/representation
ex247,float_fp8,0,,,8349,2975,0,0,gap remains; continue only with materially different high-level sharing/representation
ex260,integer,1,ex260_smul_factored_correction_shallow_yosys_abc_g_and,1734,1144,657,0,0,gap remains; continue only with materially different high-level sharing/representation
ex266,integer,1,ex266_udiv_trialborrow_prefix_yosys_abc_g_and,2976,1480,848,0,0,gap remains; continue only with materially different high-level sharing/representation
ex286,unknown,0,,,20190,2376,0,0,gap remains; continue only with materially different high-level sharing/representation
ex287,unknown,0,,,27480,5782,0,0,gap remains; continue only with materially different high-level sharing/representation
ex295,unknown,0,,,123855,68064,0,0,gap remains; continue only with materially different high-level sharing/representation
ex299,unknown,0,,,2487261,1013807,0,0,gap remains; continue only with materially different high-level sharing/representation
