case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex297,unknown,local-unknown-r33,ex297_r32_resyn2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex297|frontend_best_structural_remap|abc_diverse_resyn2rs_area|preserve_frontend_source_shared_logic|resyn2rs_area|official_evaluate|full_word,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/aigs/ex297_r32_resyn2rs_area_from_frontend_best.aig,1,not_run,31215,18,561870,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/logs/ex297_r32_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/logs/ex297_r32_resyn2rs_area_from_frontend_best.abc.log; gen_sec=8.571; eval_sec=0.765; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex297,unknown,local-unknown-r33,ex297_r32_compress2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex297|frontend_best_structural_remap|abc_diverse_compress2rs_area|preserve_frontend_source_shared_logic|compress2rs_area|official_evaluate|full_word,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/aigs/ex297_r32_compress2rs_area_from_frontend_best.aig,1,not_run,31141,18,560538,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/logs/ex297_r32_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/logs/ex297_r32_compress2rs_area_from_frontend_best.abc.log; gen_sec=8.793; eval_sec=0.780; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex297,unknown,local-unknown-r33,ex297_r32_dchoice_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow dchoice_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex297|frontend_best_structural_remap|abc_diverse_dchoice_dc2|preserve_frontend_source_shared_logic|dchoice_dc2|official_evaluate|full_word,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/aigs/ex297_r32_dchoice_dc2_from_frontend_best.aig,1,not_run,31147,18,560646,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/logs/ex297_r32_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/logs/ex297_r32_dchoice_dc2_from_frontend_best.abc.log; gen_sec=8.045; eval_sec=0.770; flow=strash; dchoice; dc2; balance
ex297,unknown,local-unknown-r33,ex297_r32_compress_l_no_dc_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress_l_no_dc,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex297|frontend_best_structural_remap|abc_diverse_compress_l_no_dc|preserve_frontend_source_shared_logic|compress_l_no_dc|official_evaluate|full_word,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/aigs/ex297_r32_compress_l_no_dc_from_frontend_best.aig,1,not_run,31482,18,566676,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/logs/ex297_r32_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/logs/ex297_r32_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.641; eval_sec=0.776; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex297,unknown,local-unknown-r33,ex297_r32_resub_deep_rf_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex297|frontend_best_structural_remap|abc_diverse_resub_deep_rf|preserve_frontend_source_shared_logic|resub_deep_rf|official_evaluate|full_word,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/aigs/ex297_r32_resub_deep_rf_from_frontend_best.aig,1,not_run,31415,18,565470,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/logs/ex297_r32_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex297/logs/ex297_r32_resub_deep_rf_from_frontend_best.abc.log; gen_sec=2.438; eval_sec=0.773; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex299,unknown,local-unknown-r33,ex299_r32_resyn2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex299|frontend_best_structural_remap|abc_diverse_resyn2rs_area|preserve_frontend_source_shared_logic|resyn2rs_area|official_evaluate|full_word,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/verilog/ex299_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/aigs/ex299_r32_resyn2rs_area_from_frontend_best.aig,1,not_run,117344,20,2346880,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/logs/ex299_r32_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/logs/ex299_r32_resyn2rs_area_from_frontend_best.abc.log; gen_sec=35.015; eval_sec=4.936; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex299,unknown,local-unknown-r33,ex299_r32_compress2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex299|frontend_best_structural_remap|abc_diverse_compress2rs_area|preserve_frontend_source_shared_logic|compress2rs_area|official_evaluate|full_word,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/verilog/ex299_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/aigs/ex299_r32_compress2rs_area_from_frontend_best.aig,1,not_run,117083,21,2458743,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/logs/ex299_r32_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/logs/ex299_r32_compress2rs_area_from_frontend_best.abc.log; gen_sec=35.003; eval_sec=4.917; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex299,unknown,local-unknown-r33,ex299_r32_dchoice_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow dchoice_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex299|frontend_best_structural_remap|abc_diverse_dchoice_dc2|preserve_frontend_source_shared_logic|dchoice_dc2|official_evaluate|full_word,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/verilog/ex299_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/aigs/ex299_r32_dchoice_dc2_from_frontend_best.aig,1,not_run,116745,20,2334900,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/logs/ex299_r32_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/logs/ex299_r32_dchoice_dc2_from_frontend_best.abc.log; gen_sec=90.559; eval_sec=4.907; flow=strash; dchoice; dc2; balance
ex299,unknown,local-unknown-r33,ex299_r32_compress_l_no_dc_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress_l_no_dc,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex299|frontend_best_structural_remap|abc_diverse_compress_l_no_dc|preserve_frontend_source_shared_logic|compress_l_no_dc|official_evaluate|full_word,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/verilog/ex299_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/aigs/ex299_r32_compress_l_no_dc_from_frontend_best.aig,1,not_run,118012,21,2478252,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/logs/ex299_r32_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/logs/ex299_r32_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=2.552; eval_sec=4.915; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex299,unknown,local-unknown-r33,ex299_r32_resub_deep_rf_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex299|frontend_best_structural_remap|abc_diverse_resub_deep_rf|preserve_frontend_source_shared_logic|resub_deep_rf|official_evaluate|full_word,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/verilog/ex299_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/aigs/ex299_r32_resub_deep_rf_from_frontend_best.aig,1,not_run,117865,20,2357300,student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/logs/ex299_r32_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_round33_20260613_0744/local-unknown-r33/ex299/logs/ex299_r32_resub_deep_rf_from_frontend_best.abc.log; gen_sec=11.159; eval_sec=4.927; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
