case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex245,float_fp8,fp8-wide-r25,ex245_r25w_pair_delta_maxmin_abc_g_and,1,4229,33,139557,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/verilog/ex245_r25w_pair_delta_maxmin_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/aigs/ex245_r25w_pair_delta_maxmin_abc_g_and.aig,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/logs/ex245_r25w_pair_delta_maxmin_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/logs/ex245_r25w_pair_delta_maxmin_abc_g_and.yosys.log
ex245,float_fp8,fp8-wide-r25,ex245_r25w_pair_delta_maxmin_abc_g_aig,1,4205,33,138765,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/verilog/ex245_r25w_pair_delta_maxmin_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/aigs/ex245_r25w_pair_delta_maxmin_abc_g_aig.aig,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/logs/ex245_r25w_pair_delta_maxmin_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/logs/ex245_r25w_pair_delta_maxmin_abc_g_aig.yosys.log
ex245,float_fp8,fp8-wide-r25,ex245_r25w_pair_delta_maxmin_synth_preset_aig,1,4048,33,133584,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/verilog/ex245_r25w_pair_delta_maxmin_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/aigs/ex245_r25w_pair_delta_maxmin_synth_preset_aig.aig,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/logs/ex245_r25w_pair_delta_maxmin_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex245/logs/ex245_r25w_pair_delta_maxmin_synth_preset_aig.yosys.log
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_exp_table_abc_g_and,1,1076,29,31204,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/verilog/ex241_r25w_product_exp_table_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/aigs/ex241_r25w_product_exp_table_abc_g_and.aig,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_exp_table_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_exp_table_abc_g_and.yosys.log
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_exp_table_abc_g_aig,1,1067,28,29876,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/verilog/ex241_r25w_product_exp_table_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/aigs/ex241_r25w_product_exp_table_abc_g_aig.aig,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_exp_table_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_exp_table_abc_g_aig.yosys.log
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_exp_table_synth_preset_aig,1,1038,28,29064,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/verilog/ex241_r25w_product_exp_table_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/aigs/ex241_r25w_product_exp_table_synth_preset_aig.aig,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_exp_table_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_exp_table_synth_preset_aig.yosys.log
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_boundary_attrs_abc_g_and,0,,,,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/verilog/ex241_r25w_product_boundary_attrs_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/aigs/ex241_r25w_product_boundary_attrs_abc_g_and.aig,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_boundary_attrs_abc_g_and.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=abc_g_and; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_boundary_attrs_abc_g_and.yosys.log
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_boundary_attrs_abc_g_aig,0,,,,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/verilog/ex241_r25w_product_boundary_attrs_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/aigs/ex241_r25w_product_boundary_attrs_abc_g_aig.aig,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_boundary_attrs_abc_g_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_boundary_attrs_abc_g_aig.yosys.log
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_boundary_attrs_synth_preset_aig,0,,,,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/verilog/ex241_r25w_product_boundary_attrs_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/aigs/ex241_r25w_product_boundary_attrs_synth_preset_aig.aig,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_boundary_attrs_synth_preset_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex241/logs/ex241_r25w_product_boundary_attrs_synth_preset_aig.yosys.log
ex242,float_fp8,fp8-wide-r25,ex242_r25w_delta_sig_table_abc_g_and,1,2082,30,62460,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/verilog/ex242_r25w_delta_sig_table_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/aigs/ex242_r25w_delta_sig_table_abc_g_and.aig,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_delta_sig_table_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_delta_sig_table_abc_g_and.yosys.log
