case,domain,agent_id,candidate_id,simulator,result,log_path,notes
ex245,float_fp8,fp8-wide-r25,ex245_r25w_pair_delta_maxmin_abc_g_and,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex245,float_fp8,fp8-wide-r25,ex245_r25w_pair_delta_maxmin_abc_g_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex245,float_fp8,fp8-wide-r25,ex245_r25w_pair_delta_maxmin_synth_preset_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_exp_table_abc_g_and,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_exp_table_abc_g_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_exp_table_synth_preset_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_boundary_attrs_abc_g_and,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_boundary_attrs_abc_g_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex241,float_fp8,fp8-wide-r25,ex241_r25w_product_boundary_attrs_synth_preset_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex242,float_fp8,fp8-wide-r25,ex242_r25w_delta_sig_table_abc_g_and,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex242,float_fp8,fp8-wide-r25,ex242_r25w_delta_sig_table_abc_g_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex242,float_fp8,fp8-wide-r25,ex242_r25w_delta_sig_table_synth_preset_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex242,float_fp8,fp8-wide-r25,ex242_r25w_den_nested_attrs_abc_g_and,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex242,float_fp8,fp8-wide-r25,ex242_r25w_den_nested_attrs_abc_g_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex242,float_fp8,fp8-wide-r25,ex242_r25w_den_nested_attrs_synth_preset_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex249,float_fp8,fp8-wide-r25,ex249_r25w_maxeff_delta_abc_g_and,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex249,float_fp8,fp8-wide-r25,ex249_r25w_maxeff_delta_abc_g_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex249,float_fp8,fp8-wide-r25,ex249_r25w_maxeff_delta_synth_preset_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex249,float_fp8,fp8-wide-r25,ex249_r25w_pair_delta_abc_g_and,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex249,float_fp8,fp8-wide-r25,ex249_r25w_pair_delta_abc_g_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex249,float_fp8,fp8-wide-r25,ex249_r25w_pair_delta_synth_preset_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex248,float_fp8,fp8-wide-r25,ex248_r25w_delta_residue_abc_g_and,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex248,float_fp8,fp8-wide-r25,ex248_r25w_delta_residue_abc_g_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex248,float_fp8,fp8-wide-r25,ex248_r25w_delta_residue_synth_preset_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex248,float_fp8,fp8-wide-r25,ex248_r25w_direct_pair_remainder_abc_g_and,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex248,float_fp8,fp8-wide-r25,ex248_r25w_direct_pair_remainder_abc_g_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex248,float_fp8,fp8-wide-r25,ex248_r25w_direct_pair_remainder_synth_preset_aig,not_run,,,iverilog skipped; official evaluate.py used for equivalence/QoR
ex247,float_fp8,fp8-worst-r25,ex247_unknown_shared_bdd_16x8_order_15_7_14_6_13_5_12_4_11_3_10_2_9_1_8_0_official,iverilog,not_run,,official evaluate.py used for final equivalence/QoR
ex246,float_fp8,fp8-worst-r25,ex246_unknown_shared_bdd_16x8_order_15_7_14_6_13_5_12_4_11_3_10_2_9_1_8_0_official,iverilog,not_run,,official evaluate.py used for final equivalence/QoR
