case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex240,float_fp8,local-close-gia-r42,ex240_r42_resyn2rs_area_from_frontend_best,1,563,51,28713,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.154; eval_sec=0.860; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_compress2rs_area_from_frontend_best,1,563,51,28713,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.157; eval_sec=0.863; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex240,float_fp8,local-close-gia-r42,ex240_r42_dchoice_dc2_from_frontend_best,1,561,52,29172,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.100; eval_sec=0.849; flow=strash; dchoice; dc2; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_compress_l_no_dc_from_frontend_best,1,563,51,28713,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.094; eval_sec=0.829; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex240,float_fp8,local-close-gia-r42,ex240_r42_resub_deep_rf_from_frontend_best,1,563,51,28713,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.082; eval_sec=0.816; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_dc2_scorr_resyn_from_frontend_best,1,562,51,28662,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_dc2_scorr_resyn_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_dc2_scorr_resyn_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_dc2_scorr_resyn_from_frontend_best.abc.log; gen_sec=0.122; eval_sec=0.872; flow=strash; dc2; scorr; dc2; balance; rewrite -z; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_dc2_lcorr_resyn_from_frontend_best,1,562,51,28662,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_dc2_lcorr_resyn_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_dc2_lcorr_resyn_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_dc2_lcorr_resyn_from_frontend_best.abc.log; gen_sec=0.121; eval_sec=0.852; flow=strash; dc2; lcorr; dc2; balance; rewrite -z; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_rw_resub_loop5_from_frontend_best,1,563,51,28713,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_rw_resub_loop5_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_rw_resub_loop5_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_rw_resub_loop5_from_frontend_best.abc.log; gen_sec=0.104; eval_sec=0.862; flow=strash; rewrite; rewrite -z; resub -K 6 -N 2; rewrite -z; resub -K 8 -N 2; refactor -z; rewrite -z; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_area_then_delay_recover_from_frontend_best,1,563,51,28713,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_area_then_delay_recover_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_area_then_delay_recover_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_area_then_delay_recover_from_frontend_best.abc.log; gen_sec=0.089; eval_sec=0.850; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance; rewrite; rewrite -z; balance
ex240,float_fp8,local-close-gia-r42,ex240_r42_gia_dc2_put_from_frontend_best,1,562,51,28662,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/aigs/ex240_r42_gia_dc2_put_from_frontend_best.aig,student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_gia_dc2_put_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex285_frontend_gt2_gia_round42_20260613_0838/local-close-gia-r42/ex240/logs/ex240_r42_gia_dc2_put_from_frontend_best.abc.log; gen_sec=0.073; eval_sec=0.860; flow=strash; &get; &dc2; &put; balance
