case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex200,ex200_bf16_exp_semantic_exp_default_one_casez_saturation,bf16_exp_daz_rne_ftz / bf16_exp_daz_rne_ftz,semantic_exp_default_one_casez_saturation,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_casez_saturation.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_casez_saturation.aig,1,1,3717,17,63189,40052,1.577674,0,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_casez_saturation.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_casez_saturation.aig,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic default-one casez saturation items=3863; exact over 65536 inputs
ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1,bf16_exp2 / DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_bits_3_8_bh1,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.aig,1,1,1655,14,23170,16300,1.421472,1,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.aig,hilo3 field mode base with bit overrides bits=3_8 bit_hi_bits=1 items=4305
ex202,ex202_bf16_exp10_hilo3_field_mode_formula_bits_14,bf16_exp10 / DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_formula_bits_14,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex202/verilog/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex202/aigs/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.aig,1,1,3488,16,55808,43344,1.287560,1,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex202/verilog/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex202/aigs/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.aig,hi_lo split field_mode=True hi_bits=3 default_mode=default_override items=2592; formula bit overrides bits=14 bit_items=1
ex203,ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla,bf16_log / DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s2_bits_14_pla,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.aig,1,1,4571,17,77707,56948,1.364526,1,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.aig,separate fields exp_hi=3 mant_hi=3 sign_hi=2 items=7941; sep bit overrides bits=14 bit_hi_bits=pla bit_items=7
ex204,ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla,bf16_log2 / DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,log2_arithbase_delta_hilo3_bits_9_11_14_pla,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla.aig,1,1,1587,17,26979,15180,1.777273,0,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla.aig,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=9_11_14 bit_items=51
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2,bf16_log10 / log10,sep_fields_e3_m3_s0_bits_15_bh2,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2.aig,1,1,4463,17,75871,47128,1.609892,0,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2.aig,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15 bit_hi_bits=2 bit_items=8; archived_low_value_intermediate
ex206,ex206_bf16_sin_split_sign_word_mixed_h5_h6special,bf16_sin / sin,split_sign_word_mixed_h5_h6special,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.aig,1,1,26999,21,566979,539049,1.051813,1,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.aig,"split-sign word mixed policy=h5_h6special choices={5: 506, 6: 2} items=64772; archived_low_value_intermediate"
ex207,ex207_bf16_tan_split_sign_word_mixed_h5_h6special,bf16_tan / tan,split_sign_word_mixed_h5_h6special,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex207/verilog/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex207/aigs/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.aig,1,1,30193,21,634053,627817,1.009933,1,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex207/verilog/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex207/aigs/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.aig,"split-sign word mixed policy=h5_h6special choices={5: 506, 6: 2} items=65012; curated_active_seed"
ex208,ex208_bf16_sinh_legacy_split_sign_exp_mant_case,bf16_sinh / sinh,legacy_split_sign_exp_mant_case,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex208/verilog/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex208/aigs/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.aig,1,1,2208,15,33120,24505,1.351561,1,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex208/verilog/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex208/aigs/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.aig,legacy bf16_verilog_search split_sign_exp_mant_case; 34548; curated_active_seed
ex209,ex209_bf16_tanh_legacy_sign_exp_default_expr_case,bf16_tanh / tanh,legacy_sign_exp_default_expr_case,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex209/verilog/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex209/aigs/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.aig,1,1,765,13,9945,7320,1.358607,1,0,,,diverse_default,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex209/verilog/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex209/aigs/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.aig,"legacy bf16_verilog_search sign_exp_default_expr_case; groups=512; full_default_groups=246; exceptions=33680; defaults=abs_input:385,input:123,nan:2,sign_zero:2; curated_active_seed"
