case,domain,agent_id,candidate_id,simulator,result,log_path,notes
ex240,float_fp8,local-abc-r30,ex240_r30_rw_rf_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex240/logs/ex240_r30_rw_rf_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-abc-r30,ex240_r30_dc2_rwz_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex240/logs/ex240_r30_dc2_rwz_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-abc-r30,ex240_r30_dch_dc2_rw_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex240/logs/ex240_r30_dch_dc2_rw_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-abc-r30,ex240_r30_drw_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex240/logs/ex240_r30_drw_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-abc-r30,ex240_r30_drwz_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex240/logs/ex240_r30_drwz_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-abc-r30,ex240_r30_rewrite_loop3_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex240/logs/ex240_r30_rewrite_loop3_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-abc-r30,ex240_r30_dc2_dch_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex240/logs/ex240_r30_dc2_dch_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-abc-r30,ex240_r30_rfz_rwz_only_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex240/logs/ex240_r30_rfz_rwz_only_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-abc-r30,ex240_r30_rwz_dc2_drwz_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex240/logs/ex240_r30_rwz_dc2_drwz_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-abc-r30,ex240_r30_dc2_twice_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex240/logs/ex240_r30_dc2_twice_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-abc-r30,ex242_r30_rw_rf_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex242/logs/ex242_r30_rw_rf_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-abc-r30,ex242_r30_dc2_rwz_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex242/logs/ex242_r30_dc2_rwz_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-abc-r30,ex242_r30_dch_dc2_rw_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex242/logs/ex242_r30_dch_dc2_rw_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-abc-r30,ex242_r30_drw_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex242/logs/ex242_r30_drw_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-abc-r30,ex242_r30_drwz_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex242/logs/ex242_r30_drwz_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-abc-r30,ex242_r30_rewrite_loop3_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex242/logs/ex242_r30_rewrite_loop3_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-abc-r30,ex242_r30_dc2_dch_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex242/logs/ex242_r30_dc2_dch_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-abc-r30,ex242_r30_rfz_rwz_only_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex242/logs/ex242_r30_rfz_rwz_only_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-abc-r30,ex242_r30_rwz_dc2_drwz_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex242/logs/ex242_r30_rwz_dc2_drwz_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-abc-r30,ex242_r30_dc2_twice_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex242/logs/ex242_r30_dc2_twice_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-abc-r30,ex244_r30_rw_rf_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex244/logs/ex244_r30_rw_rf_dc2_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-abc-r30,ex244_r30_dc2_rwz_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex244/logs/ex244_r30_dc2_rwz_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-abc-r30,ex244_r30_dch_dc2_rw_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round30_20260613_0718/local-abc-r30/ex244/logs/ex244_r30_dch_dc2_rw_from_frontend_best.evaluate.py.log,official final check
