case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,observed_sharing,area_delay_tradeoff,notes
ex240,float_fp8,local-abc-r30,frontend synth-flow iterative from current best,ABC iterative flow rw_rf_dc2,preserves current frontend high-level structure; second-pass ABC rewrite,ex240|frontend_synthflow_iterative_from_r29_best|abc_iter_rw_rf_dc2|preserve_current_frontend_structure_second_pass|rw_rf_dc2|official_evaluate|full_word,current frontend sharing retained; second ABC pass transformed AIG,area=573 delay=51 adp=29223 old=29427,iterative synth-flow candidate
ex240,float_fp8,local-abc-r30,frontend synth-flow iterative from current best,ABC iterative flow dc2_rwz,preserves current frontend high-level structure; second-pass ABC rewrite,ex240|frontend_synthflow_iterative_from_r29_best|abc_iter_dc2_rwz|preserve_current_frontend_structure_second_pass|dc2_rwz|official_evaluate|full_word,current frontend sharing retained; second ABC pass transformed AIG,area=570 delay=52 adp=29640 old=29427,iterative synth-flow candidate
ex240,float_fp8,local-abc-r30,frontend synth-flow iterative from current best,ABC iterative flow dch_dc2_rw,preserves current frontend high-level structure; second-pass ABC rewrite,ex240|frontend_synthflow_iterative_from_r29_best|abc_iter_dch_dc2_rw|preserve_current_frontend_structure_second_pass|dch_dc2_rw|official_evaluate|full_word,current frontend sharing retained; second ABC pass transformed AIG,area=571 delay=52 adp=29692 old=29427,iterative synth-flow candidate
ex240,float_fp8,local-abc-r30,frontend synth-flow iterative from current best,ABC iterative flow drw_dc2,preserves current frontend high-level structure; second-pass ABC rewrite,ex240|frontend_synthflow_iterative_from_r29_best|abc_iter_drw_dc2|preserve_current_frontend_structure_second_pass|drw_dc2|official_evaluate|full_word,current frontend sharing retained; second ABC pass transformed AIG,area=574 delay=51 adp=29274 old=29427,iterative synth-flow candidate
ex240,float_fp8,local-abc-r30,frontend synth-flow iterative from current best,ABC iterative flow drwz_dc2,preserves current frontend high-level structure; second-pass ABC rewrite,ex240|frontend_synthflow_iterative_from_r29_best|abc_iter_drwz_dc2|preserve_current_frontend_structure_second_pass|drwz_dc2|official_evaluate|full_word,current frontend sharing retained; second ABC pass transformed AIG,area=574 delay=51 adp=29274 old=29427,iterative synth-flow candidate
ex240,float_fp8,local-abc-r30,frontend synth-flow iterative from current best,ABC iterative flow rewrite_loop3,preserves current frontend high-level structure; second-pass ABC rewrite,ex240|frontend_synthflow_iterative_from_r29_best|abc_iter_rewrite_loop3|preserve_current_frontend_structure_second_pass|rewrite_loop3|official_evaluate|full_word,current frontend sharing retained; second ABC pass transformed AIG,area=573 delay=51 adp=29223 old=29427,iterative synth-flow candidate
ex240,float_fp8,local-abc-r30,frontend synth-flow iterative from current best,ABC iterative flow dc2_dch_dc2,preserves current frontend high-level structure; second-pass ABC rewrite,ex240|frontend_synthflow_iterative_from_r29_best|abc_iter_dc2_dch_dc2|preserve_current_frontend_structure_second_pass|dc2_dch_dc2|official_evaluate|full_word,current frontend sharing retained; second ABC pass transformed AIG,area=573 delay=52 adp=29796 old=29427,iterative synth-flow candidate
ex240,float_fp8,local-abc-r30,frontend synth-flow iterative from current best,ABC iterative flow rfz_rwz_only,preserves current frontend high-level structure; second-pass ABC rewrite,ex240|frontend_synthflow_iterative_from_r29_best|abc_iter_rfz_rwz_only|preserve_current_frontend_structure_second_pass|rfz_rwz_only|official_evaluate|full_word,current frontend sharing retained; second ABC pass transformed AIG,area=573 delay=51 adp=29223 old=29427,iterative synth-flow candidate
ex240,float_fp8,local-abc-r30,frontend synth-flow iterative from current best,ABC iterative flow rwz_dc2_drwz,preserves current frontend high-level structure; second-pass ABC rewrite,ex240|frontend_synthflow_iterative_from_r29_best|abc_iter_rwz_dc2_drwz|preserve_current_frontend_structure_second_pass|rwz_dc2_drwz|official_evaluate|full_word,current frontend sharing retained; second ABC pass transformed AIG,area=574 delay=51 adp=29274 old=29427,iterative synth-flow candidate
ex240,float_fp8,local-abc-r30,frontend synth-flow iterative from current best,ABC iterative flow dc2_twice,preserves current frontend high-level structure; second-pass ABC rewrite,ex240|frontend_synthflow_iterative_from_r29_best|abc_iter_dc2_twice|preserve_current_frontend_structure_second_pass|dc2_twice|official_evaluate|full_word,current frontend sharing retained; second ABC pass transformed AIG,area=574 delay=51 adp=29274 old=29427,iterative synth-flow candidate
