case,agent_id,hypothesis,representation,shared_structure,expected_sharing,observed_result,notes
ex286,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,symmetry-cofactor class mux with explicit outer bitset and case/group source structure,"canonical key for exact input swap pairs (4,5),(6,7); shared BDD cofactors; class mux over outer bitset",reduce current class mux delay or cofactor duplication without changing exact pair-symmetry key,1364/15/20460,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_case_group|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux
ex286,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,symmetry-cofactor class mux with explicit outer bitset and tree/group source structure,"canonical key for exact input swap pairs (4,5),(6,7); shared BDD cofactors; class mux over outer bitset",reduce current class mux delay or cofactor duplication without changing exact pair-symmetry key,1371/18/24678,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_tree_group|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux
ex286,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,symmetry-cofactor class mux with explicit outer bitset and onehot/global source structure,"canonical key for exact input swap pairs (4,5),(6,7); shared BDD cofactors; class mux over outer bitset",reduce current class mux delay or cofactor duplication without changing exact pair-symmetry key,1346/15/20190,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_onehot_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux
ex286,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,symmetry-cofactor class mux with explicit outer bitset and case/global source structure,"canonical key for exact input swap pairs (4,5),(6,7); shared BDD cofactors; class mux over outer bitset",reduce current class mux delay or cofactor duplication without changing exact pair-symmetry key,1366/15/20490,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_case_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux
ex286,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,symmetry-cofactor class mux with explicit outer bitset and tree/global source structure,"canonical key for exact input swap pairs (4,5),(6,7); shared BDD cofactors; class mux over outer bitset",reduce current class mux delay or cofactor duplication without changing exact pair-symmetry key,1336/19/25384,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_tree_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux
ex286,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,symmetry-cofactor class mux with explicit outer bitset and case/group source structure,"canonical key for exact input swap pairs (4,5),(6,7); shared BDD cofactors; class mux over outer bitset",reduce current class mux delay or cofactor duplication without changing exact pair-symmetry key,1358/16/21728,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_case_group|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux
ex286,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,symmetry-cofactor class mux with explicit outer bitset and tree/group source structure,"canonical key for exact input swap pairs (4,5),(6,7); shared BDD cofactors; class mux over outer bitset",reduce current class mux delay or cofactor duplication without changing exact pair-symmetry key,1337/18/24066,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_tree_group|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux
ex286,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,symmetry-cofactor class mux with explicit outer bitset and onehot/global source structure,"canonical key for exact input swap pairs (4,5),(6,7); shared BDD cofactors; class mux over outer bitset",reduce current class mux delay or cofactor duplication without changing exact pair-symmetry key,1379/16/22064,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_onehot_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux
ex286,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,symmetry-cofactor class mux with explicit outer bitset and case/global source structure,"canonical key for exact input swap pairs (4,5),(6,7); shared BDD cofactors; class mux over outer bitset",reduce current class mux delay or cofactor duplication without changing exact pair-symmetry key,1348/16/21568,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_case_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux
ex286,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,symmetry-cofactor class mux with explicit outer bitset and tree/global source structure,"canonical key for exact input swap pairs (4,5),(6,7); shared BDD cofactors; class mux over outer bitset",reduce current class mux delay or cofactor duplication without changing exact pair-symmetry key,1333/18/23994,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_tree_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux
