case,domain,candidate_id,shared_structures,sharing_strategy,estimated_benefit,agent_id,run_id,notes
ex200,bf16,blocked_no_materially_different_round9_structure,blocked_prior_coverage,"Prior semantic shell, sparse residual, selected-bit, run-compression, and round8 replays are exact/non-winning; no materially different exp normalizer was identified in this shard.",avoid replaying prior non-winning families,mixed-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,No official candidate generated.
ex204,bf16,blocked_no_materially_different_round9_structure,blocked_prior_coverage,"Round8 already replayed the arithbase selected-bit seed and sparse residuals; case notes also reject fixed-point, equality formula, PLA, BDD, and base/delta reshuffles without a new shallow reassembly.",avoid replaying prior non-winning families,mixed-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,No official candidate generated.
ex205,bf16,blocked_no_materially_different_round9_structure,blocked_prior_coverage,"Round8 replayed the current field-decode seed and sparse residual; notes reject monotone runs, BDDs, exponent runs, and deep exponent-base deltas without a new shallow log10 normalizer.",avoid replaying prior non-winning families,mixed-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,No official candidate generated.
ex223,fp16,ex223_log_nested_low10_hi4_abc_g_aig,low10_nested_mantissa_lut_with_highbit_run_predicates,shared special/sign-exp decode plus per-exp high-bit run predicates and low10 nested mantissa LUT,reduce low-table width and expose high-bit run sharing,mixed-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=10; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=37,max=4,const=26; b11:runs=44,max=6,const=24; b10:runs=58,max=11,const=20"
ex223,fp16,ex223_log_nested_low10_hi5_abc_g_aig,low10_nested_mantissa_lut_with_highbit_run_predicates,shared special/sign-exp decode plus per-exp high-bit run predicates and low10 nested mantissa LUT,reduce low-table width and expose high-bit run sharing,mixed-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=10; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=37,max=4,const=26; b11:runs=44,max=6,const=24; b10:runs=58,max=11,const=20"
ex225,fp16,ex225_log_nested_low10_hi4_abc_g_aig,low10_nested_mantissa_lut_with_highbit_run_predicates,shared special/sign-exp decode plus per-exp high-bit run predicates and low10 nested mantissa LUT,reduce low-table width and expose high-bit run sharing,mixed-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=10; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26; b11:runs=45,max=7,const=24; b10:runs=60,max=12,const=20"
ex225,fp16,ex225_log_nested_low10_hi5_abc_g_aig,low10_nested_mantissa_lut_with_highbit_run_predicates,shared special/sign-exp decode plus per-exp high-bit run predicates and low10 nested mantissa LUT,reduce low-table width and expose high-bit run sharing,mixed-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=10; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26; b11:runs=45,max=7,const=24; b10:runs=60,max=12,const=20"
ex240,float_fp8,ex240_same_delta_diff_norm_round9_abc_g_aig,"shared sign/magnitude decode, effective exponent/significand predicates, same-sign delta table, diff-sign quantizer","shared magnitude ordering, exponent/significand decode, same-sign delta table, and diff normalizer",targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project script using yosys abc -g aig
ex240,float_fp8,ex240_same_delta_diff_norm_round9_default,"shared sign/magnitude decode, effective exponent/significand predicates, same-sign delta table, diff-sign quantizer","shared magnitude ordering, exponent/significand decode, same-sign delta table, and diff normalizer",targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project default yosys script with abc -g AND
ex244,float_fp8,ex244_sig_gap_threshold_round9_abc_d18,"shared NaN detection, abs comparator, max/min effective fields, gap/sig threshold predicates","shared abs max/min decode, exponent gap, significand predicates, and threshold delta runs",targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,yosys abc -g AND delay target 18
