case,domain,round23_candidates,round23_best_candidate,round23_best_adp,frontend_best_adp_after,reference_adp,round23_improved_frontend,beats_reference,next_recommendation
ex204,bf16,0,,,25670,15180,0,0,gap remains; continue only with materially different high-level sharing/representation
ex205,bf16,0,,,71104,47128,0,0,gap remains; continue only with materially different high-level sharing/representation
ex218,bf16,0,,,5941,3222,0,0,gap remains; continue only with materially different high-level sharing/representation
ex223,fp16,0,,,203756,120549,0,0,gap remains; continue only with materially different high-level sharing/representation
ex224,fp16,0,,,96224,64708,0,0,gap remains; continue only with materially different high-level sharing/representation
ex225,fp16,0,,,218728,116676,0,0,gap remains; continue only with materially different high-level sharing/representation
ex240,float_fp8,0,,,30090,13299,0,0,gap remains; continue only with materially different high-level sharing/representation
ex241,float_fp8,0,,,15544,7224,0,0,gap remains; continue only with materially different high-level sharing/representation
ex242,float_fp8,0,,,25320,11900,0,0,gap remains; continue only with materially different high-level sharing/representation
ex244,float_fp8,0,,,10234,4272,0,0,gap remains; continue only with materially different high-level sharing/representation
ex245,float_fp8,0,,,23834,11050,0,0,gap remains; continue only with materially different high-level sharing/representation
ex246,float_fp8,0,,,7502,2805,0,0,gap remains; continue only with materially different high-level sharing/representation
ex247,float_fp8,0,,,8349,2975,0,0,gap remains; continue only with materially different high-level sharing/representation
ex248,float_fp8,0,,,8550,4180,0,0,gap remains; continue only with materially different high-level sharing/representation
ex249,float_fp8,0,,,4368,2079,0,0,gap remains; continue only with materially different high-level sharing/representation
ex253,float_fp8,0,,,2268,1845,0,0,gap remains; continue only with materially different high-level sharing/representation
ex256,integer,0,,,2844,1911,0,0,gap remains; continue only with materially different high-level sharing/representation
ex260,integer,0,,,1144,657,0,0,gap remains; continue only with materially different high-level sharing/representation
ex266,integer,0,,,1480,848,0,0,gap remains; continue only with materially different high-level sharing/representation
ex274,integer,0,,,41370,21630,0,0,gap remains; continue only with materially different high-level sharing/representation
ex276,integer,0,,,1010,632,0,0,gap remains; continue only with materially different high-level sharing/representation
ex277,integer,0,,,2844,1980,0,0,gap remains; continue only with materially different high-level sharing/representation
ex285,unknown,0,,,13175,5499,0,0,gap remains; continue only with materially different high-level sharing/representation
ex286,unknown,0,,,20190,2376,0,0,gap remains; continue only with materially different high-level sharing/representation
ex287,unknown,0,,,27480,5782,0,0,gap remains; continue only with materially different high-level sharing/representation
ex288,unknown,0,,,31598,16394,0,0,gap remains; continue only with materially different high-level sharing/representation
ex289,unknown,0,,,19893,13620,0,0,gap remains; continue only with materially different high-level sharing/representation
ex290,unknown,0,,,61992,42328,0,0,gap remains; continue only with materially different high-level sharing/representation
ex291,unknown,0,,,97545,66850,0,0,gap remains; continue only with materially different high-level sharing/representation
ex292,unknown,0,,,142170,84854,0,0,gap remains; continue only with materially different high-level sharing/representation
ex294,unknown,0,,,246698,133365,0,0,gap remains; continue only with materially different high-level sharing/representation
ex295,unknown,0,,,123270,68064,0,0,gap remains; continue only with materially different high-level sharing/representation
ex296,unknown,0,,,143792,104025,0,0,gap remains; continue only with materially different high-level sharing/representation
ex297,unknown,0,,,569592,225900,0,0,gap remains; continue only with materially different high-level sharing/representation
ex298,unknown,0,,,645639,442296,0,0,gap remains; continue only with materially different high-level sharing/representation
ex299,unknown,0,,,2487261,1013807,0,0,gap remains; continue only with materially different high-level sharing/representation
