case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex205,ex205_bf16_log10_hilo3_word_mode,bf16_log10,log10,hilo3_word_mode,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_word_mode.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_word_mode.aig,1,1,4495,17,76415,6.945,hi_lo split field_mode=False hi_bits=3 default_mode=default_override items=7626; curated_active_seed
ex205,ex205_bf16_log10_hilo3_field_mode,bf16_log10,log10,hilo3_field_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_field_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_field_mode.aig,1,1,4580,17,77860,7.609,hi_lo split field_mode=True hi_bits=3 default_mode=default_override items=7626; archived_low_value_intermediate
ex205,ex205_bf16_log10_hilo4_word_mode,bf16_log10,log10,hilo4_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo4_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo4_word_mode.aig,1,1,4624,18,83232,7.182,hi_lo split field_mode=False hi_bits=4 default_mode=default_override items=7382; archived_low_value_intermediate
ex205,ex205_bf16_log10_hilo4_field_mode,bf16_log10,log10,hilo4_field_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo4_field_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo4_field_mode.aig,1,1,4682,19,88958,8.276,hi_lo split field_mode=True hi_bits=4 default_mode=default_override items=7382; archived_low_value_intermediate
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0,bf16_log10,log10,sep_fields_e3_m3_s0,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0.aig,1,1,4458,18,80244,5.913,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; archived_low_value_intermediate
ex205,ex205_bf16_log10_sep_fields_e4_m3_s0,bf16_log10,log10,sep_fields_e4_m3_s0,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e4_m3_s0.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e4_m3_s0.aig,1,1,4496,18,80928,5.814,separate fields exp_hi=4 mant_hi=3 sign_hi=0 items=7986; archived_low_value_intermediate
ex205,ex205_bf16_log10_sep_fields_e3_m4_s0,bf16_log10,log10,sep_fields_e3_m4_s0,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m4_s0.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m4_s0.aig,1,1,4586,19,87134,6.000,separate fields exp_hi=3 mant_hi=4 sign_hi=0 items=7669; archived_low_value_intermediate
ex205,ex205_bf16_log10_split_sign_word_h3,bf16_log10,log10,split_sign_word_h3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_split_sign_word_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_split_sign_word_h3.aig,1,1,4390,18,79020,6.451,split-sign word hi_bits=3 items=7626; archived_low_value_intermediate
ex205,ex205_bf16_log10_split_sign_word_h4,bf16_log10,log10,split_sign_word_h4,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_split_sign_word_h4.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_split_sign_word_h4.aig,1,1,4456,20,89120,7.445,split-sign word hi_bits=4 items=7382; archived_low_value_intermediate
ex205,ex205_bf16_log10_default_nan_excepts_h3,bf16_log10,log10,default_nan_excepts_h3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_default_nan_excepts_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_default_nan_excepts_h3.aig,1,1,4510,19,85690,6.713,default expr 16'h7fc0 with exception hi_bits=3 items=7647; archived_low_value_intermediate
ex206,ex206_bf16_sin_hilo3_word_mode,bf16_sin,sin,hilo3_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_hilo3_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_hilo3_word_mode.aig,1,1,33033,20,660660,49.731,hi_lo split field_mode=False hi_bits=3 default_mode=default_override items=64636; archived_low_value_intermediate
ex206,ex206_bf16_sin_hilo3_field_mode,bf16_sin,sin,hilo3_field_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_hilo3_field_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_hilo3_field_mode.aig,1,1,33125,21,695625,59.908,hi_lo split field_mode=True hi_bits=3 default_mode=default_override items=64636; archived_low_value_intermediate
ex206,ex206_bf16_sin_hilo4_word_mode,bf16_sin,sin,hilo4_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_hilo4_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_hilo4_word_mode.aig,1,1,30037,21,630777,76.257,hi_lo split field_mode=False hi_bits=4 default_mode=default_override items=64718; archived_low_value_intermediate
ex206,ex206_bf16_sin_sep_fields_e3_m3_s3,bf16_sin,sin,sep_fields_e3_m3_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_sep_fields_e3_m3_s3.aig,1,1,30311,22,666842,60.313,separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=93803; archived_low_value_intermediate
