case,candidate_id,hypothesis,function_guess,variant,method_signature,verilog_path,aig_path,metadata_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,classification,selection_reason,source_kind,source_csv,source_run,source_verilog_path,source_aig_path,source_evaluate_log,aig_sha256,verilog_sha256,notes
ex255,ex255_umul_wallace_bits_abc_g_aig,unsigned low4_high4:a*b,,wallace_bits+abc_g_aig,unsigned low4_high4:a*b,student/new_seeds/integer/ex255_ex279_current/ex255/verilog/ex255_umul_wallace_bits_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex255/aigs/ex255_umul_wallace_bits_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_current/ex255/metadata/ex255_umul_wallace_bits_abc_g_aig.json,1,1,OK,87,13,1131,836,1.352871,1,0,frontend_verified,current_best,student_runs,student/runs/integer/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/results/candidates.csv,ex255_ex259_frontend_umul_wallace_bits_20260609_0034,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/verilog/ex255_umul_wallace_bits.v,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/aigs/ex255_umul_wallace_bits_abc_g_aig.aig,,de4eb26c2f23e32c9d8e0db86ed26f3a2e0019b6f7127cbce1787c3cfd1c9735,c1aee061ca7313652efcddc6c4975fbde7d621204dee4379e9e070e648b6e73c,exact unsigned low4 * high4 over 256 inputs; source=wallace_bits; flow=abc_g_aig
ex256,ex256_current_frontend_replay_post_dch,current best frontend source may need a fixed post-synthesis rewrite,,CSA AND-row CLA replay from current frontend best,ex256|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|CSA_AND-row_CLA_replay_from_current_frontend_best|existing_shared_partial_products_and_CLA_final_carry|post_dch|unsigned_low5_high5_multiply|full_product_word,student/new_seeds/integer/ex255_ex279_current/ex256/verilog/ex256_current_frontend_replay_post_dch.v,student/new_seeds/integer/ex255_ex279_current/ex256/aigs/ex256_current_frontend_replay_post_dch.aig,student/new_seeds/integer/ex255_ex279_current/ex256/metadata/ex256_current_frontend_replay_post_dch.json,1,1,OK,158,18,2844,1911,1.488226,1,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/verilog/ex256_current_frontend_replay.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/aigs/ex256_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_current_frontend_replay_post_dch.evaluate.log,f93767223130724d1ed76e21c68237aa4893e417d82bd41ee665c7bab2c196f1,b6f5d5a4970197b6e150d085aecdb03c8d62cec63db3165e1aa7b4bfa515c7bd,official evaluate.py equivalent and lower ADP than current frontend
ex257,ex257_umul_csa_androws_cla_from3_synth_preset_d13,unsigned low6_high6:a*b,,csa_androws_cla_from3+synth_preset_d13,unsigned low6_high6:a*b,student/new_seeds/integer/ex255_ex279_current/ex257/verilog/ex257_umul_csa_androws_cla_from3_synth_preset_d13.v,student/new_seeds/integer/ex255_ex279_current/ex257/aigs/ex257_umul_csa_androws_cla_from3_synth_preset_d13.aig,student/new_seeds/integer/ex255_ex279_current/ex257/metadata/ex257_umul_csa_androws_cla_from3_synth_preset_d13.json,1,1,OK,263,20,5260,3952,1.330972,1,0,frontend_verified,current_best,student_runs,student/runs/integer/ex255_ex259_frontend_umul_cla_spread_20260609_0133/results/candidates.csv,ex255_ex259_frontend_umul_cla_spread_20260609_0133,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from3.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from3_synth_preset_d13.aig,,d5d55258d929f6c1c920a2ee9450f00d6cfd975c090953c11339a96ce456f3ec,31a7ce7fc1aa2b4d1c59f079645a1bc64ca562b6175726225b39b677e045b441,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from3; flow=synth_preset_d13
ex258,ex258_umul_wallace_bits_abc_g_aig,unsigned low7_high7:a*b,,wallace_bits+abc_g_aig,unsigned low7_high7:a*b,student/new_seeds/integer/ex255_ex279_current/ex258/verilog/ex258_umul_wallace_bits_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex258/aigs/ex258_umul_wallace_bits_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_current/ex258/metadata/ex258_umul_wallace_bits_abc_g_aig.json,1,1,OK,351,25,8775,6289,1.395293,1,0,frontend_verified,current_best,student_runs,student/runs/integer/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/results/candidates.csv,ex255_ex259_frontend_umul_wallace_bits_20260609_0034,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex258/verilog/ex258_umul_wallace_bits.v,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex258/aigs/ex258_umul_wallace_bits_abc_g_aig.aig,,14d84a6bfa1bf91e0bdc8792b71e4d26752a6ff233516796bfe7fc2380cf4025,d99fc17ec982e742b0ce2b9ce6edf1fd3a4bed67b858ffb64de6c5fcb2b420a8,exact unsigned low7 * high7 over 16384 inputs; source=wallace_bits; flow=abc_g_aig
ex259,ex259_umul_wallace_bits_cla_abc_g_aig,unsigned low8_high8:a*b,,wallace_bits_cla+abc_g_aig,unsigned low8_high8:a*b,student/new_seeds/integer/ex255_ex279_current/ex259/verilog/ex259_umul_wallace_bits_cla_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex259/aigs/ex259_umul_wallace_bits_cla_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_current/ex259/metadata/ex259_umul_wallace_bits_cla_abc_g_aig.json,1,1,OK,480,28,13440,10000,1.344000,1,0,frontend_verified,current_best,student_runs,student/runs/integer/ex255_ex259_frontend_umul_cla_spread_20260609_0133/results/candidates.csv,ex255_ex259_frontend_umul_cla_spread_20260609_0133,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex259/verilog/ex259_umul_wallace_bits_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex259/aigs/ex259_umul_wallace_bits_cla_abc_g_aig.aig,,c17766c0e0f93b18d812a6abd1f5224b48ccb601b681c9203fc2f932fd58b86c,95014064ae5758698c108b8909d31216f437ebe48d76659d08f7ed1f7edc291f,exact unsigned low8 * high8 over 65536 inputs; focused source=wallace_bits_cla; flow=abc_g_aig
ex260,ex260_smul_bw4_center_rhcla2_abc_g_aig,signed multiplier compressor sharing,,Baugh-Wooley four-input counter columns with center order and reverse hCLA2 merge,ex260|signed_multiplier_compressor_sharing|Baugh_Wooley_four_input_counter_columns_with_center_order_and_reverse_hCLA2_merge|signed_partial_products_compressed_by_wider_counters_before_a_short_high_carry_merge|abc_g_aig|signed_low4_high4_multiply|full_product_word,student/new_seeds/integer/ex255_ex279_current/ex260/verilog/ex260_smul_bw4_center_rhcla2_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex260/aigs/ex260_smul_bw4_center_rhcla2_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_current/ex260/metadata/ex260_smul_bw4_center_rhcla2_abc_g_aig.json,1,1,OK,92,12,1104,657,1.680365,0,0,frontend_verified,current_best,frontend_best_registry,student/frontend_campaigns/frontend_best_registry.csv,ex223_ex299_frontend_parallel_deep_20260614_0943,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/verilog/ex260_smul_bw4_center_rhcla2.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/aigs/ex260_smul_bw4_center_rhcla2_abc_g_aig.aig,student/runs/integer/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/official_eval/ex260_smul_bw4_center_rhcla2_abc_g_aig/ex260_smul_bw4_center_rhcla2_abc_g_aig.evaluate.py.log,e531f985561c2f71d5959dae3a99959d069647959ca7792ac8f7634f7647deb0,63540e656563c6049cf834712b4fb13be1ded66cbc6975f823d177184b5a8b08,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/logs/ex260_smul_bw4_center_rhcla2_abc_g_aig.yosys.log
ex261,ex261_current_frontend_replay_post_dch,,,Baugh-Wooley hCLA4 replay from current frontend best,ex261|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|Baugh-Wooley_hCLA4_replay_from_current_frontend_best|existing_shared_signed_partial_products_and_hCLA_final_carry|post_dch|signed_low5_high5_multiply|full_product_word,student/new_seeds/integer/ex255_ex279_current/ex261/verilog/ex261_current_frontend_replay_post_dch.v,student/new_seeds/integer/ex255_ex279_current/ex261/aigs/ex261_current_frontend_replay_post_dch.aig,student/new_seeds/integer/ex255_ex279_current/ex261/metadata/ex261_current_frontend_replay_post_dch.json,1,1,OK,164,18,2952,2041,1.446350,1,0,frontend_verified,current_best,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/integer-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/verilog/ex261_current_frontend_replay.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/aigs/ex261_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_current_frontend_replay_post_dch.evaluate.log,2c4f7e7f7c8cb458e64a3fd07b6c523291078e1fc0ef108e4b9600f154d9d8ef,a0c8cf86c42d1a6e61bd714a4f0eb86e2162d6d9cefd0d279b94baacb750d2b4,exact signed low5 * signed high5 over 1024 inputs; runtime_sec=0.371
ex262,ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low6_high6:a*b,,baugh_wooley_wallace_hcla4+abc_g_aig,signed low6_high6:a*b,student/new_seeds/integer/ex255_ex279_current/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_current/ex262/metadata/ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig.json,1,1,OK,252,22,5544,4900,1.131429,1,0,frontend_verified,current_best,student_runs,student/runs/integer/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/results/candidates.csv,ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,,fd31f40a33346c56617d7e0f64a0c9625c0a82b8b9c7ee90e9b03310f39cfd55,2db593dbea1985a2b8d3522bfb9e9fcb9604b2fe819357bcc3da9212b941ad86,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11,signed low7_high7:a*b,,baugh_wooley_wallace_outside_hcla1_mod+synth_preset_d11,signed low7_high7:a*b,student/new_seeds/integer/ex255_ex279_current/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.v,student/new_seeds/integer/ex255_ex279_current/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.aig,student/new_seeds/integer/ex255_ex279_current/ex263/metadata/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.json,1,1,OK,362,24,8688,6840,1.270175,1,0,frontend_verified,current_best,student_runs,student/runs/integer/ex260_ex263_frontend_smul_modcarry_20260609_0703/results/candidates.csv,ex260_ex263_frontend_smul_modcarry_20260609_0703,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.aig,,cec44068421c2cf730030debb721ea7b386d7fe713ee80b8645741f45ef1f6ce,b888c0d9afb6ce6cfe4c078834ee78fbbe3664484a3818a6840fcf56bf8550f7,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=synth_preset_d11
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig,signed low8_high8:a*b,,baugh_wooley_wallace_rev_hcla6+abc_g_aig,signed low8_high8:a*b,student/new_seeds/integer/ex255_ex279_current/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_current/ex264/metadata/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig.json,1,1,OK,486,27,13122,9724,1.349445,1,0,frontend_verified,current_best,student_runs,student/runs/integer/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/results/candidates.csv,ex260_ex264_frontend_smul_order_edge_start_20260609_0605,student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig.aig,,04067eb8c9265b71324025e17455e9e479062003617867ae2a430d35aa6284ed,b32478e38c8f4a3951303311b9c0388276588009bb5f6840205dc59ee3d8a93b,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig
