case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex210,ex210_bf16_sigmoid_aggr_semantic_field_reassembly,bf16_sigmoid,sigmoid,aggr_semantic_field_reassembly,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/verilog/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/aigs/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.aig,1,1,2367,16,37872,9.469,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; aggressive semantic BF16 RTL; items=65536; semantic model exact over 65536 inputs
ex210,ex210_bf16_sigmoid_const_default_3f80_h3,bf16_sigmoid,sigmoid,const_default_3f80_h3,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/verilog/ex210_bf16_sigmoid_const_default_3f80_h3.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/aigs/ex210_bf16_sigmoid_const_default_3f80_h3.aig,1,1,2232,15,33480,1.844,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h3f80 exceptions hi_bits=3 default_mode=mode items=1733
ex210,ex210_bf16_sigmoid_const_default_0000_h3,bf16_sigmoid,sigmoid,const_default_0000_h3,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/verilog/ex210_bf16_sigmoid_const_default_0000_h3.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/aigs/ex210_bf16_sigmoid_const_default_0000_h3.aig,1,1,2246,15,33690,1.817,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h0000 exceptions hi_bits=3 default_mode=mode items=1732
ex210,ex210_bf16_sigmoid_sep_fields_e3_m3_s0,bf16_sigmoid,sigmoid,sep_fields_e3_m3_s0,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/verilog/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/aigs/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.aig,1,1,2257,15,33855,1.858,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=2152
ex211,ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields,bf16_reciprocal,reciprocal,aggr_semantic_positive_symmetry_fields,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex211/verilog/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex211/aigs/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.aig,1,1,275,11,3025,14.791,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs
ex211,ex211_bf16_reciprocal_legacy_exp_mant_delta_pair,bf16_reciprocal,reciprocal,legacy_exp_mant_delta_pair,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex211/verilog/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex211/aigs/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.aig,1,1,318,11,3498,7.067,semantic model exact over 65536 inputs; legacy bf16_verilog_search exp_mant_delta_pair; 32770
ex212,ex212_bf16_square_arith_semantic_fields,bf16_square,square,arith_semantic_fields,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex212/verilog/ex212_bf16_square_arith_semantic_fields.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex212/aigs/ex212_bf16_square_arith_semantic_fields.aig,1,1,300,12,3600,0.686,semantic model exact over 65536 inputs; semantic BF16 exponent/mantissa RTL; 128; sign_mode=same; normal_table_entries=127
ex212,ex212_bf16_square_legacy_exp_mant_delta_pair,bf16_square,square,legacy_exp_mant_delta_pair,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex212/verilog/ex212_bf16_square_legacy_exp_mant_delta_pair.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex212/aigs/ex212_bf16_square_legacy_exp_mant_delta_pair.aig,1,1,318,11,3498,4.070,semantic model exact over 65536 inputs; legacy bf16_verilog_search exp_mant_delta_pair; 16768
ex213,ex213_bf16_sqrt_arith_semantic_fields,bf16_sqrt,sqrt,arith_semantic_fields,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex213/verilog/ex213_bf16_sqrt_arith_semantic_fields.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex213/aigs/ex213_bf16_sqrt_arith_semantic_fields.aig,1,1,338,13,4394,1.027,semantic model exact over 65536 inputs; semantic BF16 exponent/mantissa RTL; 256; sign_mode=nan; normal_table_entries=254
ex213,ex213_bf16_sqrt_sep_fields_e3_m3_s3,bf16_sqrt,sqrt,sep_fields_e3_m3_s3,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex213/verilog/ex213_bf16_sqrt_sep_fields_e3_m3_s3.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex213/aigs/ex213_bf16_sqrt_sep_fields_e3_m3_s3.aig,1,1,337,12,4044,6.644,semantic model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=29859
