case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex280,ex280_struct_bdd_pair_399a,ex280_targeted_structure,bdd_pair_399a,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/verilog/ex280_struct_bdd_pair_399a.v,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/aigs/ex280_struct_bdd_pair_399a.aig,1,1,1,1049,22,23078,2415,9.556108,0,0,structural_exact,order_name=bdd_pair_399a; order=0:11:1:10:2:9:3:8:4:7:5:6; bdd_nodes=436,0.484,targeted ex280 structural Verilog seed
ex280,ex280_struct_bdd_sift_449,ex280_targeted_structure,bdd_sift_449,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/verilog/ex280_struct_bdd_sift_449.v,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/aigs/ex280_struct_bdd_sift_449.aig,1,1,1,1071,22,23562,2415,9.756522,0,0,structural_exact,order_name=bdd_sift_449; order=11:0:1:10:2:9:3:8:4:6:7:5; bdd_nodes=449,0.503,targeted ex280 structural Verilog seed
ex280,ex280_struct_bdd_sift_alt,ex280_targeted_structure,bdd_sift_alt,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/verilog/ex280_struct_bdd_sift_alt.v,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/aigs/ex280_struct_bdd_sift_alt.aig,1,1,1,1053,22,23166,2415,9.592547,0,0,structural_exact,order_name=bdd_sift_alt; order=0:11:1:10:2:9:3:8:4:6:7:5; bdd_nodes=440,0.491,targeted ex280 structural Verilog seed
ex280,ex280_struct_davio_pair_399a,ex280_targeted_structure,davio_pair_399a,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/verilog/ex280_struct_davio_pair_399a.v,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/aigs/ex280_struct_davio_pair_399a.aig,1,1,1,1258,25,31450,2415,13.022774,0,0,structural_exact,transform=identity; total_terms=2142; unique_terms=712; max_degree=4; max_bit_terms=375; davio_order=davio_pair_399a; davio_nodes=703,0.996,targeted ex280 structural Verilog seed
ex280,ex280_struct_davio_pair_399b,ex280_targeted_structure,davio_pair_399b,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/verilog/ex280_struct_davio_pair_399b.v,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/aigs/ex280_struct_davio_pair_399b.aig,1,1,1,1254,25,31350,2415,12.981366,0,0,structural_exact,transform=identity; total_terms=2142; unique_terms=712; max_degree=4; max_bit_terms=375; davio_order=davio_pair_399b; davio_nodes=702,0.901,targeted ex280 structural Verilog seed
ex280,ex280_struct_davio_pair_402,ex280_targeted_structure,davio_pair_402,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/verilog/ex280_struct_davio_pair_402.v,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/aigs/ex280_struct_davio_pair_402.aig,1,1,1,1255,25,31375,2415,12.991718,0,0,structural_exact,transform=identity; total_terms=2142; unique_terms=712; max_degree=4; max_bit_terms=375; davio_order=davio_pair_402; davio_nodes=705,0.896,targeted ex280 structural Verilog seed
ex280,ex280_struct_davio_reverse,ex280_targeted_structure,davio_reverse,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/verilog/ex280_struct_davio_reverse.v,/home/b10507053/ALS_Final_Project/student/work/target_ex280_structure/ex280/aigs/ex280_struct_davio_reverse.aig,1,1,1,2076,25,51900,2415,21.490683,0,0,structural_exact,transform=identity; total_terms=2142; unique_terms=712; max_degree=4; max_bit_terms=375; davio_order=davio_reverse; davio_nodes=1157,0.995,targeted ex280 structural Verilog seed
ex280,ex280_unknown_12x12_decision_tree_greedy,unknown_12x12,decision_tree_greedy,student/work/reverse_unknown_20260603_1812/ex280/verilog/ex280_unknown_12x12_decision_tree_greedy.v,student/work/reverse_unknown_20260603_1812/ex280/aigs/ex280_unknown_12x12_decision_tree_greedy.aig,1,1,1,4775,20,95500,2415,39.544513,0,0,structural_exact,nodes=3266; leaves=3267,7.826,unknown function structural Verilog seed
ex280,ex280_unknown_12x12_expr_default_exception,unknown_12x12,expr_default_exception,student/work/reverse_unknown_20260603_1812/ex280/verilog/ex280_unknown_12x12_expr_default_exception.v,student/work/reverse_unknown_20260603_1812/ex280/aigs/ex280_unknown_12x12_expr_default_exception.aig,1,1,1,3098,20,61960,2415,25.656315,0,0,structural_exact,expr=ones; matches=53; exceptions=4043,1.992,unknown function structural Verilog seed
ex280,ex280_unknown_12x12_high_split_default,unknown_12x12,high_split_default,student/work/reverse_unknown_20260603_1812/ex280/verilog/ex280_unknown_12x12_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex280/aigs/ex280_unknown_12x12_high_split_default.aig,1,1,1,3014,18,54252,2415,22.464596,0,0,structural_exact,rotate=0; outer=high; outer_bits=6; inner_bits=6; full_default_groups=0; exceptions=3727,2.276,unknown function structural Verilog seed
ex280,ex280_unknown_12x12_low_split_default,unknown_12x12,low_split_default,student/work/reverse_unknown_20260603_1812/ex280/verilog/ex280_unknown_12x12_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex280/aigs/ex280_unknown_12x12_low_split_default.aig,1,1,1,2379,18,42822,2415,17.731677,0,0,structural_exact,rotate=0; outer=low; outer_bits=6; inner_bits=6; full_default_groups=0; exceptions=3680,2.184,unknown function structural Verilog seed
ex280,ex280_unknown_12x12_rotate_high_split_default,unknown_12x12,rotate_high_split_default,student/work/reverse_unknown_20260603_1812/ex280/verilog/ex280_unknown_12x12_rotate_high_split_default.v,student/work/reverse_unknown_20260603_1812/ex280/aigs/ex280_unknown_12x12_rotate_high_split_default.aig,1,1,1,1392,15,20880,2415,8.645963,0,0,structural_exact,rotate=3; outer=high; outer_bits=6; inner_bits=6; full_default_groups=0; exceptions=3623,1.945,unknown function structural Verilog seed
ex280,ex280_unknown_12x12_rotate_low_split_default,unknown_12x12,rotate_low_split_default,student/work/reverse_unknown_20260603_1812/ex280/verilog/ex280_unknown_12x12_rotate_low_split_default.v,student/work/reverse_unknown_20260603_1812/ex280/aigs/ex280_unknown_12x12_rotate_low_split_default.aig,1,1,1,1392,15,20880,2415,8.645963,0,0,structural_exact,rotate=9; outer=low; outer_bits=6; inner_bits=6; full_default_groups=0; exceptions=3623,2.238,unknown function structural Verilog seed
ex280,ex280_unknown_12x12_value_case,unknown_12x12,value_case,student/work/reverse_unknown_20260603_1812/ex280/verilog/ex280_unknown_12x12_value_case.v,student/work/reverse_unknown_20260603_1812/ex280/aigs/ex280_unknown_12x12_value_case.aig,1,1,1,3098,20,61960,2415,25.656315,0,0,structural_exact,4096,2.536,unknown function structural Verilog seed
