case,domain,agent_id,candidate_id,hypothesis,variant,method_signature,representation,shared_structure,synth_flow,semantics,output_grouping,verilog_path,aig_path,evaluate_log,verified_truth,equivalent,area,delay,adp,current_frontend_adp,reference_adp,beats_current_frontend,beats_reference,notes
ex200,bf16,unary-agent,ex200_bf16_sparse_residual_hilo3_abc_g_aig,bf16_exp_sparse_residual_compression,sparse_signexp_hilo3,ex200|bf16_exp_sparse_residual_compression|sparse_signexp_hilo3_residual_defaults|shared_sign_exp_decode_per_hi_sparse_residual|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_sparse_signexp_hilo,sparse_signexp_hilo3_residual_defaults,shared_sign_exp_decode_per_hi_sparse_residual,yosys_abc_g_aig,abc_xf_official_evaluate,full_word_sparse_signexp_hilo,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex200/verilog/ex200_bf16_sparse_residual_hilo3.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex200/aigs/ex200_bf16_sparse_residual_hilo3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex200/official_eval/ex200_bf16_sparse_residual_hilo3_abc_g_aig.evaluate.py.log,1,1,3627,15,54405,59232,40052,1,0,bf16 sparse sign_exp residual table; hi_bits=3; lo_bits=4; const_groups=480; variable_groups=32; hi_groups=256; dense_entries=4096; sparse_overrides=2273
ex204,bf16,unary-agent,ex204_bf16_sparse_residual_hilo3_abc_g_gates,bf16_log2_sparse_residual_compression,sparse_signexp_hilo3,ex204|bf16_log2_sparse_residual_compression|sparse_signexp_hilo3_residual_defaults|shared_sign_exp_decode_per_hi_sparse_residual|yosys_abc_g_gates|abc_xf_official_evaluate|full_word_sparse_signexp_hilo,sparse_signexp_hilo3_residual_defaults,shared_sign_exp_decode_per_hi_sparse_residual,yosys_abc_g_gates,abc_xf_official_evaluate,full_word_sparse_signexp_hilo,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex204/verilog/ex204_bf16_sparse_residual_hilo3.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex204/aigs/ex204_bf16_sparse_residual_hilo3_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex204/official_eval/ex204_bf16_sparse_residual_hilo3_abc_g_gates.evaluate.py.log,1,1,2133,15,31995,25670,15180,0,0,bf16 sparse sign_exp residual table; hi_bits=3; lo_bits=4; const_groups=257; variable_groups=255; hi_groups=2040; dense_entries=32640; sparse_overrides=6551
ex205,bf16,unary-agent,ex205_bf16_sparse_residual_hilo3_abc_g_aig,bf16_log10_sparse_residual_compression,sparse_signexp_hilo3,ex205|bf16_log10_sparse_residual_compression|sparse_signexp_hilo3_residual_defaults|shared_sign_exp_decode_per_hi_sparse_residual|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_sparse_signexp_hilo,sparse_signexp_hilo3_residual_defaults,shared_sign_exp_decode_per_hi_sparse_residual,yosys_abc_g_aig,abc_xf_official_evaluate,full_word_sparse_signexp_hilo,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex205/verilog/ex205_bf16_sparse_residual_hilo3.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex205/aigs/ex205_bf16_sparse_residual_hilo3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex205/official_eval/ex205_bf16_sparse_residual_hilo3_abc_g_aig.evaluate.py.log,1,1,4513,16,72208,71104,47128,0,0,bf16 sparse sign_exp residual table; hi_bits=3; lo_bits=4; const_groups=257; variable_groups=255; hi_groups=2040; dense_entries=32640; sparse_overrides=5584
ex223,fp16,unary-agent,ex223_log_sparse_residual_low14_hi5_abc_g_aig,fp16_log_family_sparse_residual_compression,sparse_residual_low14_hi5,ex223|fp16_log_family_sparse_residual_compression|sparse_per_hi_low14_residual_defaults|shared_special_sign_exp_decode_plus_high_bit_run_trees|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_sparse_low14_residual,sparse_per_hi_low14_residual_defaults,shared_special_sign_exp_decode_plus_high_bit_run_trees,yosys_abc_g_aig,abc_xf_official_evaluate,high_bits_run_trees_sparse_low14_residual,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex223/verilog/ex223_log_sparse_residual_low14_hi5.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex223/aigs/ex223_log_sparse_residual_low14_hi5_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex223/official_eval/ex223_log_sparse_residual_low14_hi5_abc_g_aig.evaluate.py.log,1,1,10758,19,204402,204193,120549,0,0,"positive-normal high-bit run trees plus sparse default residual low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; sparse_low_width=14; nested_hi=5; nested_lo=5; hi_groups=960; dense_entries=30720; sparse_overrides=24732; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; truth-derived decomposition exact by construction"
ex224,fp16,unary-agent,ex224_log_sparse_residual_low12_hi6_abc_g_aig,fp16_log_family_sparse_residual_compression,sparse_residual_low12_hi6,ex224|fp16_log_family_sparse_residual_compression|sparse_per_hi_low12_residual_defaults|shared_special_sign_exp_decode_plus_high_bit_run_trees|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_sparse_low12_residual,sparse_per_hi_low12_residual_defaults,shared_special_sign_exp_decode_plus_high_bit_run_trees,yosys_abc_g_aig,abc_xf_official_evaluate,high_bits_run_trees_sparse_low12_residual,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex224/verilog/ex224_log_sparse_residual_low12_hi6.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex224/aigs/ex224_log_sparse_residual_low12_hi6_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex224/official_eval/ex224_log_sparse_residual_low12_hi6_abc_g_aig.evaluate.py.log,1,1,6018,17,102306,96224,64708,0,0,"positive-normal high-bit run trees plus sparse default residual low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; sparse_low_width=12; nested_hi=6; nested_lo=4; hi_groups=1920; dense_entries=30720; sparse_overrides=20072; b15:runs=30,max=1,const=30; b14:runs=31,max=2,const=29; b13:runs=33,max=2,const=27; b12:runs=36,max=4,const=27; truth-derived decomposition exact by construction"
ex225,fp16,unary-agent,ex225_log_sparse_residual_low14_hi5_abc_g_aig,fp16_log_family_sparse_residual_compression,sparse_residual_low14_hi5,ex225|fp16_log_family_sparse_residual_compression|sparse_per_hi_low14_residual_defaults|shared_special_sign_exp_decode_plus_high_bit_run_trees|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_sparse_low14_residual,sparse_per_hi_low14_residual_defaults,shared_special_sign_exp_decode_plus_high_bit_run_trees,yosys_abc_g_aig,abc_xf_official_evaluate,high_bits_run_trees_sparse_low14_residual,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex225/verilog/ex225_log_sparse_residual_low14_hi5.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex225/aigs/ex225_log_sparse_residual_low14_hi5_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex225/official_eval/ex225_log_sparse_residual_low14_hi5_abc_g_aig.evaluate.py.log,1,1,11512,19,218728,219070,116676,1,0,"positive-normal high-bit run trees plus sparse default residual low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; sparse_low_width=14; nested_hi=5; nested_lo=5; hi_groups=960; dense_entries=30720; sparse_overrides=24918; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; truth-derived decomposition exact by construction"
ex240,float_fp8,float-fp8-agent,ex240_semantic_add_same_delta_diff_param8_synth_preset_aig_round2priority,E4M3FN packed add,semantic_add_same_delta_diff_param8,ex240|E4M3FN packed add|same-sign delta table plus compact diff parameter normalizer|shared magnitude ordering with separate active same/diff correction paths|synth_preset_aig|exact_e4m3fn_add_high_plus_low|split_same_diff_paths,same-sign delta table plus compact diff parameter normalizer,shared magnitude ordering with separate active same/diff correction paths,synth_preset_aig,exact_e4m3fn_add_high_plus_low,split_same_diff_paths,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex240/verilog/ex240_semantic_add_same_delta_diff_param8.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex240/aigs/ex240_semantic_add_same_delta_diff_param8_synth_preset_aig_round2priority.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex240/logs/ex240_semantic_add_same_delta_diff_param8_synth_preset_aig_round2priority.evaluate.log,1,1,778,50,38900,30090,13299,0,0,
ex241,float_fp8,float-fp8-agent,ex241_semantic_mul_product_param_exception_synth_preset_aig_round2priority,E4M3FN packed multiply,semantic_mul_product_param_exception,ex241|E4M3FN packed multiply|product exponent formula with whole-magnitude exception overlay|shared product and exponent-sum decode|synth_preset_aig|exact_e4m3fn_mul_high_times_low|formula_with_exception_overlay,product exponent formula with whole-magnitude exception overlay,shared product and exponent-sum decode,synth_preset_aig,exact_e4m3fn_mul_high_times_low,formula_with_exception_overlay,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex241/verilog/ex241_semantic_mul_product_param_exception.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex241/aigs/ex241_semantic_mul_product_param_exception_synth_preset_aig_round2priority.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex241/logs/ex241_semantic_mul_product_param_exception_synth_preset_aig_round2priority.evaluate.log,1,1,534,40,21360,15544,7224,0,0,
ex241,float_fp8,float-fp8-agent,ex241_semantic_mul_product_bit_exception_synth_preset_aig_round2priority,E4M3FN packed multiply,semantic_mul_product_bit_exception,ex241|E4M3FN packed multiply|product exponent formula with per-output exception bits|shared product and exponent-sum decode with bitwise boundary overlay|synth_preset_aig|exact_e4m3fn_mul_high_times_low|bit_exception_overlay,product exponent formula with per-output exception bits,shared product and exponent-sum decode with bitwise boundary overlay,synth_preset_aig,exact_e4m3fn_mul_high_times_low,bit_exception_overlay,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex241/verilog/ex241_semantic_mul_product_bit_exception.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex241/aigs/ex241_semantic_mul_product_bit_exception_synth_preset_aig_round2priority.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex241/logs/ex241_semantic_mul_product_bit_exception_synth_preset_aig_round2priority.evaluate.log,1,1,703,40,28120,15544,7224,0,0,
ex242,float_fp8,float-fp8-agent,ex242_semantic_div_formula_bit_exception_synth_preset_aig_round2priority,E4M3FN packed low-over-high division,semantic_div_formula_bit_exception,ex242|E4M3FN packed low-over-high division|quotient formula with bitwise boundary exceptions|shared exponent-delta quotient decode and per-bit overlay|synth_preset_aig|exact_e4m3fn_div_low_over_high|formula_with_bit_exception_overlay,quotient formula with bitwise boundary exceptions,shared exponent-delta quotient decode and per-bit overlay,synth_preset_aig,exact_e4m3fn_div_low_over_high,formula_with_bit_exception_overlay,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex242/verilog/ex242_semantic_div_formula_bit_exception.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex242/aigs/ex242_semantic_div_formula_bit_exception_synth_preset_aig_round2priority.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent/ex242/logs/ex242_semantic_div_formula_bit_exception_synth_preset_aig_round2priority.evaluate.log,1,1,1328,25,33200,25320,11900,0,0,
