domain,case,solution_role,solution_rank,bundle,bundle_path,candidate_id,is_current_best,area,delay,adp,reference_adp,ratio_to_reference,gap_to_reference,within_1p5_reference,beats_reference,candidate_target,candidate_count,candidate_insufficient,candidate_shortfall_reason,method_signature,hypothesis,function_guess,variant,classification,selection_reason,curated_verilog_path,curated_aig_path,curated_metadata_path,aig_sha256,verilog_sha256,source_kind,source_run,source_csv,source_verilog_path,source_aig_path,source_evaluate_log,notes
bf16,ex200,backend_candidate,1,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2,0,3650,16,58400,40052,1.458104,14353,1,0,6,6,0,,ex200|shared_bf16_exp_field_shell|sep_fields_e4_m3_s0_bits_14_bh2|shared sign_exp special/default shell; mantissa hi3 residual; bit14 split|yosys_abc_g_AND_aigmap|DAZ_exp_BF16_RNE_FTZ_canonical_NaN|source_level_output_grouping,bf16_exp,,separate output fields plus selected exponent-msb predicate,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/verilog/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/metadata/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.json,c7029113828c76737de5e3ed35bfab6efd3eddab81ad46f7d1b7a50476885cf6,17fbc8cc8c7bf77781fe3311172c9bbae432a601b9c7dfc44121eea5c940c0a1,frontend_campaign_shard,frontend_bf16_unknown_struct_round94_20260614_0552,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-exp-log-r94/candidates.csv,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex200/verilog/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex200/aigs/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-exp-log-r94/ex200/logs/ex200_r94_sep_fields_e4_m3_s0_bits_14_bh2.evaluate.py.log,separate fields exp_hi=4 mant_hi=3 sign_hi=0 items=3252; sep bit overrides bits=14 bit_hi_bits=2 bit_items=26; official evaluate.py OK; runtime_sec=2.804
bf16,ex200,backend_candidate,2,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex200_selected_highbits_low12_hilo3_abc_g_aig,0,3895,15,58425,40052,1.458729,14353,1,0,6,6,0,,ex200|bf16_exp_selected_bit_residual_predicate|low12_hilo3_highbits_15_12_runs|shared_sign_exp_decode_highbit_predicates_low12_hilo|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_selected_highbits_low12,bf16_exp_selected_bit_residual_predicate,,selected_highbits_low12_hilo3,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/verilog/ex200_selected_highbits_low12_hilo3_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_selected_highbits_low12_hilo3_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/metadata/ex200_selected_highbits_low12_hilo3_abc_g_aig.json,9013e0059321c772237230b6c65704b39b175b3f6de8bfc26bbbf2cb88fe1e8b,f0a9b53f335e6e0d57d3e125380e71a35ecac060315df9b0554f81df4db6392d,frontend_campaign_shard,ex200_ex299_frontend_refgap_round3_20260612_1554,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round3_20260612_1554/agent_shards/unary-r3/candidates.csv,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unary-r3/ex200/verilog/ex200_selected_highbits_low12_hilo3.v,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unary-r3/ex200/aigs/ex200_selected_highbits_low12_hilo3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/unary-r3/ex200/official_eval/ex200_selected_highbits_low12_hilo3_abc_g_aig.evaluate.py.log,"selected high output-bit predicates over BF16 sign/exponent groups plus low nested LUT; low_width=12; hi_bits=3; lo_bits=4; const_groups=480; hi_groups=256; low_items=3601; b15:runs=512,max=1,const=512; b14:runs=514,max=2,const=510; b13:runs=516,max=2,const=508; b12:runs=520,max=2,const=504; runtime_sec=3.583"
bf16,ex200,backend_candidate,3,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex200_semantic_default_one_casez_saturation_replay_abc_g_aig,0,3702,16,59232,40052,1.478877,14353,1,0,6,6,0,,ex200|bf16_exp_semantic_shell_replay|default_one_casez_saturation_source_replay|shared sign/exponent saturation decode plus active mantissa cases|abc_g_aig|DAZ+exp+BF16_RNE+FTZ|full word semantic shell,bf16_exp_semantic_shell_replay,,semantic_default_one_casez_saturation_replay+abc_g_aig,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/verilog/ex200_semantic_default_one_casez_saturation_replay_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_semantic_default_one_casez_saturation_replay_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/metadata/ex200_semantic_default_one_casez_saturation_replay_abc_g_aig.json,44657ea40f3a1e0439b3b15fabf48eb6212bd87233b99a146a1fc3c1a6bc4157,4e42b786d41a4c71d59f79e843df360f9b2221fe3183e895e9ab957617d9a5a1,frontend_campaign_shard,ex200_ex299_frontend_refgap_round8_20260612_1826,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round8_20260612_1826/agent_shards/mixed-r8/candidates.csv,student/seeds/bf16/ex200_ex219_current/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.v,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/mixed-r8/ex200/aigs/ex200_semantic_default_one_casez_saturation_replay_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/mixed-r8/ex200/official_eval/ex200_semantic_default_one_casez_saturation_replay_abc_g_aig.evaluate.py.log,source replay runtime_sec=1.791
bf16,ex200,backend_candidate,4,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex200_semantic_exp_default_one_casez_all_special_abc_g_aig,0,3737,16,59792,40052,1.492859,14353,1,0,6,6,0,,ex200|bf16_exp_unary_semantic_shell|shared_special_case_shell|shared special-case decode plus direct mantissa LUT|yosys_abc_g_aig|DAZ+exp+BF16_RNE+FTZ|full word output grouped by sign_exp/mant,bf16_exp_daz_rne_ftz,,abc_g_aig,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/verilog/ex200_semantic_exp_default_one_casez_all_special_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_semantic_exp_default_one_casez_all_special_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/metadata/ex200_semantic_exp_default_one_casez_all_special_abc_g_aig.json,6cedfad22fb5c1d98575e453b99c7b4931f800729e863d4ee3175afc0ee92e61,c5b83d37386e49fc25292f3940fdf3fc18094d43664a7b2c10ccc9eff188cd39,frontend_campaign_shard,ex200_ex299_frontend_parallel_shared_20260612_1422,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_casez_all_special.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex200/aigs/ex200_semantic_exp_default_one_casez_all_special_abc_g_aig.aig,,Yosys abc gate set aig
bf16,ex200,backend_candidate,5,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset,0,3637,17,61829,40052,1.543718,14353,0,0,6,6,0,,ex200|bf16_exp_unary_semantic_shell|current_frontend_seed_copy|shared special-case decode plus direct mantissa LUT|yosys_synth_preset|DAZ+exp+BF16_RNE+FTZ|full word output grouped by sign_exp/mant,bf16_exp_daz_rne_ftz,,synth_preset,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/verilog/ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/metadata/ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset.json,02b38b6b91cbf894a81487946d5f4aed6e1ae06f17de497a4d8356e5feadb521,4e42b786d41a4c71d59f79e843df360f9b2221fe3183e895e9ab957617d9a5a1,frontend_campaign_shard,ex200_ex299_frontend_parallel_shared_20260612_1422,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/bf16-agent/candidates.csv,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex200/aigs/ex200_semantic_exp_default_one_parallel_casez_saturation_synth_preset.aig,,Yosys synth preset with flatten
bf16,ex200,backend_candidate,6,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,0,3717,17,63189,40052,1.577674,14353,0,0,6,6,0,,ex200|bf16_exp_semantic_exp_default|one_parallel_casez_saturation|shared_sign_exp_decode_and_parallel_casez|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_semantic_exp,bf16_exp_semantic_exp_default,,one_parallel_casez_saturation,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex200/metadata/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.json,759c0927c8b8029d657e815faf635c93dcf22ee25cb4721f0371bcc8e03ca31d,4e42b786d41a4c71d59f79e843df360f9b2221fe3183e895e9ab957617d9a5a1,frontend_campaign_results,ex200_ex299_frontend_refgap_round4_20260612_1705,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round4_20260612_1705/results/candidates.csv,student/work/ex200_ex299_frontend_refgap_round4_20260612_1705/unary-r4/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.v,student/work/ex200_ex299_frontend_refgap_round4_20260612_1705/unary-r4/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,student/work/ex200_ex299_frontend_refgap_round4_20260612_1705/unary-r4/ex200/logs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.evaluate.log,coordinator-filled from official evaluate.py log; equivalent but worse than frontend best
bf16,ex200,current_best,1,ex200_ex219_current,student/new_seeds/bf16/ex200_ex219_current,ex200_bf16_sparse_residual_hilo3_abc_g_aig,1,3627,15,54405,40052,1.358359,14353,1,0,6,6,0,,ex200|bf16_exp_sparse_residual_compression|sparse_signexp_hilo3_residual_defaults|shared_sign_exp_decode_per_hi_sparse_residual|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_sparse_signexp_hilo,bf16_exp_sparse_residual_compression,,sparse_signexp_hilo3_residual_defaults,frontend_verified,current_best,student/new_seeds/bf16/ex200_ex219_current/ex200/verilog/ex200_bf16_sparse_residual_hilo3_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_sparse_residual_hilo3_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_current/ex200/metadata/ex200_bf16_sparse_residual_hilo3_abc_g_aig.json,fd790e28901e1175fd8f81ab84b88929923478b4f59e83755456a817078c4a0d,65c76d666b63628d895292628e869fff62d763d0de60ba292bba1bef56343846,frontend_best_registry,ex200_ex299_frontend_refgap_round2_20260612_1512,student/frontend_campaigns/frontend_best_registry.csv,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex200/verilog/ex200_bf16_sparse_residual_hilo3.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex200/aigs/ex200_bf16_sparse_residual_hilo3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex200/official_eval/ex200_bf16_sparse_residual_hilo3_abc_g_aig.evaluate.py.log,bf16 sparse sign_exp residual table; hi_bits=3; lo_bits=4; const_groups=480; variable_groups=32; hi_groups=256; dense_entries=4096; sparse_overrides=2273
bf16,ex201,backend_candidate,1,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1,0,1655,14,23170,16300,1.421472,6758,1,0,6,4,1,valid distinct non-current frontend candidates below target count,bf16_exp2,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_bits_3_8_bh1,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/metadata/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.json,20609e1cef3068e088607e11829c6a6e60a925e9927a37b2d6561b82712f065a,b83b8ee4245c96b79e64aa3318f9403e822c1972f2155e8c273993c7c40024e5,student_runs,ex201_ex204_frontend_semantic_continue_20260605_1732,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.aig,,hilo3 field mode base with bit overrides bits=3_8 bit_hi_bits=1 items=4305
bf16,ex201,backend_candidate,2,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp,0,1620,15,24300,16300,1.490798,6758,1,0,6,4,1,valid distinct non-current frontend candidates below target count,bf16_exp2,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s0_bits_14_cmp,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/verilog/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/metadata/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.json,3dd176a048c7bf65ba3089a50f3fdcc65beec68b62c734f902fbc76a2dcf9a83,32550648be38cf9897503bfe335766d7054a1f75b9109116dea0ab0766e1fc5c,student_runs,ex201_ex204_frontend_semantic_continue_20260605_1732,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.aig,,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=3122; sep bit overrides bits=14 bit_hi_bits=cmp bit_items=4
bf16,ex201,backend_candidate,3,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex201_bf16_exp2_hilo2_field_mode,0,1629,15,24435,16300,1.499080,6758,1,0,6,4,1,valid distinct non-current frontend candidates below target count,bf16_exp2,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,hilo2_field_mode,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/verilog/ex201_bf16_exp2_hilo2_field_mode.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/aigs/ex201_bf16_exp2_hilo2_field_mode.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex201/metadata/ex201_bf16_exp2_hilo2_field_mode.json,a416f0ed82d575186815119936f5827dda5a3a6bcae833a1cb66030d93a40bbd,351434d9ae0a598a0261c0196872527fac67bf22dcca22e5fd6b4a4ab49b0f00,student_runs,ex201_ex204_frontend_semantic_continue_20260605_1732,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_hilo2_field_mode.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_hilo2_field_mode.aig,,hi_lo split field_mode=True hi_bits=2 default_mode=default_override items=2769
