case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex240,ex240_semantic_add_same_grs_diff_param8_parallel_synth_preset_aig,fp8_e4m3fn_add,semantic_add_same_grs_diff_param8_parallel_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex240/verilog/ex240_semantic_add_same_grs_diff_param8_parallel_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex240/aigs/ex240_semantic_add_same_grs_diff_param8_parallel_synth_preset_aig.aig,1,1,590,51,30090,13299,2.262576,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex240_frontend_fp8_diff_grs_20260608_1401/results/candidates.csv,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8_parallel.v,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/aigs/ex240_semantic_add_same_grs_diff_param8_parallel_synth_preset_aig.aig,
ex241,ex241_semantic_mul_product_param_exception_synth_preset,fp8_e4m3fn_mul,semantic_mul_product_param_exception_synth_preset,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex241/verilog/ex241_semantic_mul_product_param_exception_synth_preset.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex241/aigs/ex241_semantic_mul_product_param_exception_synth_preset.aig,1,1,534,40,21360,7224,2.956811,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex240_ex243_frontend_fp8_arith_struct_20260608_1330/results/candidates.csv,student/work/ex240_ex243_frontend_fp8_arith_struct_20260608_1330/ex241/verilog/ex241_semantic_mul_product_param_exception.v,student/work/ex240_ex243_frontend_fp8_arith_struct_20260608_1330/ex241/aigs/ex241_semantic_mul_product_param_exception_synth_preset.aig,
ex242,ex242_semantic_div_formula_exception_compact_synth_preset_aig,fp8_e4m3fn_div_low_over_high,semantic_div_formula_exception_compact_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex242/verilog/ex242_semantic_div_formula_exception_compact_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex242/aigs/ex242_semantic_div_formula_exception_compact_synth_preset_aig.aig,1,1,1028,25,25700,11900,2.159664,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex242_frontend_fp8_div_formula_compact_20260608_1253/results/candidates.csv,student/work/ex242_frontend_fp8_div_formula_compact_20260608_1253/ex242/verilog/ex242_semantic_div_formula_exception_compact.v,student/work/ex242_frontend_fp8_div_formula_compact_20260608_1253/ex242/aigs/ex242_semantic_div_formula_exception_compact_synth_preset_aig.aig,division formula/exception with compact default param table
ex243,ex243_semantic_fmod_modsig_table_synth_preset_aig,fp8_e4m3fn_fmod_low_by_high_abs,semantic_fmod_modsig_table_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex243/verilog/ex243_semantic_fmod_modsig_table_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex243/aigs/ex243_semantic_fmod_modsig_table_synth_preset_aig.aig,1,1,2167,29,62843,53227,1.180660,1,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex240_ex243_frontend_fp8_arith_struct_20260608_1330/results/candidates.csv,student/work/ex240_ex243_frontend_fp8_arith_struct_20260608_1330/ex243/verilog/ex243_semantic_fmod_modsig_table.v,student/work/ex240_ex243_frontend_fp8_arith_struct_20260608_1330/ex243/aigs/ex243_semantic_fmod_modsig_table_synth_preset_aig.aig,
ex244,ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset,fp8_e4m3fn_hypot_abs,semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex244/aigs/ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset.aig,1,1,307,34,10438,4272,2.443352,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex240_ex244_frontend_fp8_norm9_maxeffpack_20260608_1401/results/candidates.csv,student/work/ex240_ex244_frontend_fp8_norm9_maxeffpack_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex244_frontend_fp8_norm9_maxeffpack_20260608_1401/ex244/aigs/ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset.aig,
ex245,ex245_truth_bdd_interleave_synth_preset_aig,fp8_e5m2fn_add,truth_bdd_interleave_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex245/verilog/ex245_truth_bdd_interleave_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex245/aigs/ex245_truth_bdd_interleave_synth_preset_aig.aig,1,1,1481,23,34063,11050,3.082624,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex245_ex249_frontend_fp8_e5m2_curated_20260608_1715/results/candidates.csv,student/work/ex245_ex249_frontend_fp8_e5m2_deeper_20260608_1619/ex245/verilog/ex245_truth_bdd_interleave.v,student/work/ex245_ex249_frontend_fp8_e5m2_deeper_20260608_1619/ex245/aigs/ex245_truth_bdd_interleave_synth_preset_aig.aig,; curated_source_csv=student/runs/float_fp8/ex245_ex249_frontend_fp8_e5m2_deeper_20260608_1619/results/candidates.csv
ex246,ex246_semantic_mul_product_dc_seed12_set13to13_synth_preset_aig,fp8_e5m2fn_mul,semantic_mul_product_dc_seed12_set13to13_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set13to13_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set13to13_synth_preset_aig.aig,1,1,341,22,7502,2805,2.674510,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/results/candidates.csv,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set13to13.v,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set13to13_synth_preset_aig.aig,
ex247,ex247_semantic_div_bound_smallpat_nested_den_parallel_synth_preset_aig,fp8_e5m2fn_div_low_over_high,semantic_div_bound_smallpat_nested_den_parallel_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex247/verilog/ex247_semantic_div_bound_smallpat_nested_den_parallel_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex247/aigs/ex247_semantic_div_bound_smallpat_nested_den_parallel_synth_preset_aig.aig,1,1,365,25,9125,2975,3.067227,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex247_frontend_fp8_e5m2_bound_smallpat_order_20260608_2115/results/candidates.csv,student/work/ex247_frontend_fp8_e5m2_bound_smallpat_order_20260608_2115/ex247/verilog/ex247_semantic_div_bound_smallpat_nested_den_parallel.v,student/work/ex247_frontend_fp8_e5m2_bound_smallpat_order_20260608_2115/ex247/aigs/ex247_semantic_div_bound_smallpat_nested_den_parallel_synth_preset_aig.aig,
ex248,ex248_semantic_fmod_modsig_nested_delta_synth_preset_aig,fp8_e5m2fn_fmod_low_by_high,semantic_fmod_modsig_nested_delta_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex248/verilog/ex248_semantic_fmod_modsig_nested_delta_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex248/aigs/ex248_semantic_fmod_modsig_nested_delta_synth_preset_aig.aig,1,1,476,32,15232,4180,3.644019,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex245_ex249_frontend_fp8_e5m2_curated_20260608_1715/results/candidates.csv,student/work/ex245_ex249_frontend_fp8_e5m2_deeper_20260608_1619/ex248/verilog/ex248_semantic_fmod_modsig_nested_delta.v,student/work/ex245_ex249_frontend_fp8_e5m2_deeper_20260608_1619/ex248/aigs/ex248_semantic_fmod_modsig_nested_delta_synth_preset_aig.aig,; curated_source_csv=student/runs/float_fp8/ex245_ex249_frontend_fp8_e5m2_deeper_20260608_1619/results/candidates.csv
ex249,ex249_semantic_hypot_threshold_case_synth_preset_aig,fp8_e5m2fn_hypot_abs,semantic_hypot_threshold_case_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex249/verilog/ex249_semantic_hypot_threshold_case_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex249/aigs/ex249_semantic_hypot_threshold_case_synth_preset_aig.aig,1,1,164,29,4756,2079,2.287638,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex245_ex249_frontend_fp8_e5m2_curated_20260608_1715/results/candidates.csv,student/work/ex249_frontend_fp8_e5m2_hypot_threshold_case_20260608_1709/ex249/verilog/ex249_semantic_hypot_threshold_case.v,student/work/ex249_frontend_fp8_e5m2_hypot_threshold_case_20260608_1709/ex249/aigs/ex249_semantic_hypot_threshold_case_synth_preset_aig.aig,; curated_source_csv=student/runs/float_fp8/ex249_frontend_fp8_e5m2_hypot_threshold_case_20260608_1709/results/candidates.csv
