case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,notes
ex201,ex201_bf16_exp2_hybrid_pair_table_bit0_mode,bf16_exp2,hybrid_pair_table_bit0_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit0_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit0_mode.aig,1,1,1,1603,16,25648,1.892,base pair table with bit 0 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit1_mode,bf16_exp2,hybrid_pair_table_bit1_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit1_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit1_mode.aig,1,1,1,1603,16,25648,1.803,base pair table with bit 1 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit2_mode,bf16_exp2,hybrid_pair_table_bit2_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit2_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit2_mode.aig,1,1,1,1597,16,25552,1.816,base pair table with bit 2 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit3_mode,bf16_exp2,hybrid_pair_table_bit3_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit3_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit3_mode.aig,1,1,1,1600,16,25600,1.767,base pair table with bit 3 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit4_mode,bf16_exp2,hybrid_pair_table_bit4_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit4_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit4_mode.aig,1,1,1,1596,16,25536,1.789,base pair table with bit 4 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit5_mode,bf16_exp2,hybrid_pair_table_bit5_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit5_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit5_mode.aig,1,1,1,1603,16,25648,1.804,base pair table with bit 5 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit6_mode,bf16_exp2,hybrid_pair_table_bit6_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit6_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit6_mode.aig,1,1,1,1617,16,25872,1.843,base pair table with bit 6 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit7_mode,bf16_exp2,hybrid_pair_table_bit7_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit7_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit7_mode.aig,1,1,1,1604,16,25664,1.795,base pair table with bit 7 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit8_mode,bf16_exp2,hybrid_pair_table_bit8_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit8_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit8_mode.aig,1,1,1,1606,16,25696,1.740,base pair table with bit 8 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit9_mode,bf16_exp2,hybrid_pair_table_bit9_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit9_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit9_mode.aig,1,1,1,1595,15,23925,1.804,base pair table with bit 9 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit10_mode,bf16_exp2,hybrid_pair_table_bit10_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit10_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit10_mode.aig,1,1,1,1607,16,25712,1.762,base pair table with bit 10 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit11_mode,bf16_exp2,hybrid_pair_table_bit11_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit11_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit11_mode.aig,1,1,1,1597,16,25552,1.812,base pair table with bit 11 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit12_mode,bf16_exp2,hybrid_pair_table_bit12_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit12_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit12_mode.aig,1,1,1,1601,16,25616,1.609,base pair table with bit 12 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit13_mode,bf16_exp2,hybrid_pair_table_bit13_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit13_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit13_mode.aig,1,1,1,1615,16,25840,1.628,base pair table with bit 13 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit14_mode,bf16_exp2,hybrid_pair_table_bit14_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit14_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit14_mode.aig,1,1,1,1589,16,25424,1.633,base pair table with bit 14 replaced by bit-mode table
ex201,ex201_bf16_exp2_hybrid_pair_table_bit15_mode,bf16_exp2,hybrid_pair_table_bit15_mode,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/verilog/ex201_bf16_exp2_hybrid_pair_table_bit15_mode.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex201/aigs/ex201_bf16_exp2_hybrid_pair_table_bit15_mode.aig,1,1,1,1613,15,24195,1.608,base pair table with bit 15 replaced by bit-mode table
