case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,notes
ex202,ex202_bf16_exp10_pair_runs_base_bit0_override,bf16_exp10,pair_runs_base_bit0_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit0_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit0_override.aig,1,1,1,3656,17,62152,2.663,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit1_override,bf16_exp10,pair_runs_base_bit1_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit1_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit1_override.aig,1,1,1,3640,17,61880,2.535,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit2_override,bf16_exp10,pair_runs_base_bit2_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit2_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit2_override.aig,1,1,1,3673,17,62441,2.491,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit3_override,bf16_exp10,pair_runs_base_bit3_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit3_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit3_override.aig,1,1,1,3673,17,62441,2.507,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit4_override,bf16_exp10,pair_runs_base_bit4_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit4_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit4_override.aig,1,1,1,3641,17,61897,2.518,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit5_override,bf16_exp10,pair_runs_base_bit5_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit5_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit5_override.aig,1,1,1,3659,17,62203,2.489,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit6_override,bf16_exp10,pair_runs_base_bit6_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit6_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit6_override.aig,1,1,1,3672,18,66096,2.578,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit7_override,bf16_exp10,pair_runs_base_bit7_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit7_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit7_override.aig,1,1,1,3673,18,66114,2.569,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit8_override,bf16_exp10,pair_runs_base_bit8_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit8_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit8_override.aig,1,1,1,3666,17,62322,2.345,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit9_override,bf16_exp10,pair_runs_base_bit9_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit9_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit9_override.aig,1,1,1,3688,18,66384,2.355,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
