case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,notes
ex203,ex203_bf16_log_sign_exp_mant_bits_0_1_14_15_override,bf16_log,sign_exp_mant_bits_0_1_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_0_1_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_0_1_14_15_override.aig,1,1,1,4554,19,86526,11.520,greedy expansion of bits 1_14_15 with 0_1_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_2_14_15_override,bf16_log,sign_exp_mant_bits_1_2_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_2_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_2_14_15_override.aig,1,1,1,4523,19,85937,10.582,greedy expansion of bits 1_14_15 with 1_2_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_3_14_15_override,bf16_log,sign_exp_mant_bits_1_3_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_3_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_3_14_15_override.aig,1,1,1,4537,18,81666,9.489,greedy expansion of bits 1_14_15 with 1_3_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_4_14_15_override,bf16_log,sign_exp_mant_bits_1_4_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_4_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_4_14_15_override.aig,1,1,1,4526,19,85994,9.726,greedy expansion of bits 1_14_15 with 1_4_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_5_14_15_override,bf16_log,sign_exp_mant_bits_1_5_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_5_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_5_14_15_override.aig,1,1,1,4548,18,81864,9.243,greedy expansion of bits 1_14_15 with 1_5_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_6_14_15_override,bf16_log,sign_exp_mant_bits_1_6_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_6_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_6_14_15_override.aig,1,1,1,4532,19,86108,9.350,greedy expansion of bits 1_14_15 with 1_6_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_7_14_15_override,bf16_log,sign_exp_mant_bits_1_7_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_7_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_7_14_15_override.aig,1,1,1,4546,19,86374,9.009,greedy expansion of bits 1_14_15 with 1_7_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_8_14_15_override,bf16_log,sign_exp_mant_bits_1_8_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_8_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_8_14_15_override.aig,1,1,1,4534,18,81612,8.792,greedy expansion of bits 1_14_15 with 1_8_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_9_14_15_override,bf16_log,sign_exp_mant_bits_1_9_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_9_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_9_14_15_override.aig,1,1,1,4503,19,85557,9.026,greedy expansion of bits 1_14_15 with 1_9_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_10_14_15_override,bf16_log,sign_exp_mant_bits_1_10_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_10_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_10_14_15_override.aig,1,1,1,4520,18,81360,9.181,greedy expansion of bits 1_14_15 with 1_10_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_11_14_15_override,bf16_log,sign_exp_mant_bits_1_11_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_11_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_11_14_15_override.aig,1,1,1,4496,18,80928,8.927,greedy expansion of bits 1_14_15 with 1_11_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_12_14_15_override,bf16_log,sign_exp_mant_bits_1_12_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_12_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_12_14_15_override.aig,1,1,1,4496,18,80928,8.954,greedy expansion of bits 1_14_15 with 1_12_14_15
ex203,ex203_bf16_log_sign_exp_mant_bits_1_13_14_15_override,bf16_log,sign_exp_mant_bits_1_13_14_15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/verilog/ex203_bf16_log_sign_exp_mant_bits_1_13_14_15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex203/aigs/ex203_bf16_log_sign_exp_mant_bits_1_13_14_15_override.aig,1,1,1,4496,18,80928,9.140,greedy expansion of bits 1_14_15 with 1_13_14_15
