case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex240,float_fp8,fp8-semantic-r27,ex240_r27_sem_samedelta_diffdirect_synth_preset_aig_D16,1,1078,49,52822,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/verilog/ex240_r27_sem_samedelta_diffdirect_synth_preset_aig_D16.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/aigs/ex240_r27_sem_samedelta_diffdirect_synth_preset_aig_D16.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/logs/ex240_r27_sem_samedelta_diffdirect_synth_preset_aig_D16.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=2.949; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/logs/ex240_r27_sem_samedelta_diffdirect_synth_preset_aig_D16.yosys.log
ex240,float_fp8,fp8-semantic-r27,ex240_r27_sem_samedelta_diffdirect_synth_preset_aig_D20,1,1078,49,52822,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/verilog/ex240_r27_sem_samedelta_diffdirect_synth_preset_aig_D20.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/aigs/ex240_r27_sem_samedelta_diffdirect_synth_preset_aig_D20.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/logs/ex240_r27_sem_samedelta_diffdirect_synth_preset_aig_D20.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=2.252; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/logs/ex240_r27_sem_samedelta_diffdirect_synth_preset_aig_D20.yosys.log
ex240,float_fp8,fp8-semantic-r27,ex240_r27_sem_samedelta_diffdirect_abc_g_aig_D20,1,1131,50,56550,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/verilog/ex240_r27_sem_samedelta_diffdirect_abc_g_aig_D20.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/aigs/ex240_r27_sem_samedelta_diffdirect_abc_g_aig_D20.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/logs/ex240_r27_sem_samedelta_diffdirect_abc_g_aig_D20.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=2.012; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/logs/ex240_r27_sem_samedelta_diffdirect_abc_g_aig_D20.yosys.log
ex241,float_fp8,fp8-semantic-r27,ex241_r27_sem_product_dc_low_synth_preset_aig_D16,1,680,33,22440,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/verilog/ex241_r27_sem_product_dc_low_synth_preset_aig_D16.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/aigs/ex241_r27_sem_product_dc_low_synth_preset_aig_D16.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_dc_low_synth_preset_aig_D16.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=2.973; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_dc_low_synth_preset_aig_D16.yosys.log
ex241,float_fp8,fp8-semantic-r27,ex241_r27_sem_product_dc_low_synth_preset_aig_D20,1,680,33,22440,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/verilog/ex241_r27_sem_product_dc_low_synth_preset_aig_D20.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/aigs/ex241_r27_sem_product_dc_low_synth_preset_aig_D20.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_dc_low_synth_preset_aig_D20.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=3.118; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_dc_low_synth_preset_aig_D20.yosys.log
ex241,float_fp8,fp8-semantic-r27,ex241_r27_sem_product_dc_low_abc_g_aig_D20,1,693,34,23562,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/verilog/ex241_r27_sem_product_dc_low_abc_g_aig_D20.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/aigs/ex241_r27_sem_product_dc_low_abc_g_aig_D20.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_dc_low_abc_g_aig_D20.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=2.289; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_dc_low_abc_g_aig_D20.yosys.log
ex241,float_fp8,fp8-semantic-r27,ex241_r27_sem_product_bit_exception_synth_preset_aig_D16,1,703,40,28120,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/verilog/ex241_r27_sem_product_bit_exception_synth_preset_aig_D16.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/aigs/ex241_r27_sem_product_bit_exception_synth_preset_aig_D16.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_bit_exception_synth_preset_aig_D16.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=3.522; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_bit_exception_synth_preset_aig_D16.yosys.log
ex241,float_fp8,fp8-semantic-r27,ex241_r27_sem_product_bit_exception_synth_preset_aig_D20,1,703,40,28120,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/verilog/ex241_r27_sem_product_bit_exception_synth_preset_aig_D20.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/aigs/ex241_r27_sem_product_bit_exception_synth_preset_aig_D20.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_bit_exception_synth_preset_aig_D20.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=3.417; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_bit_exception_synth_preset_aig_D20.yosys.log
ex241,float_fp8,fp8-semantic-r27,ex241_r27_sem_product_bit_exception_abc_g_aig_D20,1,734,41,30094,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/verilog/ex241_r27_sem_product_bit_exception_abc_g_aig_D20.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/aigs/ex241_r27_sem_product_bit_exception_abc_g_aig_D20.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_bit_exception_abc_g_aig_D20.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=3.424; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_sem_product_bit_exception_abc_g_aig_D20.yosys.log
ex242,float_fp8,fp8-semantic-r27,ex242_r27_sem_formula_bit_exception_synth_preset_aig_D16,1,1328,25,33200,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/verilog/ex242_r27_sem_formula_bit_exception_synth_preset_aig_D16.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/aigs/ex242_r27_sem_formula_bit_exception_synth_preset_aig_D16.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_sem_formula_bit_exception_synth_preset_aig_D16.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=3.173; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_sem_formula_bit_exception_synth_preset_aig_D16.yosys.log
