case,domain,agent_id,candidate_id,method_signature,hypothesis,representation,shared_structure,verilog_path,aig_path,evaluate_log,equivalent,simulation_pass,area,delay,adp,frontend_best_adp,new_best_adp,old_best_adp,old_frontend_adp,reference_adp,improvement_vs_frontend,beats_reference,notes
ex297,unknown,local-unknown-iter-r36,ex297_r36_resyn2rs_area_from_frontend_best,ex297|frontend_best_structural_remap|abc_diverse_resyn2rs_area|preserve_frontend_source_shared_logic|parent_ex297_r32_compress2rs_area_from_frontend_best|resyn2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/aigs/ex297_r36_resyn2rs_area_from_frontend_best.aig,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/logs/ex297_r36_resyn2rs_area_from_frontend_best.evaluate.py.log,1,not_run,30995,18,557910,557910,557910,560538,560538,225900,2628,0,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/logs/ex297_r36_resyn2rs_area_from_frontend_best.abc.log; gen_sec=8.728; eval_sec=0.808; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex297,unknown,local-unknown-iter-r36,ex297_r36_compress2rs_area_from_frontend_best,ex297|frontend_best_structural_remap|abc_diverse_compress2rs_area|preserve_frontend_source_shared_logic|parent_ex297_r32_compress2rs_area_from_frontend_best|compress2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow compress2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/aigs/ex297_r36_compress2rs_area_from_frontend_best.aig,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/logs/ex297_r36_compress2rs_area_from_frontend_best.evaluate.py.log,1,not_run,30979,18,557622,557622,557622,560538,560538,225900,2916,0,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/logs/ex297_r36_compress2rs_area_from_frontend_best.abc.log; gen_sec=8.829; eval_sec=0.791; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex297,unknown,local-unknown-iter-r36,ex297_r36_dchoice_dc2_from_frontend_best,ex297|frontend_best_structural_remap|abc_diverse_dchoice_dc2|preserve_frontend_source_shared_logic|parent_ex297_r32_compress2rs_area_from_frontend_best|dchoice_dc2|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow dchoice_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/aigs/ex297_r36_dchoice_dc2_from_frontend_best.aig,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/logs/ex297_r36_dchoice_dc2_from_frontend_best.evaluate.py.log,1,not_run,30831,18,554958,554958,554958,560538,560538,225900,5580,0,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/logs/ex297_r36_dchoice_dc2_from_frontend_best.abc.log; gen_sec=7.690; eval_sec=0.794; flow=strash; dchoice; dc2; balance
ex297,unknown,local-unknown-iter-r36,ex297_r36_compress_l_no_dc_from_frontend_best,ex297|frontend_best_structural_remap|abc_diverse_compress_l_no_dc|preserve_frontend_source_shared_logic|parent_ex297_r32_compress2rs_area_from_frontend_best|compress_l_no_dc|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow compress_l_no_dc,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/aigs/ex297_r36_compress_l_no_dc_from_frontend_best.aig,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/logs/ex297_r36_compress_l_no_dc_from_frontend_best.evaluate.py.log,1,not_run,31096,18,559728,559728,559728,560538,560538,225900,810,0,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/logs/ex297_r36_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.645; eval_sec=0.804; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex297,unknown,local-unknown-iter-r36,ex297_r36_resub_deep_rf_from_frontend_best,ex297|frontend_best_structural_remap|abc_diverse_resub_deep_rf|preserve_frontend_source_shared_logic|parent_ex297_r32_compress2rs_area_from_frontend_best|resub_deep_rf|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/aigs/ex297_r36_resub_deep_rf_from_frontend_best.aig,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/logs/ex297_r36_resub_deep_rf_from_frontend_best.evaluate.py.log,1,not_run,31079,18,559422,559422,559422,560538,560538,225900,1116,0,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex297/logs/ex297_r36_resub_deep_rf_from_frontend_best.abc.log; gen_sec=2.495; eval_sec=0.799; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex299,unknown,local-unknown-iter-r36,ex299_r36_resyn2rs_area_from_frontend_best,ex299|frontend_best_structural_remap|abc_diverse_resyn2rs_area|preserve_frontend_source_shared_logic|parent_ex299_r32_dchoice_dc2_from_frontend_best|resyn2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/verilog/ex299_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/aigs/ex299_r36_resyn2rs_area_from_frontend_best.aig,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/logs/ex299_r36_resyn2rs_area_from_frontend_best.evaluate.py.log,1,not_run,116063,20,2321260,2321260,2321260,2334900,2334900,1013807,13640,0,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/logs/ex299_r36_resyn2rs_area_from_frontend_best.abc.log; gen_sec=28.310; eval_sec=4.953; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex299,unknown,local-unknown-iter-r36,ex299_r36_compress2rs_area_from_frontend_best,ex299|frontend_best_structural_remap|abc_diverse_compress2rs_area|preserve_frontend_source_shared_logic|parent_ex299_r32_dchoice_dc2_from_frontend_best|compress2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow compress2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/verilog/ex299_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/aigs/ex299_r36_compress2rs_area_from_frontend_best.aig,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/logs/ex299_r36_compress2rs_area_from_frontend_best.evaluate.py.log,1,not_run,115887,20,2317740,2317740,2317740,2334900,2334900,1013807,17160,0,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/logs/ex299_r36_compress2rs_area_from_frontend_best.abc.log; gen_sec=28.782; eval_sec=4.887; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex299,unknown,local-unknown-iter-r36,ex299_r36_dchoice_dc2_from_frontend_best,ex299|frontend_best_structural_remap|abc_diverse_dchoice_dc2|preserve_frontend_source_shared_logic|parent_ex299_r32_dchoice_dc2_from_frontend_best|dchoice_dc2|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow dchoice_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/verilog/ex299_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/aigs/ex299_r36_dchoice_dc2_from_frontend_best.aig,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/logs/ex299_r36_dchoice_dc2_from_frontend_best.evaluate.py.log,1,not_run,115969,20,2319380,2319380,2319380,2334900,2334900,1013807,15520,0,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/logs/ex299_r36_dchoice_dc2_from_frontend_best.abc.log; gen_sec=73.420; eval_sec=4.889; flow=strash; dchoice; dc2; balance
ex299,unknown,local-unknown-iter-r36,ex299_r36_compress_l_no_dc_from_frontend_best,ex299|frontend_best_structural_remap|abc_diverse_compress_l_no_dc|preserve_frontend_source_shared_logic|parent_ex299_r32_dchoice_dc2_from_frontend_best|compress_l_no_dc|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow compress_l_no_dc,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/verilog/ex299_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/aigs/ex299_r36_compress_l_no_dc_from_frontend_best.aig,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/logs/ex299_r36_compress_l_no_dc_from_frontend_best.evaluate.py.log,1,not_run,116504,20,2330080,2330080,2330080,2334900,2334900,1013807,4820,0,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/logs/ex299_r36_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=2.550; eval_sec=4.902; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex299,unknown,local-unknown-iter-r36,ex299_r36_resub_deep_rf_from_frontend_best,ex299|frontend_best_structural_remap|abc_diverse_resub_deep_rf|preserve_frontend_source_shared_logic|parent_ex299_r32_dchoice_dc2_from_frontend_best|resub_deep_rf|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/verilog/ex299_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/aigs/ex299_r36_resub_deep_rf_from_frontend_best.aig,student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/logs/ex299_r36_resub_deep_rf_from_frontend_best.evaluate.py.log,1,not_run,116385,20,2327700,2327700,2327700,2334900,2334900,1013807,7200,0,official evaluate.py OK; abc_log=student/work/ex285_ex297_ex299_frontend_gt2_iter_remap_round36_20260613_0810/local-unknown-iter-r36/ex299/logs/ex299_r36_resub_deep_rf_from_frontend_best.abc.log; gen_sec=6.504; eval_sec=4.890; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
