case,domain,agent_id,candidate_id,method_signature,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex200,bf16,bf16-r6,ex200_semantic_exp_corrected_field_split_abc_g_aig,ex200|bf16_exp_compact_semantic_field_shell|separate exponent/mantissa field shell|shared exp saturation predicates plus per-active-exp field tables|abc_g_aig|abc_xf_official_evaluate|separate output exponent/mantissa fields,FAILED,0,,,,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex200/verilog/ex200_semantic_exp_corrected_field_split.v,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex200/aigs/ex200_semantic_exp_corrected_field_split_abc_g_aig.aig,,failed: SynthError: Yosys failed with exit code 1; runtime_sec=0.040
ex200,bf16,bf16-r6,ex200_sep_fields_e4_m3_s0_abc_g_aig,ex200|bf16_exp_compact_semantic_field_shell|generic sign_exp field cofactor hi-lo|shared sign_exp decode with separate sign/exp/mant cofactors|abc_g_aig|abc_xf_official_evaluate|separate output fields; exp_hi=4 mant_hi=3 sign_hi=0,FAILED,0,,,,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex200/verilog/ex200_sep_fields_e4_m3_s0.v,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex200/aigs/ex200_sep_fields_e4_m3_s0_abc_g_aig.aig,,failed: SynthError: Yosys failed with exit code 1; runtime_sec=2.527
ex200,bf16,bf16-r6,ex200_hilo4_field_mode_abc_g_aig,ex200|bf16_exp_compact_semantic_field_shell|mantissa hi-lo field mode defaults|shared sign_exp decode and mode-default field overrides|abc_g_aig|abc_xf_official_evaluate|field outputs by sign_exp and mantissa hi4/lo3,FAILED,0,,,,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex200/verilog/ex200_hilo4_field_mode.v,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex200/aigs/ex200_hilo4_field_mode_abc_g_aig.aig,,failed: SynthError: Yosys failed with exit code 1; runtime_sec=5.432
ex204,bf16,bf16-r6,ex204_log2_arithbase_delta_hilo3_bits_10_11_14_bh2_abc_g_gates,ex204|bf16_log2_lower_depth_correction_forms|arithbase delta hi-lo with selected correction bits|shared exponent arithmetic base plus mantissa hi3 delta table and bh2 bit cofactors|abc_g_gates|abc_xf_official_evaluate|whole word with output bits 10/11/14 overridden,FAILED,0,,,,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex204/verilog/ex204_log2_arithbase_delta_hilo3_bits_10_11_14_bh2.v,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex204/aigs/ex204_log2_arithbase_delta_hilo3_bits_10_11_14_bh2_abc_g_gates.aig,,failed: SynthError: Yosys failed with exit code 1; runtime_sec=4.990
ex204,bf16,bf16-r6,ex204_log2_arithbase_delta_hilo3_bits_11_13_14_bh2_abc_g_gates,ex204|bf16_log2_lower_depth_correction_forms|arithbase delta hi-lo with selected correction bits|shared exponent arithmetic base plus mantissa hi3 delta table and bh2 bit cofactors|abc_g_gates|abc_xf_official_evaluate|whole word with output bits 11/13/14 overridden,FAILED,0,,,,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex204/verilog/ex204_log2_arithbase_delta_hilo3_bits_11_13_14_bh2.v,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex204/aigs/ex204_log2_arithbase_delta_hilo3_bits_11_13_14_bh2_abc_g_gates.aig,,failed: SynthError: Yosys failed with exit code 1; runtime_sec=4.467
ex204,bf16,bf16-r6,ex204_log2_arithbase_delta_hilo3_formula_bits_10_11_14_abc_g_gates,ex204|bf16_log2_lower_depth_correction_forms|arithbase delta hi-lo with hand formula bits|shared semantic log2 base plus compact formula correction predicates|abc_g_gates|abc_xf_official_evaluate|whole word with formula bits 10/11/14,FAILED,0,,,,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex204/verilog/ex204_log2_arithbase_delta_hilo3_formula_bits_10_11_14.v,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex204/aigs/ex204_log2_arithbase_delta_hilo3_formula_bits_10_11_14_abc_g_gates.aig,,failed: RuntimeError: no hand formula for ex204 bit 10; runtime_sec=0.047
ex204,bf16,bf16-r6,ex204_sep_fields_e4_m3_s0_bits_11_14_bh2_abc_g_gates,ex204|bf16_log2_lower_depth_correction_forms|separate fields with selected correction bits|shared sign_exp decode and field cofactors|abc_g_gates|abc_xf_official_evaluate|separate fields plus bits 11/14 bh2,FAILED,0,,,,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex204/verilog/ex204_sep_fields_e4_m3_s0_bits_11_14_bh2.v,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex204/aigs/ex204_sep_fields_e4_m3_s0_bits_11_14_bh2_abc_g_gates.aig,,failed: SynthError: Yosys failed with exit code 1; runtime_sec=3.912
ex205,bf16,bf16-r6,ex205_sep_fields_e3_m4_s0_bits_15_bh1_abc_g_aig,ex205|bf16_log10_field_cofactor_and_expbase|separate fields with sign-bit cofactor|shared sign_exp decode and mantissa hi4 field cofactors|abc_g_aig|abc_xf_official_evaluate|separate fields plus output sign bit bh1,FAILED,0,,,,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex205/verilog/ex205_sep_fields_e3_m4_s0_bits_15_bh1.v,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex205/aigs/ex205_sep_fields_e3_m4_s0_bits_15_bh1_abc_g_aig.aig,,failed: SynthError: Yosys failed with exit code 1; runtime_sec=5.299
ex205,bf16,bf16-r6,ex205_sep_fields_e4_m3_s0_bits_15_bh1_abc_g_aig,ex205|bf16_log10_field_cofactor_and_expbase|separate fields with sign-bit cofactor|shared sign_exp decode and exponent hi4 field cofactors|abc_g_aig|abc_xf_official_evaluate|separate fields plus output sign bit bh1,FAILED,0,,,,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex205/verilog/ex205_sep_fields_e4_m3_s0_bits_15_bh1.v,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex205/aigs/ex205_sep_fields_e4_m3_s0_bits_15_bh1_abc_g_aig.aig,,failed: SynthError: Yosys failed with exit code 1; runtime_sec=4.957
ex205,bf16,bf16-r6,ex205_log10_exp_base_delta_hilo3_abc_g_aig,ex205|bf16_log10_field_cofactor_and_expbase|positive exponent base plus mantissa delta|shared log10 exponent base with mantissa hi3 delta|abc_g_aig|abc_xf_official_evaluate|whole word positive-domain exponent-base residual,FAILED,0,,,,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex205/verilog/ex205_log10_exp_base_delta_hilo3.v,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex205/aigs/ex205_log10_exp_base_delta_hilo3_abc_g_aig.aig,,failed: SynthError: Yosys failed with exit code 1; runtime_sec=5.388
