case,candidate_id,hypothesis,function_guess,variant,method_signature,verilog_path,aig_path,metadata_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,classification,selection_reason,source_kind,source_csv,source_run,source_verilog_path,source_aig_path,source_evaluate_log,aig_sha256,verilog_sha256,notes
ex240,ex240_r3_shift_align_source_compress,,,replace fixed min-alignment case tree with one guarded source-level shifter,ex240|E4M3FN packed add|current-best source compression with variable align shifter|shared field decode same-sign GRS and compact diff normalizer|yosys_abc_g_aig_frontend|official_evaluate|output_plane_preserved,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/verilog/ex240_r3_shift_align_source_compress.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/aigs/ex240_r3_shift_align_source_compress.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/metadata/ex240_r3_shift_align_source_compress.json,1,1,OK,611,44,26884,13299,2.021505,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-output-plane-r3/candidates.csv,ex204_ex299_frontend_continuation_20260614_1216,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp8-output-plane-r3/ex240/verilog/ex240_r3_shift_align_source_compress.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp8-output-plane-r3/ex240/aigs/ex240_r3_shift_align_source_compress.aig,student/runs/float_fp8/ex204_ex299_frontend_continuation_20260614_1216/fp8-output-plane-r3/ex240/logs/ex240_r3_shift_align_source_compress.evaluate.py.log,aab034550507e5f9bc5ee97dfd837730d033168c0d0e18600a87ecb8a6f2258a,30ee57fb08b176e41ed0bf75c2629cc57e9a7ba5a326ebca3132f153d211fb7f,Materially different source compression of the r64 current best; not a BDD or direct arithmetic replay.; synth_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/fp8-output-plane-r3/ex240/logs/ex240_r3_shift_align_source_compress.yosys.log
ex241,ex241_r27_currentbest_delaytarget_synth_preset_aig_D16,verified FP8 semantic source with delay-targeted frontend synthesis,,currentbest_delaytarget,"ex241|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D16",student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex241/verilog/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex241/aigs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex241/metadata/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.json,1,1,OK,536,29,15544,7224,2.151717,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex240_ex299_frontend_gt2_round27_20260613_0619/agent_shards/fp8-semantic-r27/candidates.csv,ex240_ex299_frontend_gt2_round27_20260613_0619,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/verilog/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/aigs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.evaluate.py.log,0a46f0af98e1844806fbf55e0f53594c10c804879fd2dc48cba3f74312881614,6a27d2e9db1512491e0e71b75ac48a6dfa99206bee3a22260edc2ecadc366a06,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=1.646; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log
ex242,ex242_r71_axis_attr_hardrom,E4M3FN packed low-over-high division,,axis/minor affine shell with full hard-row ROM repairs,"ex242|E4M3FN packed low-over-high division|reciprocal-class exponent-delta shell plus hard-zone quotient ROM|shared sign xor, exponent delta, numerator/denominator significands, per-sigpair affine attributes|axis/minor affine shell with full hard-row ROM repairs|repo_yosys_frontend_default|official_evaluate|full_word",student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex242/verilog/ex242_r71_axis_attr_hardrom.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex242/aigs/ex242_r71_axis_attr_hardrom.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex242/metadata/ex242_r71_axis_attr_hardrom.json,1,1,OK,842,21,17682,11900,1.485882,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/candidates.csv,frontend_source_parallel_round71_20260613_1308,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/verilog/ex242_r71_axis_attr_hardrom.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/aigs/ex242_r71_axis_attr_hardrom.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/logs/ex242_r71_axis_attr_hardrom.evaluate.py.log,8aab6ebed254be8b90b8570aaac339aef90db148561809c5152987bad7660ed5,a54f9f3a83ff4bee33bc332321139b6a1897b58185413feb9a83f0f1657b0624,official evaluate.py OK; attr_rows=225; hard_rows=1972; synth_sec=0.908; eval_sec=0.526
ex243,ex243_semantic_fmod_modsig_nested_delta_abc_g_aig_abc_g_gates,fp8_e4m3fn_fmod_low_by_high_abs,fp8_e4m3fn_fmod_low_by_high_abs,abc_g_gates,fp8_e4m3fn_fmod_low_by_high_abs,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex243/verilog/ex243_semantic_fmod_modsig_nested_delta_abc_g_aig_abc_g_gates.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex243/aigs/ex243_semantic_fmod_modsig_nested_delta_abc_g_aig_abc_g_gates.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex243/metadata/ex243_semantic_fmod_modsig_nested_delta_abc_g_aig_abc_g_gates.json,1,1,OK,1808,27,48816,53227,0.917129,1,1,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/float_fp8/ex241_ex243_frontend_fp8_nested_best_synthflow_20260608_1330/results/candidates.csv,ex241_ex243_frontend_fp8_nested_best_synthflow_20260608_1330,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex243/verilog/ex243_semantic_fmod_modsig_nested_delta.v,student/work/ex241_ex243_frontend_fp8_nested_best_synthflow_20260608_1330/ex243/aigs/ex243_semantic_fmod_modsig_nested_delta_abc_g_aig_abc_g_gates.aig,,212b4456caf63cdbe503c82c9d81dff45821681eb7bf896516ab1fbf546b516b,d3b6a5fa2fc7596f1a25297c59be0aab34d7f1bbfa11cf79f1f7a9a6835a1ce9,Yosys abc gate set gates
ex244,ex244_r22_maxeff_delta_bdd_replay,E4M3FN packed hypot max-plus-delta max-eff BDD,,,ex244|E4M3FN packed hypot|round22 max-eff delta BDD replay|shared abs max/min decode max_eff gap sig4 and delta BDD bits|yosys_synth_flatten_abc_g_aig_official_evaluate|exact_e4m3fn_hypot_abs_high_low|max_plus_delta_outputs,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex244/verilog/ex244_r22_maxeff_delta_bdd_replay.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex244/aigs/ex244_r22_maxeff_delta_bdd_replay.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex244/metadata/ex244_r22_maxeff_delta_bdd_replay.json,1,1,OK,301,34,10234,4272,2.395599,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round22_20260613_0218/agent_shards/float-fp8-r22/candidates.csv,ex200_ex299_frontend_refgap_round22_20260613_0218,student/work/ex200_ex299_frontend_refgap_round22_20260613_0218/float-fp8-r22/ex244/verilog/ex244_r22_maxeff_delta_bdd_replay.v,student/work/ex200_ex299_frontend_refgap_round22_20260613_0218/float-fp8-r22/ex244/aigs/ex244_r22_maxeff_delta_bdd_replay.aig,student/work/ex200_ex299_frontend_refgap_round22_20260613_0218/float-fp8-r22/ex244/logs/ex244_r22_maxeff_delta_bdd_replay.official_evaluate.log,856c6f4888ae3c0301ba852ff71402aa0e283191582cf1a3388d3528e31343bc,8f7c7ff25f556618ff609719fdd517af5203ea9b4eda4062569e2fbf1ca25825,official evaluate.py OK; tied current frontend ADP and remains above reference; synth_log=student/work/ex200_ex299_frontend_refgap_round22_20260613_0218/float-fp8-r22/ex244/logs/ex244_r22_maxeff_delta_bdd_replay.yosys.log; synth_script=student/work/ex200_ex299_frontend_refgap_round22_20260613_0218/float-fp8-r22/ex244/logs/ex244_r22_maxeff_delta_bdd_replay.yosys.ys; official_output_aig=student/work/ex200_ex299_frontend_refgap_round22_20260613_0218/float-fp8-r22/ex244/official_eval/ex244_r22_maxeff_delta_bdd_replay/output/ex244.aig
ex245,ex245_ex245_r75_field_active_mux_repo_yosys,E5M2FN packed add high byte plus low byte,,ex245_r75_field_active_mux,ex245|E5M2FN packed add high byte plus low byte|ex245_r75_field_active_mux|direct_e5_field_compare_decode_plus_active_same_diff_table_gating_before_output_mux|repo_yosys_frontend_default|official_evaluate|full_word,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex245/verilog/ex245_ex245_r75_field_active_mux_repo_yosys.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex245/aigs/ex245_ex245_r75_field_active_mux_repo_yosys.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex245/metadata/ex245_ex245_r75_field_active_mux_repo_yosys.json,1,1,OK,741,31,22971,11050,2.078824,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-fp8-addhypot-redesc-r75/candidates.csv,frontend_source_parallel_round75_20260613_1450,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/verilog/ex245_r75_field_active_mux.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/aigs/ex245_ex245_r75_field_active_mux_repo_yosys.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/logs/ex245_ex245_r75_field_active_mux_repo_yosys.evaluate.py.log,00ce6d92b8afa041c752c0a0293a92e7f1d0d0b56bce0f7d3e0a90b4e342b937,f4070d5b379be5683574120d7d0e35d7fc95c914353e90d766d22a3cf40d832b,official evaluate.py OK; eval_sec=0.785; total_sec=2.059
ex246,ex246_semantic_mul_product_dc_seed12_set22to21_synth_preset_aig,fp8_e5m2fn_mul,fp8_e5m2fn_mul,semantic_mul_product_dc_seed12_set22to21_synth_preset_aig,fp8_e5m2fn_mul,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set22to21_synth_preset_aig.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set22to21_synth_preset_aig.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex246/metadata/ex246_semantic_mul_product_dc_seed12_set22to21_synth_preset_aig.json,1,1,OK,341,22,7502,2805,2.674510,0,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/float_fp8/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/results/candidates.csv,ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set22to21.v,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set22to21_synth_preset_aig.aig,,35d89eedc181b0469c149176aec4fd7984a2ba2228a83e7fd82fae689b81ead5,d76cdaf1d8a4ef50f2dee368ede14adbefb3554f0b67c27eb4ea3fca38b5583d,
ex247,ex247_r10_caseattrs_optfull,,,current source with parallel_case attributes on existing case statements,ex247|E5M2FN packed low-over-high division|current source with parallel_case attributes on existing case statements|preserves existing decode but gives Yosys explicit case parallelism hints|caseattrs_optfull_aig|official_evaluate|frontend_only,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex247/verilog/ex247_r10_caseattrs_optfull.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex247/aigs/ex247_r10_caseattrs_optfull.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex247/metadata/ex247_r10_caseattrs_optfull.json,1,1,OK,249,26,6474,2975,2.176134,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/candidates.csv,ex204_ex299_frontend_breakthrough_20260614_1051,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex247/verilog/ex247_r10_caseattrs_optfull.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex247/aigs/ex247_r10_caseattrs_optfull.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex247/logs/ex247_r10_caseattrs_optfull.evaluate.py.log,873c51ccef470b6877b346f90b989159dafab14ed4777b6efdbcdb21a9ba31ac,db26009b21f6f03160b304e9135dfabe420d86b6aa364b2962caf772d416acdc,frontend-only source generation and Yosys AIG synthesis; no backend/remap/postpareto
ex248,ex248_r10_current_muxclean,,,current frontend best source with opt_muxtree/opt_reduce before abc -g aig,ex248|E5M2FN packed fmod low by high|current frontend best source with opt_muxtree/opt_reduce before abc -g aig|preserves current shared source while reducing mux tree shape before AIG mapping|muxclean_aig|official_evaluate|frontend_only,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex248/verilog/ex248_r10_current_muxclean.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex248/aigs/ex248_r10_current_muxclean.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex248/metadata/ex248_r10_current_muxclean.json,1,1,OK,290,27,7830,4180,1.873206,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/candidates.csv,ex204_ex299_frontend_breakthrough_20260614_1051,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex248/verilog/ex248_r10_current_muxclean.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex248/aigs/ex248_r10_current_muxclean.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex248/logs/ex248_r10_current_muxclean.evaluate.py.log,fd2fc42edb29e04cc21a35dd8f0f7580c8678f8c88992a590bf12228589a591b,86ec7171efdb056f790e143d632d0c28ac0e1c2e46bd997a79dc4c420b68e42b,frontend-only source generation and Yosys AIG synthesis; no backend/remap/postpareto
ex249,ex249_r69_manual_sat_increment_synth_preset_aig,E5M2FN packed hypot,,manual saturating increment over raw-exp threshold residual,ex249|E5M2FN packed hypot|manual saturating increment over raw-exp threshold residual|raw-exp active-gap delta table with hand exposed increment and saturation selector|manual_sat_increment|yosys_synth_preset_aig|official_evaluate|max_plus_delta_manual_carry,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex249/verilog/ex249_r69_manual_sat_increment_synth_preset_aig.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex249/aigs/ex249_r69_manual_sat_increment_synth_preset_aig.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex249/metadata/ex249_r69_manual_sat_increment_synth_preset_aig.json,1,1,OK,165,28,4620,2079,2.222222,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,frontend_source_parallel_round69_20260613_1204,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/verilog/ex249_r69_manual_sat_increment.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/aigs/ex249_r69_manual_sat_increment_synth_preset_aig.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/logs/ex249_r69_manual_sat_increment.evaluate.py.log,f638b431ae4e8599cdcb1cf3c4c341770488d28942e761b99289e99ea2602c69,76b81c32d1a92cf2f2e2ffecdcb6dbb4d329160ee29984a9a977f4f780a875bf,official evaluate.py OK; frontend/source-only Yosys synth_preset_aig
