case,candidate_id,hypothesis,function_guess,variant,method_signature,verilog_path,aig_path,metadata_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,classification,selection_reason,source_kind,source_csv,source_run,source_verilog_path,source_aig_path,source_evaluate_log,aig_sha256,verilog_sha256,notes
ex240,ex240_r3_shift_align_source_compress,,,replace fixed min-alignment case tree with one guarded source-level shifter,ex240|E4M3FN packed add|current-best source compression with variable align shifter|shared field decode same-sign GRS and compact diff normalizer|yosys_abc_g_aig_frontend|official_evaluate|output_plane_preserved,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/verilog/ex240_r3_shift_align_source_compress.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/aigs/ex240_r3_shift_align_source_compress.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/metadata/ex240_r3_shift_align_source_compress.json,1,1,OK,611,44,26884,13299,2.021505,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-output-plane-r3/candidates.csv,ex204_ex299_frontend_continuation_20260614_1216,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp8-output-plane-r3/ex240/verilog/ex240_r3_shift_align_source_compress.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp8-output-plane-r3/ex240/aigs/ex240_r3_shift_align_source_compress.aig,student/runs/float_fp8/ex204_ex299_frontend_continuation_20260614_1216/fp8-output-plane-r3/ex240/logs/ex240_r3_shift_align_source_compress.evaluate.py.log,aab034550507e5f9bc5ee97dfd837730d033168c0d0e18600a87ecb8a6f2258a,30ee57fb08b176e41ed0bf75c2629cc57e9a7ba5a326ebca3132f153d211fb7f,Materially different source compression of the r64 current best; not a BDD or direct arithmetic replay.; synth_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/fp8-output-plane-r3/ex240/logs/ex240_r3_shift_align_source_compress.yosys.log
ex240,ex240_r64_compact_cancel_predicate_mux_synth_preset,E4M3FN packed add source restructuring,,synth_preset,ex240|E4M3FN packed add|ex240_r64_compact_cancel_predicate_mux|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|synth_preset,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/verilog/ex240_r64_compact_cancel_predicate_mux_synth_preset.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/aigs/ex240_r64_compact_cancel_predicate_mux_synth_preset.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/metadata/ex240_r64_compact_cancel_predicate_mux_synth_preset.json,1,1,OK,584,47,27448,13299,2.063915,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/candidates.csv,frontend_source_parallel_round64_20260613_1004,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_compact_cancel_predicate_mux.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_compact_cancel_predicate_mux_synth_preset.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_compact_cancel_predicate_mux_synth_preset.evaluate.py.log,29dad5bb5e84eeda2d795d3058a5aea522f31a1375b43e4d31240ada4e6d5ec1,70fc04e5da1c0f7b3cebdfddcde8979f79cc2a17f96af0203099cf7efea8a794,official evaluate.py OK
ex240,ex240_r2_zero_passthrough_abc_g_aig_frontend,,,zero passthrough shell around r64 sign/magnitude source,ex240|E4M3FN packed add high byte plus low byte|zero passthrough shell around r64 sign/magnitude source|shared NaN/zero predicates plus existing same/diff normalizer|abc_g_aig_frontend|official_evaluate|full_word,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/verilog/ex240_r2_zero_passthrough_abc_g_aig_frontend.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/aigs/ex240_r2_zero_passthrough_abc_g_aig_frontend.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/metadata/ex240_r2_zero_passthrough_abc_g_aig_frontend.json,1,1,OK,620,45,27900,13299,2.097902,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-breakthrough-r2/candidates.csv,ex204_ex299_frontend_breakthrough_20260614_1051,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-breakthrough-r2/ex240/verilog/ex240_r2_zero_passthrough_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-breakthrough-r2/ex240/aigs/ex240_r2_zero_passthrough_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-breakthrough-r2/ex240/logs/ex240_r2_zero_passthrough_abc_g_aig_frontend.evaluate.py.log,b0d12052e86ccb90e55679aaf05248d3833fbbadf021d849fd85c185ce31c1d0,def875974ec81f9e5b26c5a952ddc51dff44399746b7f2a17ecf01954e8e2b71,Quick low-priority check; exposes exact zero passthrough before selected output.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-breakthrough-r2/ex240/logs/ex240_r2_zero_passthrough_abc_g_aig_frontend.yosys.log
ex240,ex240_r10_current_muxclean,,,current frontend best source with opt_muxtree/opt_reduce before abc -g aig,ex240|E4M3FN packed add high byte plus low byte|current frontend best source with opt_muxtree/opt_reduce before abc -g aig|preserves current shared source while reducing mux tree shape before AIG mapping|muxclean_aig|official_evaluate|frontend_only,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/verilog/ex240_r10_current_muxclean.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/aigs/ex240_r10_current_muxclean.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/metadata/ex240_r10_current_muxclean.json,1,1,OK,627,45,28215,13299,2.121588,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/candidates.csv,ex204_ex299_frontend_breakthrough_20260614_1051,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex240/verilog/ex240_r10_current_muxclean.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex240/aigs/ex240_r10_current_muxclean.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex240/logs/ex240_r10_current_muxclean.evaluate.py.log,a2ad0d07c591f3a8b1e62fdb244b48fb071f1c17f8a03c76c658162f70f3c667,fdb9b5b08cd0c71569081ea16cb2799e35cb0a52bd20dd5b2d0318e7cb9b95cb,frontend-only source generation and Yosys AIG synthesis; no backend/remap/postpareto
ex240,ex240_r11_nan_or_mask,,,replace final NaN mux with finite-output sign mask and payload OR mask,ex240|E4M3FN packed add high byte plus low byte|replace final NaN mux with finite-output sign mask and payload OR mask|keeps current semantic roots while changing the final output cone|abc_g_aig_frontend|official_evaluate|full_word,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/verilog/ex240_r11_nan_or_mask.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/aigs/ex240_r11_nan_or_mask.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/metadata/ex240_r11_nan_or_mask.json,1,1,OK,627,45,28215,13299,2.121588,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-hard-r11/candidates.csv,ex204_ex299_frontend_breakthrough_20260614_1051,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-hard-r11/ex240/verilog/ex240_r11_nan_or_mask.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-hard-r11/ex240/aigs/ex240_r11_nan_or_mask.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-hard-r11/ex240/logs/ex240_r11_nan_or_mask.evaluate.py.log,cab584ae7ba86545a0db2efcfad9b13902fe92f9a5a9e1ce48f578025c74d8f2,9c0b172c7ef9149c7e5c5261771fefde802b83072dfa5485db448de418320895,frontend-only r11 shard; no backend/remap/postpareto/deepsyn/CULS/e-syn
ex240,ex240_r10_output_plane_split,,,current source wrapped into high/mid/low output planes with kept plane wires,ex240|E4M3FN packed add high byte plus low byte|current source wrapped into high/mid/low output planes with kept plane wires|keeps the current core but asks Yosys to preserve separate output plane boundaries|plane_split_aig|official_evaluate|frontend_only,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/verilog/ex240_r10_output_plane_split.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/aigs/ex240_r10_output_plane_split.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/metadata/ex240_r10_output_plane_split.json,1,1,OK,614,46,28244,13299,2.123769,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/candidates.csv,ex204_ex299_frontend_breakthrough_20260614_1051,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex240/verilog/ex240_r10_output_plane_split.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex240/aigs/ex240_r10_output_plane_split.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex240/logs/ex240_r10_output_plane_split.evaluate.py.log,f1a2114fc12cdf5d1637fc70f82efcd24a473fb60a111eb6c98a38d81367c225,65614b10ef40fe9642841a638f46e279051ccffbbd490fec60a3f1058390b87f,frontend-only source generation and Yosys AIG synthesis; no backend/remap/postpareto
ex240,ex240_r9_truth_residual16_overlay,,,16-row exact residual LUT over decoded sign/magnitude fields with current core fallback,ex240|E4M3FN packed add high byte plus low byte|16-row exact residual LUT over decoded sign/magnitude fields with current core fallback|shared decoded high/low sign and magnitude key feeding a small hard-row residual table|yosys_abc_g_aig_frontend|official_evaluate|hard_row_residual_lut,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/verilog/ex240_r9_truth_residual16_overlay.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/aigs/ex240_r9_truth_residual16_overlay.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/metadata/ex240_r9_truth_residual16_overlay.json,1,1,OK,618,46,28428,13299,2.137604,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r9/candidates.csv,ex204_ex299_frontend_breakthrough_20260614_1051,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r9/ex240/verilog/ex240_r9_truth_residual16_overlay.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r9/ex240/aigs/ex240_r9_truth_residual16_overlay.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r9/ex240/logs/ex240_r9_truth_residual16_overlay.evaluate.py.log,290ff3d9085fe02e3a9c3178cdcf5251413c263e35f9647b2ce78fa7a15282ba,e5412b1bd15dd21b605ce14929a21046c08f190b8a7cfe25ca383f6992032326,frontend-only source overlay; no backend/remap/postpareto
ex240,ex240_r10_caseattrs_optfull,,,current source with parallel_case attributes on existing case statements,ex240|E4M3FN packed add high byte plus low byte|current source with parallel_case attributes on existing case statements|preserves existing decode but gives Yosys explicit case parallelism hints|caseattrs_optfull_aig|official_evaluate|frontend_only,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/verilog/ex240_r10_caseattrs_optfull.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/aigs/ex240_r10_caseattrs_optfull.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex240/metadata/ex240_r10_caseattrs_optfull.json,1,1,OK,620,46,28520,13299,2.144522,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/candidates.csv,ex204_ex299_frontend_breakthrough_20260614_1051,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex240/verilog/ex240_r10_caseattrs_optfull.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex240/aigs/ex240_r10_caseattrs_optfull.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex240/logs/ex240_r10_caseattrs_optfull.evaluate.py.log,e9f22e49ccd075213926acff1c59b313975a342c723a760a259e4d2723023d47,5609d2ee13de53592081ecc97b4ca1a9223936529500bc126d04667865dcd656,frontend-only source generation and Yosys AIG synthesis; no backend/remap/postpareto
ex241,ex241_r27_currentbest_delaytarget_synth_preset_aig_D16,verified FP8 semantic source with delay-targeted frontend synthesis,,currentbest_delaytarget,"ex241|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D16",student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex241/verilog/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex241/aigs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex241/metadata/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.json,1,1,OK,536,29,15544,7224,2.151717,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex240_ex299_frontend_gt2_round27_20260613_0619/agent_shards/fp8-semantic-r27/candidates.csv,ex240_ex299_frontend_gt2_round27_20260613_0619,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/verilog/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/aigs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.aig,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.evaluate.py.log,0a46f0af98e1844806fbf55e0f53594c10c804879fd2dc48cba3f74312881614,6a27d2e9db1512491e0e71b75ac48a6dfa99206bee3a22260edc2ecadc366a06,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=1.646; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log
ex241,ex241_r10_current_muxclean,,,current frontend best source with opt_muxtree/opt_reduce before abc -g aig,ex241|E4M3FN packed multiply high byte times low byte|current frontend best source with opt_muxtree/opt_reduce before abc -g aig|preserves current shared source while reducing mux tree shape before AIG mapping|muxclean_aig|official_evaluate|frontend_only,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex241/verilog/ex241_r10_current_muxclean.v,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex241/aigs/ex241_r10_current_muxclean.aig,student/new_seeds/float_fp8/ex240_ex254_backend_candidates_20260614_2011/ex241/metadata/ex241_r10_current_muxclean.json,1,1,OK,548,29,15892,7224,2.199889,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/candidates.csv,ex204_ex299_frontend_breakthrough_20260614_1051,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex241/verilog/ex241_r10_current_muxclean.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex241/aigs/ex241_r10_current_muxclean.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-r10/ex241/logs/ex241_r10_current_muxclean.evaluate.py.log,ace537ebbbe2e4c0a157f5c6dd3aeed499cafae85880fefb14a6b0c7a05d41b2,95af16dac4112172b4bc6c723586f567606fecd15964b6eb919e4de29057713a,frontend-only source generation and Yosys AIG synthesis; no backend/remap/postpareto
