case,domain,candidate_id,shared_structures,sharing_strategy,estimated_benefit,agent_id,run_id,notes
ex200,bf16,ex200_bf16_sparse_residual_hilo3_abc_g_aig,sparse_signexp_hilo3_residual_defaults,shared_sign_exp_decode_per_hi_sparse_residual,bf16_exp_sparse_residual_compression,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,bf16 sparse sign_exp residual table; hi_bits=3; lo_bits=4; const_groups=480; variable_groups=32; hi_groups=256; dense_entries=4096; sparse_overrides=2273
ex200,bf16,ex200_semantic_default_one_casez_saturation_replay_abc_g_aig,default_one_casez_saturation_source_replay,shared sign/exponent saturation decode plus active mantissa cases,bf16_exp_semantic_shell_replay,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,source replay runtime_sec=1.791
ex200,bf16,ex200_semantic_default_one_casez_saturation_replay_synth_preset,default_one_casez_saturation_source_replay,shared sign/exponent saturation decode plus active mantissa cases,bf16_exp_semantic_shell_replay,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,source replay runtime_sec=2.400
ex204,bf16,ex204_arithbase_delta_hilo3_bits_11_14_replay_abc_g_aig,arithbase_delta_hilo3_bits_11_14_source_replay,shared exponent/mantissa arithmetic base plus selected bit formulas,bf16_log2_arithbase_selected_bit_replay,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,source replay runtime_sec=4.304
ex204,bf16,ex204_arithbase_delta_hilo3_bits_11_14_replay_synth_preset,arithbase_delta_hilo3_bits_11_14_source_replay,shared exponent/mantissa arithmetic base plus selected bit formulas,bf16_log2_arithbase_selected_bit_replay,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,source replay runtime_sec=5.820
ex204,bf16,ex204_bf16_sparse_residual_hilo3_abc_g_gates,sparse_signexp_hilo3_residual_defaults,shared_sign_exp_decode_per_hi_sparse_residual,bf16_log2_sparse_residual_compression,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,bf16 sparse sign_exp residual table; hi_bits=3; lo_bits=4; const_groups=257; variable_groups=255; hi_groups=2040; dense_entries=32640; sparse_overrides=6551
ex205,bf16,ex205_bf16_sparse_residual_hilo3_abc_g_aig,sparse_signexp_hilo3_residual_defaults,shared_sign_exp_decode_per_hi_sparse_residual,bf16_log10_sparse_residual_compression,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,bf16 sparse sign_exp residual table; hi_bits=3; lo_bits=4; const_groups=257; variable_groups=255; hi_groups=2040; dense_entries=32640; sparse_overrides=5584
ex205,bf16,ex205_sep_fields_e3_m3_s0_bits_15_replay_abc_g_aig,sep_fields_e3_m3_s0_bits_15_source_replay,shared sign/exponent/mantissa field decode plus sign predicate,bf16_log10_field_decode_replay,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,source replay runtime_sec=4.703
ex205,bf16,ex205_sep_fields_e3_m3_s0_bits_15_replay_synth_preset,sep_fields_e3_m3_s0_bits_15_source_replay,shared sign/exponent/mantissa field decode plus sign predicate,bf16_log10_field_decode_replay,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,source replay runtime_sec=5.921
ex223,fp16,ex223_log_nested_low13_hi5_abc_g_aig,log_nested_low13_hi5,semantic_structural_exact,fp16_log,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26"
ex223,fp16,ex223_log_nested_low14_hi4_abc_g_aig,log_nested_low14_hi4,semantic_structural_exact,fp16_log,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28"
ex223,fp16,ex223_log_nested_low14_hi5_abc_g_aig,log_nested_low14_hi5,semantic_structural_exact,fp16_log,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28"
ex223,fp16,ex223_log_nested_low14_hi6_abc_g_aig,log_nested_low14_hi6,semantic_structural_exact,fp16_log,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=6; nested_lo=4; low_items=30660; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=6; nested_lo=4; low_items=30660; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28"
ex223,fp16,ex223_log_sparse_residual_low14_hi5_abc_g_aig,sparse_per_hi_low14_residual_defaults,shared_special_sign_exp_decode_plus_high_bit_run_trees,fp16_log_family_sparse_residual_compression,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,"positive-normal high-bit run trees plus sparse default residual low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; sparse_low_width=14; nested_hi=5; nested_lo=5; hi_groups=960; dense_entries=30720; sparse_overrides=24732; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; truth-derived decomposition exact by construction"
ex224,fp16,ex224_log_nested_low12_hi6_abc_g_AND_D15,shared special sign/exp decode; nested mantissa hi/lo LUT; high-bit run trees,"same current-best source, delay-constrained ABC synth-flow variation",no improvement over ADP 96224,coordinator-ex224,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py for current best source with `abc -g AND -D 15`
ex224,fp16,ex224_log_nested_low12_hi6_abc_g_AND_D16,shared special sign/exp decode; nested mantissa hi/lo LUT; high-bit run trees,"same current-best source, delay-constrained ABC synth-flow variation",no improvement over ADP 96224,coordinator-ex224,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py for current best source with `abc -g AND -D 16`
ex224,fp16,ex224_log_nested_low12_hi6_abc_g_aig_D15,shared special sign/exp decode; nested mantissa hi/lo LUT; high-bit run trees,"same current-best source, delay-constrained ABC synth-flow variation",no improvement over ADP 96224,coordinator-ex224,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py for current best source with `abc -g aig -D 15`
ex224,fp16,ex224_log_nested_low12_hi6_abc_g_aig_D16,shared special sign/exp decode; nested mantissa hi/lo LUT; high-bit run trees,"same current-best source, delay-constrained ABC synth-flow variation",no improvement over ADP 96224,coordinator-ex224,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py for current best source with `abc -g aig -D 16`
ex225,fp16,ex225_log_nested_low12_hi5_abc_g_aig,log_nested_low12_hi5,semantic_structural_exact,fp16_log10,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26; positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26"
ex225,fp16,ex225_log_nested_low13_hi5_abc_g_aig,log_nested_low13_hi5,semantic_structural_exact,fp16_log10,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26"
ex225,fp16,ex225_log_nested_low14_hi5_abc_g_aig,log_nested_low14_hi5,semantic_structural_exact,fp16_log10,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28"
ex225,fp16,ex225_log_nested_low14_hi6_abc_g_aig,log_nested_low14_hi6,semantic_structural_exact,fp16_log10,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=6; nested_lo=4; low_items=30645; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=6; nested_lo=4; low_items=30645; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28"
ex225,fp16,ex225_log_sparse_residual_low14_hi5_abc_g_aig,sparse_per_hi_low14_residual_defaults,shared_special_sign_exp_decode_plus_high_bit_run_trees,fp16_log_family_sparse_residual_compression,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,"positive-normal high-bit run trees plus sparse default residual low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; sparse_low_width=14; nested_hi=5; nested_lo=5; hi_groups=960; dense_entries=30720; sparse_overrides=24918; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; truth-derived decomposition exact by construction"
ex240,float_fp8,ex240_current_same_grs_diff_param8_abc_d24,"shared exponent/sign/magnitude decode, gap clamp, same-sign rounding predicates, compact diff normalizer",shared byte decode gap clamp and sign/magnitude selection,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,yosys abc -g AND delay target 24
ex240,float_fp8,ex240_current_same_grs_diff_param8_abc_g_aig,"shared exponent/sign/magnitude decode, gap clamp, same-sign rounding predicates, compact diff normalizer",shared byte decode gap clamp and sign/magnitude selection,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project script using yosys abc -g aig
ex240,float_fp8,ex240_current_same_grs_diff_param8_default,"shared exponent/sign/magnitude decode, gap clamp, same-sign rounding predicates, compact diff normalizer",shared byte decode gap clamp and sign/magnitude selection,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project default yosys script with abc -g AND
ex240,float_fp8,ex240_current_same_grs_diff_param8_extra_opt_share,"shared exponent/sign/magnitude decode, gap clamp, same-sign rounding predicates, compact diff normalizer",shared byte decode gap clamp and sign/magnitude selection,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,extra opt_reduce/opt_muxtree/wreduce/share before techmap
ex240,float_fp8,ex240_current_same_grs_diff_param8_no_internal_abc,"shared exponent/sign/magnitude decode, gap clamp, same-sign rounding predicates, compact diff normalizer",shared byte decode gap clamp and sign/magnitude selection,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,skip yosys internal abc before aigmap
ex240,float_fp8,ex240_field_delta_diff_table_abc_g_aig,"shared max/min magnitude decode, effective exponent/significand decode, same-sign delta table, diff correction table",shared field decode with explicit diff correction lookup,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project script using yosys abc -g aig
ex240,float_fp8,ex240_field_delta_diff_table_default,"shared max/min magnitude decode, effective exponent/significand decode, same-sign delta table, diff correction table",shared field decode with explicit diff correction lookup,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project default yosys script with abc -g AND
ex244,float_fp8,ex244_current_maxeff_delta_bdd_abc_d18,"shared NaN detection, abs max/min comparator, max effective exponent context, delta BDD",shared abs max/min decode and max-eff delta correction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,yosys abc -g AND delay target 18
ex244,float_fp8,ex244_current_maxeff_delta_bdd_abc_g_aig,"shared NaN detection, abs max/min comparator, max effective exponent context, delta BDD",shared abs max/min decode and max-eff delta correction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project script using yosys abc -g aig
ex244,float_fp8,ex244_current_maxeff_delta_bdd_default,"shared NaN detection, abs max/min comparator, max effective exponent context, delta BDD",shared abs max/min decode and max-eff delta correction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project default yosys script with abc -g AND
ex244,float_fp8,ex244_current_maxeff_delta_bdd_extra_opt_share,"shared NaN detection, abs max/min comparator, max effective exponent context, delta BDD",shared abs max/min decode and max-eff delta correction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,extra opt_reduce/opt_muxtree/wreduce/share before techmap
ex244,float_fp8,ex244_current_maxeff_delta_bdd_no_internal_abc,"shared NaN detection, abs max/min comparator, max effective exponent context, delta BDD",shared abs max/min decode and max-eff delta correction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,skip yosys internal abc before aigmap
ex244,float_fp8,ex244_sig_gap_orbit_delta_bits_abc_g_aig,"shared NaN detection, abs max/min comparator, exponent gap, max/min significand predicates feeding bitwise delta logic",shared max/min decode with delta bits split by output bit,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project script using yosys abc -g aig
ex244,float_fp8,ex244_sig_gap_orbit_delta_bits_default,"shared NaN detection, abs max/min comparator, exponent gap, max/min significand predicates feeding bitwise delta logic",shared max/min decode with delta bits split by output bit,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project default yosys script with abc -g AND
ex246,float_fp8,ex246_current_product_dc_seed12_set11to10_abc_d22,"shared sign xor, effective exponent decode, significand product, product-class boundary predicates",shared sign xor exponent sum and product class,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,yosys abc -g AND delay target 22
ex246,float_fp8,ex246_current_product_dc_seed12_set11to10_abc_g_aig,"shared sign xor, effective exponent decode, significand product, product-class boundary predicates",shared sign xor exponent sum and product class,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project script using yosys abc -g aig
ex246,float_fp8,ex246_current_product_dc_seed12_set11to10_default,"shared sign xor, effective exponent decode, significand product, product-class boundary predicates",shared sign xor exponent sum and product class,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project default yosys script with abc -g AND
ex246,float_fp8,ex246_current_product_dc_seed12_set11to10_extra_opt_share,"shared sign xor, effective exponent decode, significand product, product-class boundary predicates",shared sign xor exponent sum and product class,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,extra opt_reduce/opt_muxtree/wreduce/share before techmap
ex246,float_fp8,ex246_current_product_dc_seed12_set11to10_no_internal_abc,"shared sign xor, effective exponent decode, significand product, product-class boundary predicates",shared sign xor exponent sum and product class,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,skip yosys internal abc before aigmap
ex246,float_fp8,ex246_low_area_seed228_product_completion_abc_d22,"shared sign xor, exponent sum, product classifier, unreachable product-code completion",shared sign xor exponent sum and product class with alternate completion,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,yosys abc -g AND delay target 22
ex246,float_fp8,ex246_low_area_seed228_product_completion_abc_g_aig,"shared sign xor, exponent sum, product classifier, unreachable product-code completion",shared sign xor exponent sum and product class with alternate completion,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project script using yosys abc -g aig
ex246,float_fp8,ex246_low_area_seed228_product_completion_default,"shared sign xor, exponent sum, product classifier, unreachable product-code completion",shared sign xor exponent sum and product class with alternate completion,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project default yosys script with abc -g AND
ex246,float_fp8,ex246_product_threshold_norm_abc_d22,"shared sign xor, effective exponent decode, product threshold predicates, small-boundary table",shared product threshold predicates and low-boundary rounding table,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,yosys abc -g AND delay target 22
ex246,float_fp8,ex246_product_threshold_norm_abc_g_aig,"shared sign xor, effective exponent decode, product threshold predicates, small-boundary table",shared product threshold predicates and low-boundary rounding table,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project script using yosys abc -g aig
