case,candidate_id,status,area,delay,adp,expected_adp,aig_path,notes
ex220,ex220_fp16_exp_positive_default_exp_mant_case,OK,10794,22,237468,237468,student/new_seeds/fp16/ex220_ex239_backend_candidates_20260614_2011/ex220/aigs/ex220_fp16_exp_positive_default_exp_mant_case.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex220,ex220_fp16_exp_sign_exp_mant_case,OK,10798,22,237556,237556,student/new_seeds/fp16/ex220_ex239_backend_candidates_20260614_2011/ex220/aigs/ex220_fp16_exp_sign_exp_mant_case.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex220,ex220_fp16_exp_semantic_sign_exp_field_defaults,OK,10836,23,249228,249228,student/new_seeds/fp16/ex220_ex239_backend_candidates_20260614_2011/ex220/aigs/ex220_fp16_exp_semantic_sign_exp_field_defaults.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex220,ex220_fp16_exp_sign_exp_default_expr_case,OK,10874,23,250102,250102,student/new_seeds/fp16/ex220_ex239_backend_candidates_20260614_2011/ex220/aigs/ex220_fp16_exp_sign_exp_default_expr_case.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex220,ex220_fp16_exp_semantic_exp_delta_fields,OK,10900,23,250700,250700,student/new_seeds/fp16/ex220_ex239_backend_candidates_20260614_2011/ex220/aigs/ex220_fp16_exp_semantic_exp_delta_fields.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex221,ex221_varying_signexp_wordmode_mh5_abc_g_aig,OK,7042,18,126756,126756,student/new_seeds/fp16/ex220_ex239_backend_candidates_20260614_2011/ex221/aigs/ex221_varying_signexp_wordmode_mh5_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex221,ex221_varying_signexp_nested_low9_hi6_abc_g_aig,OK,7565,18,136170,136170,student/new_seeds/fp16/ex220_ex239_backend_candidates_20260614_2011/ex221/aigs/ex221_varying_signexp_nested_low9_hi6_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex221,ex221_fp16_exp2_semantic_positive_field_defaults,OK,6968,21,146328,146328,student/new_seeds/fp16/ex220_ex239_backend_candidates_20260614_2011/ex221/aigs/ex221_fp16_exp2_semantic_positive_field_defaults.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex221,ex221_fp16_exp2_exp_mant_pair_case,OK,6974,22,153428,153428,student/new_seeds/fp16/ex220_ex239_backend_candidates_20260614_2011/ex221/aigs/ex221_fp16_exp2_exp_mant_pair_case.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex221,ex221_fp16_exp2_positive_default_exp_mant_case,OK,6977,22,153494,153494,student/new_seeds/fp16/ex220_ex239_backend_candidates_20260614_2011/ex221/aigs/ex221_fp16_exp2_positive_default_exp_mant_case.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
