case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex215,ex215_bf16_reciprocal_sqrt_aggr_semantic_exp_delta_fields,bf16_reciprocal_sqrt,reciprocal_sqrt,aggr_semantic_exp_delta_fields,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex215/verilog/ex215_bf16_reciprocal_sqrt_aggr_semantic_exp_delta_fields.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex215/aigs/ex215_bf16_reciprocal_sqrt_aggr_semantic_exp_delta_fields.aig,1,1,401,13,5213,9.064,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=base=arith_recip_sqrt; positive_entries=32768; normal_entries=32512; special_entries=256; relation=nan; negative_exceptions=128; semantic model exact over 65536 inputs
ex215,ex215_bf16_reciprocal_sqrt_legacy_sign_pair_case,bf16_reciprocal_sqrt,reciprocal_sqrt,legacy_sign_pair_case,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex215/verilog/ex215_bf16_reciprocal_sqrt_legacy_sign_pair_case.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex215/aigs/ex215_bf16_reciprocal_sqrt_legacy_sign_pair_case.aig,1,1,385,13,5005,12.517,semantic model exact over 65536 inputs; legacy bf16_verilog_search sign_pair_case; 32768
ex215,ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3,bf16_reciprocal_sqrt,reciprocal_sqrt,delta_pair_mode_hilo3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3.aig,1,1,379,13,4927,10.139,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=29348
ex216,ex216_bf16_cube_arith_semantic_fields,bf16_cube,cube,arith_semantic_fields,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex216/verilog/ex216_bf16_cube_arith_semantic_fields.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex216/aigs/ex216_bf16_cube_arith_semantic_fields.aig,1,1,435,16,6960,0.790,semantic model exact over 65536 inputs; semantic BF16 exponent/mantissa RTL; 128; sign_mode=sign_flip; normal_table_entries=127
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields,bf16_cube,cube,aggr_semantic_positive_symmetry_fields,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields.aig,1,1,437,14,6118,9.591,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs
ex216,ex216_bf16_cube_aggr_semantic_exp_delta_fields,bf16_cube,cube,aggr_semantic_exp_delta_fields,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex216/verilog/ex216_bf16_cube_aggr_semantic_exp_delta_fields.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex216/aigs/ex216_bf16_cube_aggr_semantic_exp_delta_fields.aig,1,1,414,22,9108,6.545,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=base=arith_cube; positive_entries=32768; normal_entries=10828; special_entries=21940; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs
ex216,ex216_bf16_cube_delta_pair_mode_hilo3,bf16_cube,cube,delta_pair_mode_hilo3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex216/verilog/ex216_bf16_cube_delta_pair_mode_hilo3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex216/aigs/ex216_bf16_cube_delta_pair_mode_hilo3.aig,1,1,473,14,6622,3.747,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=11097
ex217,ex217_bf16_cbrt_arith_semantic_fields,bf16_cbrt,cbrt,arith_semantic_fields,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_arith_semantic_fields.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_arith_semantic_fields.aig,1,1,592,24,14208,1.477,semantic model exact over 65536 inputs; semantic BF16 exponent/mantissa RTL; 384; sign_mode=sign_flip; normal_table_entries=382
ex217,ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta,bf16_cbrt,cbrt,legacy_positive_default_exp_mant_delta,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.aig,1,1,679,16,10864,5.488,semantic model exact over 65536 inputs; legacy bf16_verilog_search positive_default_exp_mant_delta; 33024; default=sign_flip; exceptions=127
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3,bf16_cbrt,cbrt,delta_pair_first_hilo3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3.aig,1,1,630,15,9450,10.595,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692
ex218,ex218_bf16_reciprocal_cube_aggr_semantic_positive_symmetry_fields,bf16_reciprocal_cube,reciprocal_cube,aggr_semantic_positive_symmetry_fields,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_aggr_semantic_positive_symmetry_fields.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_aggr_semantic_positive_symmetry_fields.aig,1,1,492,16,7872,9.349,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs
ex218,ex218_bf16_reciprocal_cube_legacy_value_case,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case.aig,1,1,463,15,6945,14.338,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536
ex218,ex218_bf16_reciprocal_cube_delta_pair_first_hilo4,bf16_reciprocal_cube,reciprocal_cube,delta_pair_first_hilo4,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_delta_pair_first_hilo4.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_delta_pair_first_hilo4.aig,1,1,541,14,7574,4.782,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo4 items=11141
ex219,ex219_bf16_reciprocal_cbrt_arith_semantic_fields,bf16_reciprocal_cbrt,reciprocal_cbrt,arith_semantic_fields,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex219/verilog/ex219_bf16_reciprocal_cbrt_arith_semantic_fields.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex219/aigs/ex219_bf16_reciprocal_cbrt_arith_semantic_fields.aig,1,1,616,21,12936,1.471,semantic model exact over 65536 inputs; semantic BF16 exponent/mantissa RTL; 384; sign_mode=sign_flip; normal_table_entries=381
ex219,ex219_bf16_reciprocal_cbrt_legacy_exp_mant_delta_pair,bf16_reciprocal_cbrt,reciprocal_cbrt,legacy_exp_mant_delta_pair,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex219/verilog/ex219_bf16_reciprocal_cbrt_legacy_exp_mant_delta_pair.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex219/aigs/ex219_bf16_reciprocal_cbrt_legacy_exp_mant_delta_pair.aig,1,1,663,17,11271,6.848,semantic model exact over 65536 inputs; legacy bf16_verilog_search exp_mant_delta_pair; 32897
ex219,ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3,bf16_reciprocal_cbrt,reciprocal_cbrt,delta_pair_first_hilo3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3.aig,1,1,655,15,9825,10.700,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27365
ex215,ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2,bf16_reciprocal_sqrt,reciprocal_sqrt,delta_pair_mode_hilo3_bits_9_bh1_fix2,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2.aig,1,1,390,12,4680,10.746,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=29348; generic selected bit overrides bits=9 bit_hi_bits=1 bit_items=147
