case,method_signature,outcome,failure_reason,reuse_policy,next_action,author,date,notes
ex276,ex276|unsigned_isqrt_prefix4_per_output_interval_case|prefix4_casebits_all|shared_hi_decode_low_interval_predicates|standard_yosys_abc_or_synth_preset|floor_isqrt_10_to_5|per_output_bits,equivalent_but_bad_qor,official evaluate.py best 113/11/1243 worse than current frontend 101/10/1010,do_not_repeat_as_is,Do not repeat per-output prefix4 all-bit casebits without new low-bit sharing,coordinator-integer-r26,2026-06-13,round26 local shard
ex276,ex276|unsigned_isqrt_prefix4_per_output_interval_case|prefix4_casebits_global_hi43|shared_hi_decode_low_interval_predicates|standard_yosys_abc_or_synth_preset|floor_isqrt_10_to_5|per_output_bits,equivalent_but_bad_qor,official evaluate.py best 112/10/1120 worse than current frontend 101/10/1010,do_not_repeat_as_is,Do not repeat global q43 plus per-output prefix4 casebits without new low-bit sharing,coordinator-integer-r26,2026-06-13,round26 local shard
ex200,ex200|bf16_exp_unary_semantic_shell|current_frontend_seed_copy|shared special-case decode plus direct mantissa LUT|yosys_abc_g_aig|DAZ+exp+BF16_RNE+FTZ|full word output grouped by sign_exp/mant,frontend_improvement_gap_remains,does not beat current backend/reference,worth_extending_with_new_structure,Use as new frontend baseline; repeat only with smaller table/decode or different sharing.,bf16-agent,2026-06-12,official evaluate.py OK
ex204,ex204|bf16_log2_arithbase_delta_correction|mantissa_hilo_grouped_lut|shared exponent/mantissa delta base plus selected output-bit correction|yosys_abc_g_gates|DAZ+log2+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,frontend_improvement_gap_remains,does not beat current backend/reference,worth_extending_with_new_structure,Use as new frontend baseline; repeat only with smaller table/decode or different sharing.,bf16-agent,2026-06-12,official evaluate.py OK
ex205,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,frontend_improvement_gap_remains,does not beat current backend/reference,worth_extending_with_new_structure,Use as new frontend baseline; repeat only with smaller table/decode or different sharing.,bf16-agent,2026-06-12,official evaluate.py OK
ex200,ex200|bf16_exp_unary_semantic_shell|separate_output_fields|shared special-case decode plus field split|yosys_default_abc_and|DAZ+exp+BF16_RNE+FTZ|separate sign exponent mantissa outputs,not_equivalent,field_split generated non-equivalent candidate in this batch,do_not_repeat_as_is,Do not repeat without correcting semantic field reassembly.,bf16-agent,2026-06-12,see failed_hypotheses.csv
ex240,ex240|E4M3FN packed add|same-sign GRS formula plus compact diff normalizer|shared byte decode gap clamp and sign/magnitude selection|synth_preset_aig|exact_e4m3fn_add_high_plus_low|full_output_shared_paths,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex240,ex240|E4M3FN packed add|same-sign GRS formula plus compact diff normalizer|shared byte decode gap clamp and sign/magnitude selection|abc_g_aig|exact_e4m3fn_add_high_plus_low|full_output_shared_paths,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex240,ex240|E4M3FN packed add|nested gap/max exponent table and significand pair correction|shared sorted magnitude decode with local table correction|synth_preset_aig|exact_e4m3fn_add_high_plus_low|nested_shared_table,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex241,ex241|E4M3FN packed multiply|outer exponent sum table with inner 4x4 product table|shared sign xor exponent sum and product key|synth_preset_aig|exact_e4m3fn_mul_high_times_low|nested_shared_table,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex241,ex241|E4M3FN packed multiply|outer exponent sum table with inner 4x4 product table|shared sign xor exponent sum and product key|abc_g_aig|exact_e4m3fn_mul_high_times_low|nested_shared_table,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex241,ex241|E4M3FN packed multiply|product normalization formula with exact rounding exceptions|shared product and exponent-sum decode|synth_preset_aig|exact_e4m3fn_mul_high_times_low|formula_with_exception_overlay,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex242,ex242|E4M3FN packed low-over-high division|sparse exponent-delta and significand-pair field table|shared divisor special decode and quotient field table|synth_preset_aig|exact_e4m3fn_div_low_over_high|sparse_shared_field_table,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex242,ex242|E4M3FN packed low-over-high division|sparse exponent-delta and significand-pair field table|shared divisor special decode and quotient field table|abc_g_aig|exact_e4m3fn_div_low_over_high|sparse_shared_field_table,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex242,ex242|E4M3FN packed low-over-high division|compact quotient formula with per-bit exception overlay|shared exponent-delta quotient decode|synth_preset_aig|exact_e4m3fn_div_low_over_high|formula_with_bit_exception_overlay,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex244,ex244|E4M3FN packed hypot|max magnitude plus max-eff/gap/sig delta BDD|shared abs max/min decode and delta correction|synth_preset_aig|exact_e4m3fn_hypot_abs_high_low|max_plus_delta_shared_bdd,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex244,ex244|E4M3FN packed hypot|max magnitude plus max-eff/gap/sig delta BDD|shared abs max/min decode and delta correction|abc_g_aig|exact_e4m3fn_hypot_abs_high_low|max_plus_delta_shared_bdd,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex244,ex244|E4M3FN packed hypot|max-eff threshold pack with parallel min-sig predicates|shared max/min decode and packed threshold predicates|synth_preset_aig|exact_e4m3fn_hypot_abs_high_low|threshold_delta_predicate_bits,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex245,ex245|E5M2FN packed add|small-gap class formula|shared gap max/min significand decode|synth_preset_aig|exact_e5m2fn_add_high_plus_low|gap_class_shared_formula,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex245,ex245|E5M2FN packed add|small-gap class formula|shared gap max/min significand decode|abc_g_aig|exact_e5m2fn_add_high_plus_low|gap_class_shared_formula,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex245,ex245|E5M2FN packed add|decoded integer add/sub with RNE normalizer|shared signed magnitude arithmetic path|synth_preset_aig|exact_e5m2fn_add_high_plus_low|single_normalizer_full_output,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex246,ex246|E5M2FN packed multiply|product-class formula with seed12 unreachable-code completion|shared sign xor exponent sum product class|synth_preset_aig|exact_e5m2fn_mul_high_times_low|product_class_shared_formula,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex246,ex246|E5M2FN packed multiply|product-class formula with seed12 unreachable-code completion|shared sign xor exponent sum product class|abc_g_aig|exact_e5m2fn_mul_high_times_low|product_class_shared_formula,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex246,ex246|E5M2FN packed multiply|sigpair product-code table plus product-class completion|shared product-code decode and boundary reassembly|synth_preset_aig|exact_e5m2fn_mul_high_times_low|factored_product_code,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex247,ex247|E5M2FN packed low-over-high division|denominator-nested bound/smallpat classifier|shared denominator decode and low-underflow pattern reconstruction|synth_preset_aig|exact_e5m2fn_div_low_over_high|nested_denominator_attribute_table,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex247,ex247|E5M2FN packed low-over-high division|denominator-nested bound/smallpat classifier|shared denominator decode and low-underflow pattern reconstruction|abc_g_aig|exact_e5m2fn_div_low_over_high|nested_denominator_attribute_table,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex247,ex247|E5M2FN packed low-over-high division|denominator-nested quotient class plus 2-bit underflow pattern|shared quotient classifier and pattern reassembly|synth_preset_aig|exact_e5m2fn_div_low_over_high|nested_quotient_class,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex248,ex248|E5M2FN packed fmod|periodic 2^delta modulo significand remainder|shared divisor period and remainder normalizer|abc_g_aig|exact_e5m2fn_fmod_low_by_high|periodic_remainder_shared_table,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex248,ex248|E5M2FN packed fmod|periodic 2^delta modulo significand remainder|shared divisor period and remainder normalizer|synth_preset_aig|exact_e5m2fn_fmod_low_by_high|periodic_remainder_shared_table,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex248,ex248|E5M2FN packed fmod|periodic remainder with formula normalizer|shared period decode and normalization path|synth_preset_aig|exact_e5m2fn_fmod_low_by_high|formula_normalizer_full_output,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex249,ex249|E5M2FN packed hypot|raw-exponent gap0/gap1 threshold predicates|shared abs max/min decode and saturation guard|synth_preset_aig|exact_e5m2fn_hypot_abs_high_low|threshold_delta_predicate_bits,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex249,ex249|E5M2FN packed hypot|raw-exponent gap0/gap1 threshold predicates|shared abs max/min decode and saturation guard|abc_g_aig|exact_e5m2fn_hypot_abs_high_low|threshold_delta_predicate_bits,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex249,ex249|E5M2FN packed hypot|max magnitude plus delta BDD key-major order|shared abs max/min decode and delta BDD|synth_preset_aig|exact_e5m2fn_hypot_abs_high_low|max_plus_delta_shared_bdd,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex253,ex253|unsigned 2-bit lane reduction to E4M3FN|low/high bit popcounts plus reachable lane-sum qcase|shared weighted popcount and quantization table|default|exact_u2_sum8_times2_to_e4m3fn|popcount_shared_quant_case,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex253,ex253|unsigned 2-bit lane reduction to E4M3FN|low/high bit popcounts plus reachable lane-sum qcase|shared weighted popcount and quantization table|abc_g_aig|exact_u2_sum8_times2_to_e4m3fn|popcount_shared_quant_case,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex253,ex253|unsigned 2-bit lane reduction to E4M3FN|direct two-dimensional hi-count/lo-count quant table|shared weighted popcount with grouped quant output|default|exact_u2_sum8_times2_to_e4m3fn|2d_count_grouped_output_case,equivalent_but_no_frontend_gain,,repeat_only_with_new_structure,do not repeat unchanged,float-fp8-agent,2026-06-12,
ex285,ex285|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,equivalent_but_bad_qor,official equivalent but ADP does not beat current frontend best,do_not_repeat_as_is,do not repeat unchanged; require a materially different representation or sharing strategy,unknown-a-agent,2026-06-12,Generated in shard ex200_ex299_frontend_parallel_shared_20260612_1422
ex286,ex286|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,equivalent_but_bad_qor,official equivalent but ADP does not beat current frontend best,do_not_repeat_as_is,do not repeat unchanged; require a materially different representation or sharing strategy,unknown-a-agent,2026-06-12,Generated in shard ex200_ex299_frontend_parallel_shared_20260612_1422
ex287,ex287|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,equivalent_but_bad_qor,official equivalent but ADP does not beat current frontend best,do_not_repeat_as_is,do not repeat unchanged; require a materially different representation or sharing strategy,unknown-a-agent,2026-06-12,Generated in shard ex200_ex299_frontend_parallel_shared_20260612_1422
