round,run_id,agent_id,case,candidate_id,official_status,equivalent,area,delay,adp,reference_adp,current_adp,frontend_best_adp,verilog_path,aig_path,log_path,notes,output_dir,evaluate_log,runtime_sec,method_signature,shard_csv,frontend_adp,eval_log,status,improves_frontend,beats_current,beats_reference,hypothesis,variant,verified_truth,current_frontend_adp,improves_current,eval_status,synth_log,domain,family,representation,sharing_strategy,shared_structure,synth_flow,simulation_pass,beats_frontend,evaluate_status
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_hi1_rest_abc_g_aig,OK,1,10737,20,214740,,,,,,,adjacent neighbor above r77 bit15_14 versus bit13_0 split; source student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex223/verilog/ex223_semantic_special_nested_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_hi1_rest_abc_g_aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_hi1_rest_abc_g_aig/ex223_r79_split_hi1_rest_abc_g_aig.evaluate.py.log,1.437,ex223|fp16_log_round79_frontend_best_output_boundary|frontend_best_source_split_after_bit15|adjacent_output_split_with_bit15_separated_from_bits14_0|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/evaluation_results.csv,,,,,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_hi3_rest_abc_g_aig,OK,1,10740,19,204060,,,,,,,adjacent neighbor below r77 bit15_14 versus bit13_0 split; source student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex223/verilog/ex223_semantic_special_nested_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_hi3_rest_abc_g_aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_hi3_rest_abc_g_aig/ex223_r79_split_hi3_rest_abc_g_aig.evaluate.py.log,1.410,ex223|fp16_log_round79_frontend_best_output_boundary|frontend_best_source_split_after_bit13|adjacent_output_split_with_bits15_13_separated_from_bits12_0|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/evaluation_results.csv,,,,,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_hi4_rest_abc_g_aig,OK,1,10727,20,214540,,,,,,,bounded wider neighbor around the high/low source boundary; source student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex223/verilog/ex223_semantic_special_nested_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_hi4_rest_abc_g_aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_hi4_rest_abc_g_aig/ex223_r79_split_hi4_rest_abc_g_aig.evaluate.py.log,1.416,ex223|fp16_log_round79_frontend_best_output_boundary|frontend_best_source_split_after_bit12|wider_high_output_split_with_bits15_12_separated_from_bits11_0|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/evaluation_results.csv,,,,,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_b15_b14_low_abc_g_aig,OK,1,10719,19,203661,,,,,,,single-bit high-run boundary split around r77 grouped high output; source student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex223/verilog/ex223_semantic_special_nested_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_b15_b14_low_abc_g_aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_b15_b14_low_abc_g_aig/ex223_r79_split_b15_b14_low_abc_g_aig.evaluate.py.log,1.401,ex223|fp16_log_round79_frontend_best_output_boundary|frontend_best_source_single_high_bits_split|single-bit_splits_for_both_high-run_outputs_and_one_low_residual_group|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/evaluation_results.csv,,,,,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_b13_single_abc_g_aig,OK,1,10738,19,204022,,,,,,,area-heavy bit probe uses the residual MSB adjacent to the useful r77 boundary; source student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex223/verilog/ex223_semantic_special_nested_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_b13_single_abc_g_aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_b13_single_abc_g_aig/ex223_r79_split_b13_single_abc_g_aig.evaluate.py.log,1.396,ex223|fp16_log_round79_frontend_best_output_boundary|frontend_best_source_single_bit13_split|single_low-msb-adjacent_bit_split_at_bit13_with_high_bits_grouped|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/evaluation_results.csv,,,,,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_b12_single_abc_g_aig,OK,1,10743,20,214860,,,,,,,second bounded area-heavy neighbor below bit13; source student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex223/verilog/ex223_semantic_special_nested_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_b12_single_abc_g_aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_b12_single_abc_g_aig/ex223_r79_split_b12_single_abc_g_aig.evaluate.py.log,1.405,ex223|fp16_log_round79_frontend_best_output_boundary|frontend_best_source_single_bit12_split|single_adjacent_residual_bit_split_at_bit12|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/evaluation_results.csv,,,,,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_hi2_keep_highrun_abc_g_aig,OK,1,10727,19,203813,,,,,,,keep high-run boundary without replaying r77 decode_keep; source student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex223/verilog/ex223_semantic_special_nested_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_hi2_keep_highrun_abc_g_aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_hi2_keep_highrun_abc_g_aig/ex223_r79_split_hi2_keep_highrun_abc_g_aig.evaluate.py.log,1.386,ex223|fp16_log_round79_frontend_best_output_boundary|frontend_best_source_r77_boundary_keep_highrun|r77_high-vs-low_output_split_with_keep_only_on_high-run_output_regs|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/evaluation_results.csv,,,,,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex223,ex223_r79_split_hi3_keep_highrun_abc_g_aig,OK,1,10750,19,204250,,,,,,,keep high-run boundary on the lower adjacent split; source student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex223/verilog/ex223_semantic_special_nested_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_hi3_keep_highrun_abc_g_aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex223/official_eval/ex223_r79_split_hi3_keep_highrun_abc_g_aig/ex223_r79_split_hi3_keep_highrun_abc_g_aig.evaluate.py.log,1.403,ex223|fp16_log_round79_frontend_best_output_boundary|frontend_best_source_bit13_boundary_keep_highrun|adjacent_bit13_output_split_with_keep_only_on_high-run_output_regs|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/evaluation_results.csv,,,,,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex225,ex225_r79_split_hi1_rest_abc_g_aig,OK,1,11535,19,219165,,,,,,,adjacent neighbor above r77 bit15_14 versus bit13_0 split; source student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex225/verilog/ex225_log_sparse_residual_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex225/official_eval/ex225_r79_split_hi1_rest_abc_g_aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex225/official_eval/ex225_r79_split_hi1_rest_abc_g_aig/ex225_r79_split_hi1_rest_abc_g_aig.evaluate.py.log,1.379,ex225|fp16_log10_round79_frontend_best_output_boundary|frontend_best_source_split_after_bit15|adjacent_output_split_with_bit15_separated_from_bits14_0|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/evaluation_results.csv,,,,,,,,,,,,,,,,,,,,,,
,frontend_source_parallel_round79_20260613_1838,sub-fp16-source-r79,ex225,ex225_r79_split_hi3_rest_abc_g_aig,OK,1,11521,20,230420,,,,,,,adjacent neighbor below r77 bit15_14 versus bit13_0 split; source student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex225/verilog/ex225_log_sparse_residual_low14_hi5.v,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex225/official_eval/ex225_r79_split_hi3_rest_abc_g_aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex225/official_eval/ex225_r79_split_hi3_rest_abc_g_aig/ex225_r79_split_hi3_rest_abc_g_aig.evaluate.py.log,1.381,ex225|fp16_log10_round79_frontend_best_output_boundary|frontend_best_source_split_after_bit13|adjacent_output_split_with_bits15_13_separated_from_bits12_0|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/frontend_campaigns/campaigns/frontend_source_parallel_round79_20260613_1838/agent_shards/sub-fp16-source-r79/evaluation_results.csv,,,,,,,,,,,,,,,,,,,,,,
