case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex220,ex220_fp16_exp_positive_default_exp_mant_case,fp16_exp,positive_default_exp_mant_case,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex220/verilog/ex220_fp16_exp_positive_default_exp_mant_case.v,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex220/aigs/ex220_fp16_exp_positive_default_exp_mant_case.aig,1,1,10794,22,237468,180404,1.316312,1,0,structural_exact,,diverse_default,seed,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/results/candidates.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex220/verilog/ex220_fp16_exp_positive_default_exp_mant_case.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex220/aigs/ex220_fp16_exp_positive_default_exp_mant_case.aig,structural_exact FP16 curated frontend candidate
ex220,ex220_fp16_exp_sign_exp_mant_case,fp16_exp,sign_exp_mant_case,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex220/verilog/ex220_fp16_exp_sign_exp_mant_case.v,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex220/aigs/ex220_fp16_exp_sign_exp_mant_case.aig,1,1,10798,22,237556,180404,1.316800,1,0,structural_exact,,top_adp,seed,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/results/candidates.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex220/verilog/ex220_fp16_exp_sign_exp_mant_case.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex220/aigs/ex220_fp16_exp_sign_exp_mant_case.aig,structural_exact FP16 curated frontend candidate
ex220,ex220_fp16_exp_semantic_sign_exp_field_defaults,fp16_exp,semantic_sign_exp_field_defaults,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex220/verilog/ex220_fp16_exp_semantic_sign_exp_field_defaults.v,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex220/aigs/ex220_fp16_exp_semantic_sign_exp_field_defaults.aig,1,1,10836,23,249228,180404,1.381499,1,0,semantic_hybrid,,diverse_semantic,seed,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/results/candidates.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex220/verilog/ex220_fp16_exp_semantic_sign_exp_field_defaults.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex220/aigs/ex220_fp16_exp_semantic_sign_exp_field_defaults.aig,semantic_hybrid FP16 frontend candidate
ex220,ex220_fp16_exp_sign_exp_default_expr_case,fp16_exp,sign_exp_default_expr_case,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex220/verilog/ex220_fp16_exp_sign_exp_default_expr_case.v,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex220/aigs/ex220_fp16_exp_sign_exp_default_expr_case.aig,1,1,10874,23,250102,180404,1.386344,1,0,semantic_hybrid,,top_adp,seed,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/results/candidates.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex220/verilog/ex220_fp16_exp_sign_exp_default_expr_case.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex220/aigs/ex220_fp16_exp_sign_exp_default_expr_case.aig,semantic_hybrid FP16 frontend candidate
ex221,ex221_fp16_exp2_exp_mant_pair_case,fp16_exp2,exp_mant_pair_case,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex221/verilog/ex221_fp16_exp2_exp_mant_pair_case.v,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex221/aigs/ex221_fp16_exp2_exp_mant_pair_case.aig,1,1,6974,22,153428,105655,1.452160,1,0,structural_exact,,diverse_other,seed,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/results/candidates.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex221/verilog/ex221_fp16_exp2_exp_mant_pair_case.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex221/aigs/ex221_fp16_exp2_exp_mant_pair_case.aig,structural_exact FP16 curated frontend candidate
ex221,ex221_fp16_exp2_positive_default_exp_mant_case,fp16_exp2,positive_default_exp_mant_case,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex221/verilog/ex221_fp16_exp2_positive_default_exp_mant_case.v,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex221/aigs/ex221_fp16_exp2_positive_default_exp_mant_case.aig,1,1,6977,22,153494,105655,1.452785,1,0,structural_exact,,diverse_default,seed,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/results/candidates.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex221/verilog/ex221_fp16_exp2_positive_default_exp_mant_case.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex221/aigs/ex221_fp16_exp2_positive_default_exp_mant_case.aig,structural_exact FP16 curated frontend candidate
ex221,ex221_fp16_exp2_semantic_sign_exp_field_defaults,fp16_exp2,semantic_sign_exp_field_defaults,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex221/verilog/ex221_fp16_exp2_semantic_sign_exp_field_defaults.v,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex221/aigs/ex221_fp16_exp2_semantic_sign_exp_field_defaults.aig,1,1,6980,22,153560,105655,1.453410,1,0,semantic_hybrid,,top_adp,seed,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/results/candidates.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex221/verilog/ex221_fp16_exp2_semantic_sign_exp_field_defaults.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex221/aigs/ex221_fp16_exp2_semantic_sign_exp_field_defaults.aig,semantic_hybrid FP16 frontend candidate
ex221,ex221_fp16_exp2_sign_exp_mant_case,fp16_exp2,sign_exp_mant_case,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex221/verilog/ex221_fp16_exp2_sign_exp_mant_case.v,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex221/aigs/ex221_fp16_exp2_sign_exp_mant_case.aig,1,1,7032,22,154704,105655,1.464237,1,0,structural_exact,,top_adp,seed,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/results/candidates.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex221/verilog/ex221_fp16_exp2_sign_exp_mant_case.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex221/aigs/ex221_fp16_exp2_sign_exp_mant_case.aig,structural_exact FP16 curated frontend candidate
ex222,ex222_fp16_exp10_sign_exp_default_expr_case,fp16_exp10,sign_exp_default_expr_case,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex222/verilog/ex222_fp16_exp10_sign_exp_default_expr_case.v,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex222/aigs/ex222_fp16_exp10_sign_exp_default_expr_case.aig,1,1,10629,22,233838,173621,1.346830,1,0,semantic_hybrid,,diverse_semantic,seed,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/results/candidates.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex222/verilog/ex222_fp16_exp10_sign_exp_default_expr_case.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex222/aigs/ex222_fp16_exp10_sign_exp_default_expr_case.aig,semantic_hybrid FP16 frontend candidate
ex222,ex222_fp16_exp10_exp_mant_pair_case,fp16_exp10,exp_mant_pair_case,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex222/verilog/ex222_fp16_exp10_exp_mant_pair_case.v,student/seeds/fp16/ex220_ex239_backend_candidates_20260608_1008/ex222/aigs/ex222_fp16_exp10_exp_mant_pair_case.aig,1,1,10645,22,234190,173621,1.348858,1,0,structural_exact,,diverse_other,seed,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/results/candidates.csv,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex222/verilog/ex222_fp16_exp10_exp_mant_pair_case.v,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex222/aigs/ex222_fp16_exp10_exp_mant_pair_case.aig,structural_exact FP16 curated frontend candidate
