case,candidate_id,family_id,parent_id,parent_hash,source,tool,tool_chain,command,command_expanded,params_json,aig_path,aig_hash,verilog_path,seed_origin,area,delay,adp,parent_area,parent_delay,parent_adp,delta_area,delta_delay,delta_adp,equivalent,round,phase,tier,runtime_sec,is_pareto,is_near_pareto,is_active,is_new_pareto,duplicate_of,notes
ex200,ex200_r005_mockturtle_mockturtle_balance_resub_pex200_r004_mockturtle_mo_a3587_d15_adp53805_277a524a,alt03,ex200_r004_mockturtle_mockturtle_balance_resub_pex200_r003_mockturtle_mo_a3588_d15_adp53820_1a9d0af6,1a9d0af687e0a72a612ec36aa007759c2896124f29ff59be68479b2bfe5e7169,mockturtle,mockturtle,mockturtle_balance_resub,balance_resub,balance_resub,"{""flow"": ""balance_resub""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_resub_pex200_r004_mockturtle_mo_a3587_d15_adp53805_277a524a.aig,277a524abc38b0487511132d80abd73d60a4151e808023b21aeecb4ac6058fc9,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3587,15,53805,3588,15,53820,-1,0,-15,1,5,mockturtle,0,0.825,1,0,1,1,,
ex200,ex200_r004_mockturtle_mockturtle_balance_resub_pex200_r003_mockturtle_mo_a3588_d15_adp53820_1a9d0af6,alt03,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dc2_d_a3589_d15_adp53835_1e1a6e1b,1e1a6e1bfe9f763569965b6055e28d6172273fda0ad2fd1bab6e0c79d01e5bd7,mockturtle,mockturtle,mockturtle_balance_resub,balance_resub,balance_resub,"{""flow"": ""balance_resub""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_balance_resub_pex200_r003_mockturtle_mo_a3588_d15_adp53820_1a9d0af6.aig,1a9d0af687e0a72a612ec36aa007759c2896124f29ff59be68479b2bfe5e7169,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3588,15,53820,3589,15,53835,-1,0,-15,1,4,mockturtle,0,0.790,0,1,1,1,,
ex200,ex200_r005_mockturtle_mockturtle_balance_resub_pex200_r004_mockturtle_mo_a3588_d15_adp53820_6231504e,alt03,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3589_d15_adp53835_43000d8d,43000d8df3f0b918aae90829c97f59de7fb6cc991b5b0df1c224ac5cfbd7d709,mockturtle,mockturtle,mockturtle_balance_resub,balance_resub,balance_resub,"{""flow"": ""balance_resub""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_resub_pex200_r004_mockturtle_mo_a3588_d15_adp53820_6231504e.aig,6231504ecf9a7b235c9271878171985925963d96740a0019466c473006686ed9,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3588,15,53820,3589,15,53835,-1,0,-15,1,5,mockturtle,0,0.774,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3588_d15_adp53820_7bddf41c,alt03,ex200_r004_mockturtle_mockturtle_balance_resub_pex200_r003_mockturtle_mo_a3588_d15_adp53820_1a9d0af6,1a9d0af687e0a72a612ec36aa007759c2896124f29ff59be68479b2bfe5e7169,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3588_d15_adp53820_7bddf41c.aig,7bddf41c286aa01df9d3f51c1330038ea485dce3680bc5395e0e4f1592a28886,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3588,15,53820,3588,15,53820,0,0,0,1,5,mockturtle,0,0.633,0,1,1,,,
ex200,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dc2_d_a3589_d15_adp53835_1e1a6e1b,alt03,ex200_r002_abc_abc_dc2_dch_pex200_r001_abc_abc_dc2_d_a3601_d15_adp54015_f1b5c666,f1b5c6665a2f1a35c41c1516f2d71ce0b7537638c483b5ac9ed496427410f288,mockturtle,mockturtle,mockturtle_resub_balance,resub_balance,resub_balance,"{""flow"": ""resub_balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dc2_d_a3589_d15_adp53835_1e1a6e1b.aig,1e1a6e1bfe9f763569965b6055e28d6172273fda0ad2fd1bab6e0c79d01e5bd7,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3589,15,53835,3601,15,54015,-12,0,-180,1,3,mockturtle,0,0.751,0,1,1,1,,
ex200,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3589_d15_adp53835_43000d8d,alt03,ex200_r003_mockturtle_mockturtle_balance_pex200_r002_abc_abc_dc2_d_a3601_d15_adp54015_99b85fb8,99b85fb82800ac51e4cf242eb5a9c26289fcf64f2873805efbaba0cbcee59147,mockturtle,mockturtle,mockturtle_resub_balance,resub_balance,resub_balance,"{""flow"": ""resub_balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3589_d15_adp53835_43000d8d.aig,43000d8df3f0b918aae90829c97f59de7fb6cc991b5b0df1c224ac5cfbd7d709,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3589,15,53835,3601,15,54015,-12,0,-180,1,4,mockturtle,0,0.827,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3589_d15_adp53835_80afe23b,alt03,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3589_d15_adp53835_43000d8d,43000d8df3f0b918aae90829c97f59de7fb6cc991b5b0df1c224ac5cfbd7d709,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3589_d15_adp53835_80afe23b.aig,80afe23bfb61e42545023eda3a67eb386798d9c0c8fb30012415c03ca04e95ed,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3589,15,53835,3589,15,53835,0,0,0,1,5,mockturtle,0,0.644,0,1,1,,,
ex200,ex200_r004_mockturtle_mockturtle_balance_pex200_r003_mockturtle_mo_a3589_d15_adp53835_c777614a,alt03,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dc2_d_a3589_d15_adp53835_1e1a6e1b,1e1a6e1bfe9f763569965b6055e28d6172273fda0ad2fd1bab6e0c79d01e5bd7,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_balance_pex200_r003_mockturtle_mo_a3589_d15_adp53835_c777614a.aig,c777614a84646c1d883f70e6c75292e02d7eb31e048b18e624a35a8393e76dec,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3589,15,53835,3589,15,53835,0,0,0,1,4,mockturtle,0,0.706,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3589_d15_adp53835_fb1f9dfe,alt03,ex200_r004_mockturtle_mockturtle_balance_pex200_r003_mockturtle_mo_a3589_d15_adp53835_c777614a,c777614a84646c1d883f70e6c75292e02d7eb31e048b18e624a35a8393e76dec,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3589_d15_adp53835_fb1f9dfe.aig,fb1f9dfe2f9f2e5f0ec2858cdc08940cb70bfe34640469002de772c90bde440c,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3589,15,53835,3589,15,53835,0,0,0,1,5,mockturtle,0,0.635,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_resub_pex200_r004_mockturtle_mo_a3596_d15_adp53940_1298aa97,alt03,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_2c0264dc,2c0264dc8c4d29b9e48c36e3369a7bd517462921c90762fffa1b11efc7c55d25,mockturtle,mockturtle,mockturtle_resub,resub,resub,"{""flow"": ""resub""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_resub_pex200_r004_mockturtle_mo_a3596_d15_adp53940_1298aa97.aig,1298aa97b51bbfa4a5c1a4943c0f9cf2ebac2534138acd4d0bd3e24270986011,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3596,15,53940,3597,15,53955,-1,0,-15,1,5,mockturtle,0,0.809,0,1,1,,,
