case,candidate_id,status,area,delay,adp,expected_adp,aig_path,notes
ex200,ex200_bf16_sparse_residual_hilo3_abc_g_aig,OK,3627,15,54405,54405,student/new_seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_sparse_residual_hilo3_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,OK,1647,14,23058,23058,student/new_seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex202,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,OK,3478,16,55648,55648,student/new_seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex203,ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2,OK,4544,17,77248,77248,student/new_seeds/bf16/ex200_ex219_current/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex204,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_aig,OK,1536,16,24576,24576,student/new_seeds/bf16/ex200_ex219_current/ex204/aigs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex205,ex205_r27_seedcopy_synth_preset_aig,OK,4410,16,70560,70560,student/new_seeds/bf16/ex200_ex219_current/ex205/aigs/ex205_r27_seedcopy_synth_preset_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex206,ex206_bf16_sin_odd_pos_fullword_h4,OK,26872,21,564312,564312,student/new_seeds/bf16/ex200_ex219_current/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_h4.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex207,ex207_bf16_tan_odd_pos_fullword_expflip_h4,OK,29873,21,627333,627333,student/new_seeds/bf16/ex200_ex219_current/ex207/aigs/ex207_bf16_tan_odd_pos_fullword_expflip_h4.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex208,ex208_bf16_sinh_default_in_const_excepts_h4,OK,2167,15,32505,32505,student/new_seeds/bf16/ex200_ex219_current/ex208/aigs/ex208_bf16_sinh_default_in_const_excepts_h4.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex209,ex209_bf16_tanh_sign_exp_default_expr_casez,OK,756,13,9828,9828,student/new_seeds/bf16/ex200_ex219_current/ex209/aigs/ex209_bf16_tanh_sign_exp_default_expr_casez.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex210,ex210_bf16_sigmoid_const_default_3f80_h3,OK,2232,15,33480,33480,student/new_seeds/bf16/ex200_ex219_current/ex210/aigs/ex210_bf16_sigmoid_const_default_3f80_h3.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex211,ex211_bf16_reciprocal_hand_recip_formula_signmag_lut,OK,273,11,3003,3003,student/new_seeds/bf16/ex200_ex219_current/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex212,ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1,OK,281,11,3091,3091,student/new_seeds/bf16/ex200_ex219_current/ex212/aigs/ex212_bf16_square_delta_pair_mode_hilo4_bits_15_bh1.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex213,ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1,OK,346,11,3806,3806,student/new_seeds/bf16/ex200_ex219_current/ex213/aigs/ex213_bf16_sqrt_sep_fields_e2_m3_s3_bits_1_bh1.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex214,ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig,OK,324,11,3564,3564,student/new_seeds/bf16/ex200_ex219_current/ex214/aigs/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex215,ex215_r8_caseattrs_abc_g_aig,OK,389,12,4668,4668,student/new_seeds/bf16/ex200_ex219_current/ex215/aigs/ex215_r8_caseattrs_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex216,ex216_r4_current_source_abc_g_aig,OK,440,13,5720,5720,student/new_seeds/bf16/ex200_ex219_current/ex216/aigs/ex216_r4_current_source_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15,OK,623,13,8099,8099,student/new_seeds/bf16/ex200_ex219_current/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex218,ex218_field_selector_abc_g_aig,OK,457,13,5941,5941,student/new_seeds/bf16/ex200_ex219_current/ex218/aigs/ex218_field_selector_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex219,ex219_r4_current_source_abc_g_aig,OK,657,13,8541,8541,student/new_seeds/bf16/ex200_ex219_current/ex219/aigs/ex219_r4_current_source_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
