case,candidate_id,status,area,delay,adp,expected_adp,aig_path,notes
ex220,ex220_fp16_exp_exp_mant_pair_case,OK,10754,22,236588,236588,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex220/aigs/ex220_fp16_exp_exp_mant_pair_case.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex221,ex221_fp16_exp2_semantic_positive_field_defaults,OK,6968,21,146328,146328,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex221/aigs/ex221_fp16_exp2_semantic_positive_field_defaults.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex222,ex222_fp16_exp10_positive_default_exp_mant_case,OK,10615,22,233530,233530,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex222/aigs/ex222_fp16_exp10_positive_default_exp_mant_case.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex223,ex223_log_nested_low11_hi5_abc_g_aig,OK,10753,19,204307,204307,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex223/aigs/ex223_log_nested_low11_hi5_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex224,ex224_log_nested_low12_hi6_abc_g_aig,OK,6014,16,96224,96224,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex224/aigs/ex224_log_nested_low12_hi6_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex225,ex225_log_nested_low12_hi5_abc_g_aig,OK,11533,19,219127,219127,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex225/aigs/ex225_log_nested_low12_hi5_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex226,ex226_positive_default_exp_mant_case_abc_g_aig,OK,33356,22,733832,733832,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex226/aigs/ex226_positive_default_exp_mant_case_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex227,ex227_positive_default_exp_mant_case_abc_g_aig,OK,40629,22,893838,893838,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex227/aigs/ex227_positive_default_exp_mant_case_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex228,ex228_semantic_sign_exp_field_defaults_abc_g_aig,OK,6627,20,132540,132540,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex228/aigs/ex228_semantic_sign_exp_field_defaults_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex229,ex229_semantic_positive_field_defaults_abc_g_aig,OK,3971,19,75449,75449,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex229/aigs/ex229_semantic_positive_field_defaults_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex230,ex230_exp_mant_pair_case_abc_g_aig,OK,6969,20,139380,139380,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex230/aigs/ex230_exp_mant_pair_case_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex231,ex231_nested_bits9_hi6_abc_g_aig,OK,1163,14,16282,16282,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex231/aigs/ex231_nested_bits9_hi6_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex232,ex232_exp_formula_hi9_8_low8_nested_hi6_abc_g_aig,OK,1240,13,16120,16120,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex232/aigs/ex232_exp_formula_hi9_8_low8_nested_hi6_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex233,ex233_nested_bits9_8_hi6_abc_g_aig,OK,1530,15,22950,22950,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex233/aigs/ex233_nested_bits9_8_hi6_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex234,ex234_nested_bits9_8_hi5_abc_g_aig,OK,1351,17,22967,22967,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex234/aigs/ex234_nested_bits9_8_hi5_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex235,ex235_direct_special_low8_hi6_synth_preset,OK,1628,14,22792,22792,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex235/aigs/ex235_direct_special_low8_hi6_synth_preset.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex236,ex236_core_clamp_hi6_abc_g_aig,OK,1432,15,21480,21480,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex236/aigs/ex236_core_clamp_hi6_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex237,ex237_direct_special_low10_hi6_synth_preset,OK,1889,16,30224,30224,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex237/aigs/ex237_direct_special_low10_hi6_synth_preset.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex238,ex238_core_boundary_low12_hi6_synth_preset,OK,1502,15,22530,22530,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex238/aigs/ex238_core_boundary_low12_hi6_synth_preset.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
ex239,ex239_direct_special_low7_hi6_abc_g_aig,OK,2026,16,32416,32416,student/seeds/fp16/ex220_ex239_backend_start_20260608_1008/ex239/aigs/ex239_direct_special_low7_hi6_abc_g_aig.aig,official evaluate.py function recheck on 2026-06-08; equivalent and ADP matched best.csv
