case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,status,verilog_path,aig_path,log_path,notes
ex247,float_fp8,local-fp8-extra-r48,ex247_r48_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex247|frontend_best_structural_remap|abc_diverse_mfs_dc2|preserve_frontend_source_shared_logic|parent_ex247_r34_compress2rs_area_from_frontend_best|mfs_dc2|official_evaluate|full_word,abc_failed,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex247/aigs/ex247_r48_mfs_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex247/logs/ex247_r48_mfs_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex247,float_fp8,local-fp8-extra-r48,ex247_r48_mfs_rwz_mfs_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_rwz_mfs,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex247|frontend_best_structural_remap|abc_diverse_mfs_rwz_mfs|preserve_frontend_source_shared_logic|parent_ex247_r34_compress2rs_area_from_frontend_best|mfs_rwz_mfs|official_evaluate|full_word,abc_failed,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex247/aigs/ex247_r48_mfs_rwz_mfs_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex247/logs/ex247_r48_mfs_rwz_mfs_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex247,float_fp8,local-fp8-extra-r48,ex247_r48_ssw_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow ssw_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex247|frontend_best_structural_remap|abc_diverse_ssw_dc2|preserve_frontend_source_shared_logic|parent_ex247_r34_compress2rs_area_from_frontend_best|ssw_dc2|official_evaluate|full_word,abc_failed,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex247/aigs/ex247_r48_ssw_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex247/logs/ex247_r48_ssw_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex247,float_fp8,local-fp8-extra-r48,ex247_r48_fraig_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow fraig_mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex247|frontend_best_structural_remap|abc_diverse_fraig_mfs_dc2|preserve_frontend_source_shared_logic|parent_ex247_r34_compress2rs_area_from_frontend_best|fraig_mfs_dc2|official_evaluate|full_word,abc_failed,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex247/aigs/ex247_r48_fraig_mfs_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex247/logs/ex247_r48_fraig_mfs_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex247,float_fp8,local-fp8-extra-r48,ex247_r48_choice_if4_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow choice_if4_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex247|frontend_best_structural_remap|abc_diverse_choice_if4_dc2|preserve_frontend_source_shared_logic|parent_ex247_r34_compress2rs_area_from_frontend_best|choice_if4_dc2|official_evaluate|full_word,abc_failed,student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex247/aigs/ex247_r48_choice_if4_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex247/logs/ex247_r48_choice_if4_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex246|frontend_best_structural_remap|abc_diverse_mfs_dc2|preserve_frontend_source_shared_logic|parent_ex246_r32_resyn2rs_area_from_frontend_best|mfs_dc2|official_evaluate|full_word,abc_failed,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_mfs_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_mfs_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_mfs_rwz_mfs_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_rwz_mfs,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex246|frontend_best_structural_remap|abc_diverse_mfs_rwz_mfs|preserve_frontend_source_shared_logic|parent_ex246_r32_resyn2rs_area_from_frontend_best|mfs_rwz_mfs|official_evaluate|full_word,abc_failed,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_mfs_rwz_mfs_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_mfs_rwz_mfs_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_ssw_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow ssw_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex246|frontend_best_structural_remap|abc_diverse_ssw_dc2|preserve_frontend_source_shared_logic|parent_ex246_r32_resyn2rs_area_from_frontend_best|ssw_dc2|official_evaluate|full_word,abc_failed,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_ssw_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_ssw_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_fraig_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow fraig_mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex246|frontend_best_structural_remap|abc_diverse_fraig_mfs_dc2|preserve_frontend_source_shared_logic|parent_ex246_r32_resyn2rs_area_from_frontend_best|fraig_mfs_dc2|official_evaluate|full_word,abc_failed,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_fraig_mfs_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_fraig_mfs_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
ex246,float_fp8,local-fp8-extra-r48,ex246_r48_choice_if4_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow choice_if4_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,ex246|frontend_best_structural_remap|abc_diverse_choice_if4_dc2|preserve_frontend_source_shared_logic|parent_ex246_r32_resyn2rs_area_from_frontend_best|choice_if4_dc2|official_evaluate|full_word,abc_failed,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/aigs/ex246_r48_choice_if4_dc2_from_frontend_best.aig,student/work/ex246_ex247_frontend_gt2_extra_remap_round48_20260613_0855/local-fp8-extra-r48/ex246/logs/ex246_r48_choice_if4_dc2_from_frontend_best.abc.log,RuntimeError: ABC failed or did not create output
