case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,observed_sharing,area_delay_tradeoff,notes
ex249,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_bal_rw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_bal_rw|preserve_current_frontend_structure_rebalance_rewrite|abc_bal_rw|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=168 delay=26 adp=4368 old=4368,synth-flow micro candidate
ex249,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_rwz_rf from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_rwz_rf|preserve_current_frontend_structure_rebalance_rewrite|abc_rwz_rf|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=168 delay=26 adp=4368 old=4368,synth-flow micro candidate
ex249,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_dc2 from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_dc2|preserve_current_frontend_structure_rebalance_rewrite|abc_dc2|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=168 delay=29 adp=4872 old=4368,synth-flow micro candidate
ex249,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_dch from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_dch|preserve_current_frontend_structure_rebalance_rewrite|abc_dch|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=168 delay=26 adp=4368 old=4368,synth-flow micro candidate
ex249,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_drw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_drw|preserve_current_frontend_structure_rebalance_rewrite|abc_drw|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=168 delay=26 adp=4368 old=4368,synth-flow micro candidate
ex249,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_drwz from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex249|frontend_synthflow_micro_from_current_best|abc_flow_abc_drwz|preserve_current_frontend_structure_rebalance_rewrite|abc_drwz|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=168 delay=29 adp=4872 old=4368,synth-flow micro candidate
ex241,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_bal_rw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_bal_rw|preserve_current_frontend_structure_rebalance_rewrite|abc_bal_rw|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=534 delay=29 adp=15486 old=15544,synth-flow micro candidate
ex241,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_rwz_rf from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_rwz_rf|preserve_current_frontend_structure_rebalance_rewrite|abc_rwz_rf|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=532 delay=28 adp=14896 old=15544,synth-flow micro candidate
ex241,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_dc2 from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_dc2|preserve_current_frontend_structure_rebalance_rewrite|abc_dc2|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=529 delay=29 adp=15341 old=15544,synth-flow micro candidate
ex241,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_dch from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_dch|preserve_current_frontend_structure_rebalance_rewrite|abc_dch|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=527 delay=29 adp=15283 old=15544,synth-flow micro candidate
ex241,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_drw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_drw|preserve_current_frontend_structure_rebalance_rewrite|abc_drw|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=534 delay=29 adp=15486 old=15544,synth-flow micro candidate
ex241,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_drwz from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex241|frontend_synthflow_micro_from_current_best|abc_flow_abc_drwz|preserve_current_frontend_structure_rebalance_rewrite|abc_drwz|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=534 delay=29 adp=15486 old=15544,synth-flow micro candidate
ex242,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_bal_rw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_bal_rw|preserve_current_frontend_structure_rebalance_rewrite|abc_bal_rw|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=1266 delay=20 adp=25320 old=25320,synth-flow micro candidate
ex242,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_rwz_rf from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_rwz_rf|preserve_current_frontend_structure_rebalance_rewrite|abc_rwz_rf|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=1262 delay=20 adp=25240 old=25320,synth-flow micro candidate
ex242,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_dc2 from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_dc2|preserve_current_frontend_structure_rebalance_rewrite|abc_dc2|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=1256 delay=21 adp=26376 old=25320,synth-flow micro candidate
ex242,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_dch from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_dch|preserve_current_frontend_structure_rebalance_rewrite|abc_dch|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=1257 delay=20 adp=25140 old=25320,synth-flow micro candidate
ex242,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_drw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_drw|preserve_current_frontend_structure_rebalance_rewrite|abc_drw|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=1266 delay=20 adp=25320 old=25320,synth-flow micro candidate
ex242,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_drwz from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex242|frontend_synthflow_micro_from_current_best|abc_flow_abc_drwz|preserve_current_frontend_structure_rebalance_rewrite|abc_drwz|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=1266 delay=21 adp=26586 old=25320,synth-flow micro candidate
ex244,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_bal_rw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex244|frontend_synthflow_micro_from_current_best|abc_flow_abc_bal_rw|preserve_current_frontend_structure_rebalance_rewrite|abc_bal_rw|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=301 delay=34 adp=10234 old=10234,synth-flow micro candidate
ex244,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_rwz_rf from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex244|frontend_synthflow_micro_from_current_best|abc_flow_abc_rwz_rf|preserve_current_frontend_structure_rebalance_rewrite|abc_rwz_rf|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=301 delay=34 adp=10234 old=10234,synth-flow micro candidate
ex244,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_dc2 from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex244|frontend_synthflow_micro_from_current_best|abc_flow_abc_dc2|preserve_current_frontend_structure_rebalance_rewrite|abc_dc2|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=300 delay=33 adp=9900 old=10234,synth-flow micro candidate
ex244,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_dch from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex244|frontend_synthflow_micro_from_current_best|abc_flow_abc_dch|preserve_current_frontend_structure_rebalance_rewrite|abc_dch|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=300 delay=34 adp=10200 old=10234,synth-flow micro candidate
ex244,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_drw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex244|frontend_synthflow_micro_from_current_best|abc_flow_abc_drw|preserve_current_frontend_structure_rebalance_rewrite|abc_drw|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=301 delay=34 adp=10234 old=10234,synth-flow micro candidate
ex244,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_drwz from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex244|frontend_synthflow_micro_from_current_best|abc_flow_abc_drwz|preserve_current_frontend_structure_rebalance_rewrite|abc_drwz|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=301 delay=37 adp=11137 old=10234,synth-flow micro candidate
ex240,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_bal_rw from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex240|frontend_synthflow_micro_from_current_best|abc_flow_abc_bal_rw|preserve_current_frontend_structure_rebalance_rewrite|abc_bal_rw|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=590 delay=51 adp=30090 old=30090,synth-flow micro candidate
ex240,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_rwz_rf from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex240|frontend_synthflow_micro_from_current_best|abc_flow_abc_rwz_rf|preserve_current_frontend_structure_rebalance_rewrite|abc_rwz_rf|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=589 delay=51 adp=30039 old=30090,synth-flow micro candidate
ex240,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_dc2 from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex240|frontend_synthflow_micro_from_current_best|abc_flow_abc_dc2|preserve_current_frontend_structure_rebalance_rewrite|abc_dc2|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=582 delay=51 adp=29682 old=30090,synth-flow micro candidate
ex240,float_fp8,local-synthflow-r28,frontend synth-flow micro from current best,ABC flow abc_dch from current frontend best AIG,preserves current high-level frontend sharing; ABC rebalance/rewrite only,ex240|frontend_synthflow_micro_from_current_best|abc_flow_abc_dch|preserve_current_frontend_structure_rebalance_rewrite|abc_dch|official_evaluate|full_word,"current frontend structure retained, ABC local rewriting changed AIG",area=581 delay=51 adp=29631 old=30090,synth-flow micro candidate
