case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_bal_rw_from_frontend_best,1,168,26,4368,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_bal_rw_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_bal_rw_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_bal_rw_from_frontend_best.abc.log; flow=strash; balance; rewrite; balance
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_rwz_rf_from_frontend_best,1,168,26,4368,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_rwz_rf_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_rwz_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_rwz_rf_from_frontend_best.abc.log; flow=strash; balance; rewrite -z; refactor -z; balance; rewrite -z; balance
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_dc2_from_frontend_best,1,168,29,4872,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_dc2_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_dc2_from_frontend_best.abc.log; flow=strash; dc2; balance
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_dch_from_frontend_best,1,168,26,4368,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_dch_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_dch_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_dch_from_frontend_best.abc.log; flow=strash; dch; balance
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_drw_from_frontend_best,1,168,26,4368,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_drw_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_drw_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_drw_from_frontend_best.abc.log; flow=strash; drw; balance
ex249,float_fp8,local-synthflow-r28,ex249_r28_abc_drwz_from_frontend_best,1,168,29,4872,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/aigs/ex249_r28_abc_drwz_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_drwz_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex249/logs/ex249_r28_abc_drwz_from_frontend_best.abc.log; flow=strash; drw -z; balance
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_bal_rw_from_frontend_best,1,534,29,15486,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/aigs/ex241_r28_abc_bal_rw_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_bal_rw_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_bal_rw_from_frontend_best.abc.log; flow=strash; balance; rewrite; balance
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_rwz_rf_from_frontend_best,1,532,28,14896,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/aigs/ex241_r28_abc_rwz_rf_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_rwz_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_rwz_rf_from_frontend_best.abc.log; flow=strash; balance; rewrite -z; refactor -z; balance; rewrite -z; balance
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_dc2_from_frontend_best,1,529,29,15341,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/aigs/ex241_r28_abc_dc2_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_dc2_from_frontend_best.abc.log; flow=strash; dc2; balance
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_dch_from_frontend_best,1,527,29,15283,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex241/verilog/ex241_semantic_mul_product_nested_exp.v,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/aigs/ex241_r28_abc_dch_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_dch_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_dch_from_frontend_best.abc.log; flow=strash; dch; balance
