case,candidate_id,hypothesis,function_guess,variant,method_signature,verilog_path,aig_path,metadata_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,classification,selection_reason,source_kind,source_csv,source_run,source_verilog_path,source_aig_path,source_evaluate_log,aig_sha256,verilog_sha256,notes
ex255,ex255_umul_wallace_bits_prefix_synth_preset,unsigned low4_high4:a*b,,wallace_bits_prefix+synth_preset,unsigned low4_high4:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/verilog/ex255_umul_wallace_bits_prefix_synth_preset.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/aigs/ex255_umul_wallace_bits_prefix_synth_preset.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/metadata/ex255_umul_wallace_bits_prefix_synth_preset.json,1,1,OK,87,13,1131,836,1.352871,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/results/candidates.csv,ex255_ex259_frontend_umul_wallace_bits_20260609_0034,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/verilog/ex255_umul_wallace_bits_prefix.v,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/aigs/ex255_umul_wallace_bits_prefix_synth_preset.aig,,7d543d2fddddd0358d23594805cecf6059eedccee0f7526ddd6d435b24b2db47,11c7f69f011211dd26dbdde50c526820d9d09e5a00ced09830a4ae8349fdd0a1,exact unsigned low4 * high4 over 256 inputs; source=wallace_bits_prefix; flow=synth_preset
ex256,ex256_current_frontend_replay_post_resyn2,,,CSA AND-row CLA replay from current frontend best,ex256|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|CSA_AND-row_CLA_replay_from_current_frontend_best|existing_shared_partial_products_and_CLA_final_carry|post_resyn2|unsigned_low5_high5_multiply|full_product_word,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/verilog/ex256_current_frontend_replay_post_resyn2.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/aigs/ex256_current_frontend_replay_post_resyn2.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/metadata/ex256_current_frontend_replay_post_resyn2.json,1,1,OK,158,18,2844,1911,1.488226,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/integer-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/verilog/ex256_current_frontend_replay.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/aigs/ex256_current_frontend_replay_post_resyn2.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_current_frontend_replay_post_resyn2.evaluate.log,a9cd088bbdc9f54fc6ddd408e471820477a5b767afb14e9d426d2f14b2cb0257,b6f5d5a4970197b6e150d085aecdb03c8d62cec63db3165e1aa7b4bfa515c7bd,exact unsigned low5 * high5 over 1024 inputs; runtime_sec=0.353
ex257,ex257_umul_csa_androws_cla_from4_wreduce_abc_g_aig,unsigned low6_high6:a*b,,csa_androws_cla_from4+wreduce_abc_g_aig,unsigned low6_high6:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex257/verilog/ex257_umul_csa_androws_cla_from4_wreduce_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex257/aigs/ex257_umul_csa_androws_cla_from4_wreduce_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex257/metadata/ex257_umul_csa_androws_cla_from4_wreduce_abc_g_aig.json,1,1,OK,254,21,5334,3952,1.349696,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex255_ex259_frontend_umul_cla_spread_20260609_0133/results/candidates.csv,ex255_ex259_frontend_umul_cla_spread_20260609_0133,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/verilog/ex257_umul_csa_androws_cla_from4.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex257/aigs/ex257_umul_csa_androws_cla_from4_wreduce_abc_g_aig.aig,,bc502dc551b727756589c4013fb275b035d77f7973b8befd4f91f932c34a9fb2,31458055d67cccc25c603ef2271ca4a55656f0ff9d39cdbe362ee9a0b2e40d03,exact unsigned low6 * high6 over 4096 inputs; focused source=csa_androws_cla_from4; flow=wreduce_abc_g_aig
ex258,ex258_umul_csa_androws_cla_from3_wreduce_abc_g_aig,unsigned low7_high7:a*b,,csa_androws_cla_from3+wreduce_abc_g_aig,unsigned low7_high7:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex258/verilog/ex258_umul_csa_androws_cla_from3_wreduce_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex258/aigs/ex258_umul_csa_androws_cla_from3_wreduce_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex258/metadata/ex258_umul_csa_androws_cla_from3_wreduce_abc_g_aig.json,1,1,OK,372,24,8928,6289,1.419622,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex255_ex259_frontend_umul_cla_spread_20260609_0133/results/candidates.csv,ex255_ex259_frontend_umul_cla_spread_20260609_0133,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/verilog/ex258_umul_csa_androws_cla_from3.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex258/aigs/ex258_umul_csa_androws_cla_from3_wreduce_abc_g_aig.aig,,4234b25e14c5c61f1dd814e35b1e304ab4333c5ae1412b9002371a3156e447ad,4b53eb0075098ac57ef5e46022ee706e8d12e084de97ed466000d42ea7e20209,exact unsigned low7 * high7 over 16384 inputs; focused source=csa_androws_cla_from3; flow=wreduce_abc_g_aig
ex259,ex259_umul_wallace_bits_outside_cla_abc_g_aig,unsigned low8_high8:a*b,,wallace_bits_outside_cla+abc_g_aig,unsigned low8_high8:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex259/verilog/ex259_umul_wallace_bits_outside_cla_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex259/aigs/ex259_umul_wallace_bits_outside_cla_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex259/metadata/ex259_umul_wallace_bits_outside_cla_abc_g_aig.json,1,1,OK,480,28,13440,10000,1.344000,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex258_ex259_frontend_umul_wallace_order_cla_20260609_0140/results/candidates.csv,ex258_ex259_frontend_umul_wallace_order_cla_20260609_0140,student/work/ex258_ex259_frontend_umul_wallace_order_cla_20260609_0140/ex259/verilog/ex259_umul_wallace_bits_outside_cla.v,student/work/ex258_ex259_frontend_umul_wallace_order_cla_20260609_0140/ex259/aigs/ex259_umul_wallace_bits_outside_cla_abc_g_aig.aig,,5084143b8b55d70f2c07aafbe898c4a6caa546e1eb9424474e51bc0f5d24488a,96aa9c001cd44b23ec13c92d4d00b6d61c9827adeef3231e867e9003da8a8313,exact unsigned low8 * high8 over 65536 inputs; focused source=wallace_bits_outside_cla; flow=abc_g_aig
ex260,ex260_r78_grouped_keep_common_abc_g_aig,signed_low4_high4_multiply,,current_source_boundary_enum_grouped_keep_common,ex260|signed_low4_high4_multiply|current_source_boundary_enum_grouped_keep_common|combine_output_grouping_with_common_sign/compare_wire_boundaries|yosys_abc_g_aig|abc_xf_official_evaluate|not_r75_carryselect_booth_or_wordmux_spelling_not_r76_weighted_or_residual_not_r77_same_boundary,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex260/verilog/ex260_r78_grouped_keep_common_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex260/aigs/ex260_r78_grouped_keep_common_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex260/metadata/ex260_r78_grouped_keep_common_abc_g_aig.json,1,1,OK,87,13,1131,657,1.721461,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/candidates.csv,frontend_source_parallel_round78_20260613_1744,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex260/verilog/ex260_r78_grouped_keep_common.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex260/aigs/ex260_r78_grouped_keep_common_abc_g_aig.aig,student/runs/integer/frontend_source_parallel_round78_20260613_1744/sub-fp16-int-enum-r78/ex260/official_eval/ex260_r78_grouped_keep_common_abc_g_aig/ex260_r78_grouped_keep_common_abc_g_aig.evaluate.py.log,bf2d2d3656e858d4e0573f9bd0e6b9f43e89197a44f69156233084d04673e24e,e16ee4a3c8d4945b233a4556417e1debe90d2d649b16748f4596187a74276998,source copied from student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v
ex261,ex261_current_frontend_replay_post_resyn2,,,Baugh-Wooley hCLA4 replay from current frontend best,ex261|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|Baugh-Wooley_hCLA4_replay_from_current_frontend_best|existing_shared_signed_partial_products_and_hCLA_final_carry|post_resyn2|signed_low5_high5_multiply|full_product_word,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex261/verilog/ex261_current_frontend_replay_post_resyn2.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex261/aigs/ex261_current_frontend_replay_post_resyn2.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex261/metadata/ex261_current_frontend_replay_post_resyn2.json,1,1,OK,164,18,2952,2041,1.446350,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/integer-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/verilog/ex261_current_frontend_replay.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/aigs/ex261_current_frontend_replay_post_resyn2.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_current_frontend_replay_post_resyn2.evaluate.log,fbb676952d4c22fbbab5432bd0bc852853990ddfae72a5f2d017b06ce8bc6a23,a0c8cf86c42d1a6e61bd714a4f0eb86e2162d6d9cefd0d279b94baacb750d2b4,exact signed low5 * signed high5 over 1024 inputs; runtime_sec=0.372
ex262,ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low6_high6:a*b,,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,signed low6_high6:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex262/metadata/ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.json,1,1,OK,252,22,5544,4900,1.131429,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/results/candidates.csv,ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,,909eb8a98ab806a6abc7f334c8452f1d820c20e3e81637602da925a65bc71998,2db593dbea1985a2b8d3522bfb9e9fcb9604b2fe819357bcc3da9212b941ad86,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_rhcla7_synth_preset_d13,signed low7_high7:a*b,,baugh_wooley_wallace_rev_rhcla7+synth_preset_d13,signed low7_high7:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_rhcla7_synth_preset_d13.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla7_synth_preset_d13.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex263/metadata/ex263_smul_baugh_wooley_wallace_rev_rhcla7_synth_preset_d13.json,1,1,OK,363,24,8712,6840,1.273684,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/results/candidates.csv,ex260_ex264_frontend_smul_order_edge_start_20260609_0605,student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_rhcla7.v,student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla7_synth_preset_d13.aig,,0364b391a8df06cbe362520241f3d5cf77fd38499795f09373cf67b5bd1a7c38,415f9a2d464e366f949c08e03e144a15d3772f890f7dd6b01c2d8ffacc7487f3,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_rhcla7; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rev_rhcla1_abc_g_aig,signed low8_high8:a*b,,baugh_wooley_wallace_rev_rhcla1+abc_g_aig,signed low8_high8:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_rhcla1_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_rhcla1_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex264/metadata/ex264_smul_baugh_wooley_wallace_rev_rhcla1_abc_g_aig.json,1,1,OK,487,27,13149,9724,1.352221,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/results/candidates.csv,ex260_ex264_frontend_smul_order_edge_start_20260609_0605,student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_rhcla1.v,student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_rhcla1_abc_g_aig.aig,,ec7a8b10dbd8cc576932a197e5cafa7f4fadbfc1121d2f33ccaa2390907ebe0f,7249c5b83e62f4faf1072c51d75fde893b75fc5501526de5bb84a8b8b1bb8671,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_rhcla1; flow=abc_g_aig
