case,candidate_id,hypothesis,function_guess,variant,method_signature,verilog_path,aig_path,metadata_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,classification,selection_reason,source_kind,source_csv,source_run,source_verilog_path,source_aig_path,source_evaluate_log,aig_sha256,verilog_sha256,notes
ex255,ex255_umul_wallace_bits_prefix_synth_preset,unsigned low4_high4:a*b,,wallace_bits_prefix+synth_preset,unsigned low4_high4:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/verilog/ex255_umul_wallace_bits_prefix_synth_preset.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/aigs/ex255_umul_wallace_bits_prefix_synth_preset.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/metadata/ex255_umul_wallace_bits_prefix_synth_preset.json,1,1,OK,87,13,1131,836,1.352871,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/results/candidates.csv,ex255_ex259_frontend_umul_wallace_bits_20260609_0034,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/verilog/ex255_umul_wallace_bits_prefix.v,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/aigs/ex255_umul_wallace_bits_prefix_synth_preset.aig,,7d543d2fddddd0358d23594805cecf6059eedccee0f7526ddd6d435b24b2db47,11c7f69f011211dd26dbdde50c526820d9d09e5a00ced09830a4ae8349fdd0a1,exact unsigned low4 * high4 over 256 inputs; source=wallace_bits_prefix; flow=synth_preset
ex255,ex255_umul_csa_concat_center_abc_g_aig,unsigned low4_high4:a*b,,csa_concat_center+abc_g_aig,unsigned low4_high4:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/verilog/ex255_umul_csa_concat_center_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/aigs/ex255_umul_csa_concat_center_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/metadata/ex255_umul_csa_concat_center_abc_g_aig.json,1,1,OK,86,14,1204,836,1.440191,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex255_ex259_frontend_umul_csa_rowstyles_20260609_0025/results/candidates.csv,ex255_ex259_frontend_umul_csa_rowstyles_20260609_0025,student/work/ex255_ex259_frontend_umul_csa_rowstyles_20260609_0025/ex255/verilog/ex255_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_rowstyles_20260609_0025/ex255/aigs/ex255_umul_csa_concat_center_abc_g_aig.aig,,9e0c7987e808bce110da9939bf84771d3fc394b30b6a043e1ee41d76c4202e89,a3c1ce094c88c02ae9dcaf5980dfcaf1f41c4cae24b1adce5fd0a2f1e3b272ad,exact unsigned low4 * high4 over 256 inputs; source=csa_concat_center; flow=abc_g_aig
ex255,ex255_umul_csa_androws_abc_g_aig,unsigned low4_high4:a*b,,csa_androws+abc_g_aig,unsigned low4_high4:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/verilog/ex255_umul_csa_androws_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/aigs/ex255_umul_csa_androws_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/metadata/ex255_umul_csa_androws_abc_g_aig.json,1,1,OK,87,14,1218,836,1.456938,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex255_ex259_frontend_umul_csa_rowstyles_20260609_0025/results/candidates.csv,ex255_ex259_frontend_umul_csa_rowstyles_20260609_0025,student/work/ex255_ex259_frontend_umul_csa_rowstyles_20260609_0025/ex255/verilog/ex255_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_rowstyles_20260609_0025/ex255/aigs/ex255_umul_csa_androws_abc_g_aig.aig,,9dc95fd758d0184062976a47e474746a38b526323f79549435a8baee8d0b1801,a789d2db8ebd11a2b6ae46e7e74bd2ff876084b38a21b9c10238ea1f75f3b242,exact unsigned low4 * high4 over 256 inputs; source=csa_androws; flow=abc_g_aig
ex255,ex255_umul_csa_androws_cla_abc_g_aig,unsigned low4_high4:a*b,,csa_androws_cla+abc_g_aig,unsigned low4_high4:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/verilog/ex255_umul_csa_androws_cla_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/aigs/ex255_umul_csa_androws_cla_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/metadata/ex255_umul_csa_androws_cla_abc_g_aig.json,1,1,OK,87,14,1218,836,1.456938,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex255_ex259_frontend_umul_cla_spread_20260609_0133/results/candidates.csv,ex255_ex259_frontend_umul_cla_spread_20260609_0133,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_abc_g_aig.aig,,dfb671cb9433f6a59f1df69650734e0cae21824e145dac3b3fc12206dc0a4dac,092a9014e5b9edeb0229718c0c0e6bbef9901721997b5afd501d40e53747e429,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla; flow=abc_g_aig
ex255,ex255_umul_csa_androws_cla_from4_synth_preset_d13,unsigned low4_high4:a*b,,csa_androws_cla_from4+synth_preset_d13,unsigned low4_high4:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/verilog/ex255_umul_csa_androws_cla_from4_synth_preset_d13.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/aigs/ex255_umul_csa_androws_cla_from4_synth_preset_d13.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/metadata/ex255_umul_csa_androws_cla_from4_synth_preset_d13.json,1,1,OK,88,14,1232,836,1.473684,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex255_ex259_frontend_umul_cla_spread_20260609_0133/results/candidates.csv,ex255_ex259_frontend_umul_cla_spread_20260609_0133,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla_from4.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_from4_synth_preset_d13.aig,,ddfb0cd6d7de4844a2e6f106e169b07ced019d636a52c89103c686a11b5156af,5cc7369168eb0674868bff65ce92e722069de995278a62310299206e7305c353,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla_from4; flow=synth_preset_d13
ex255,ex255_umul_csa_androws_cla_synth_preset_d13,unsigned low4_high4:a*b,,csa_androws_cla+synth_preset_d13,unsigned low4_high4:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/verilog/ex255_umul_csa_androws_cla_synth_preset_d13.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/aigs/ex255_umul_csa_androws_cla_synth_preset_d13.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex255/metadata/ex255_umul_csa_androws_cla_synth_preset_d13.json,1,1,OK,88,14,1232,836,1.473684,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex255_ex259_frontend_umul_cla_spread_20260609_0133/results/candidates.csv,ex255_ex259_frontend_umul_cla_spread_20260609_0133,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/verilog/ex255_umul_csa_androws_cla.v,student/work/ex255_ex259_frontend_umul_cla_spread_20260609_0133/ex255/aigs/ex255_umul_csa_androws_cla_synth_preset_d13.aig,,9d2147f225175fbc8911398855abca618e45a28710480a67737d1eeea70d5964,092a9014e5b9edeb0229718c0c0e6bbef9901721997b5afd501d40e53747e429,exact unsigned low4 * high4 over 256 inputs; focused source=csa_androws_cla; flow=synth_preset_d13
ex256,ex256_current_frontend_replay_post_resyn2,,,CSA AND-row CLA replay from current frontend best,ex256|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|CSA_AND-row_CLA_replay_from_current_frontend_best|existing_shared_partial_products_and_CLA_final_carry|post_resyn2|unsigned_low5_high5_multiply|full_product_word,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/verilog/ex256_current_frontend_replay_post_resyn2.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/aigs/ex256_current_frontend_replay_post_resyn2.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/metadata/ex256_current_frontend_replay_post_resyn2.json,1,1,OK,158,18,2844,1911,1.488226,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/integer-agent/candidates.csv,ex200_ex299_frontend_parallel_shared_20260612_1422,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/verilog/ex256_current_frontend_replay.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/aigs/ex256_current_frontend_replay_post_resyn2.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_current_frontend_replay_post_resyn2.evaluate.log,a9cd088bbdc9f54fc6ddd408e471820477a5b767afb14e9d426d2f14b2cb0257,b6f5d5a4970197b6e150d085aecdb03c8d62cec63db3165e1aa7b4bfa515c7bd,exact unsigned low5 * high5 over 1024 inputs; runtime_sec=0.353
ex256,ex256_current_frontend_replay_yosys_abc_g_aig,known best CSA/CLA source with Yosys abc -g aig mapping,,yosys_abc_g_aig,ex256|known_best_synth_flow_variation|CSA_AND_row_CLA_current_frontend_replay|existing_shared_partial_products_and_CLA_final_carry|yosys_abc_g_aig|unsigned_low5_high5_multiply|full_product_word,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/verilog/ex256_current_frontend_replay_yosys_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/aigs/ex256_current_frontend_replay_yosys_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/metadata/ex256_current_frontend_replay_yosys_abc_g_aig.json,1,1,OK,159,18,2862,1911,1.497645,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round3_20260612_1554/agent_shards/integer-r3/candidates.csv,ex200_ex299_frontend_refgap_round3_20260612_1554,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/integer-r3/ex256/verilog/ex256_current_frontend_replay.v,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/integer-r3/ex256/aigs/ex256_current_frontend_replay_yosys_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round3_20260612_1554/integer-r3/ex256/logs/ex256_current_frontend_replay_yosys_abc_g_aig.evaluate.log,2c1c9790174d500e2f58bc81e79509fd7561ee8f39425f5c2e73e1e2a5561970,b6f5d5a4970197b6e150d085aecdb03c8d62cec63db3165e1aa7b4bfa515c7bd,official evaluate.py equivalent; ties older 2862 CSA/CLA but worse than current frontend 2844
ex256,ex256_umul_csa_androws_cla_from2_wreduce_abc_g_aig,unsigned low5_high5:a*b,,csa_androws_cla_from2+wreduce_abc_g_aig,unsigned low5_high5:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/verilog/ex256_umul_csa_androws_cla_from2_wreduce_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/aigs/ex256_umul_csa_androws_cla_from2_wreduce_abc_g_aig.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/metadata/ex256_umul_csa_androws_cla_from2_wreduce_abc_g_aig.json,1,1,OK,159,18,2862,1911,1.497645,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex256_frontend_umul_hybrid_cla_20260609_0131/results/candidates.csv,ex256_frontend_umul_hybrid_cla_20260609_0131,student/work/ex256_frontend_umul_hybrid_cla_20260609_0131/ex256/verilog/ex256_umul_csa_androws_cla_from2.v,student/work/ex256_frontend_umul_hybrid_cla_20260609_0131/ex256/aigs/ex256_umul_csa_androws_cla_from2_wreduce_abc_g_aig.aig,,7a90699f02f601e9bf9e5f8896637bfbe1e9ced09f232173ee0f10e68f08c979,85042ca2cbf6bc5ea9e82e4f88d35209b819c58e1bcd45d58c7d6ce6835ae6b9,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla_from2; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_androws_carryselect3_synth_preset_d13,unsigned low5_high5:a*b,,csa_androws_carryselect3+synth_preset_d13,unsigned low5_high5:a*b,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/verilog/ex256_umul_csa_androws_carryselect3_synth_preset_d13.v,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/aigs/ex256_umul_csa_androws_carryselect3_synth_preset_d13.aig,student/new_seeds/integer/ex255_ex279_backend_candidates_20260614_2011/ex256/metadata/ex256_umul_csa_androws_carryselect3_synth_preset_d13.json,1,1,OK,156,19,2964,1911,1.551020,0,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/integer/ex256_frontend_umul_deeper_merge_20260609_0148/results/candidates.csv,ex256_frontend_umul_deeper_merge_20260609_0148,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_carryselect3.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_carryselect3_synth_preset_d13.aig,,fe6ffa6dbce9c2bdb72c550329bd424eb434e91738e90ff19ba873d6260f7c6a,902966dc1fff4f6523a779cf46e9daecb7568f3df7ce3405f1c66fe69cb05a9d,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_carryselect3; flow=synth_preset_d13
