case,domain,candidate_id,shared_structures,sharing_strategy,estimated_benefit,agent_id,run_id,notes
ex200,bf16,bf16_exp_round22_new_normalizer,,shared sign exponent semantic default-one shell,,bf16-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,prior notes and manual judgments cover available generator families as non-equivalent or bad QoR
ex204,bf16,bf16_log2_arithbase_delta_correction,,shared exponent base plus full-run selected-bit predicates,,bf16-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,official evaluate.py OK at 1570/18/28260 but worse than current frontend
ex204,bf16,bf16_log2_round22_checkpoint,,shared BF16 field decode plus special-case shell plus selected shallow output predicates,,bf16-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,no defensible candidate at file-first checkpoint; avoid unchanged sparse residual and synth-flow replay directions
ex205,bf16,bf16_log10_expbase_delta_residual,,shared positive exponent base plus mantissa delta,,bf16-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,official evaluate.py OK at 4929/23/113367 but too deep
ex205,bf16,bf16_log10_field_decode_selected_sign,,shared field decode plus manual sign predicate,,bf16-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,official evaluate.py OK at 4818/22/105996 but worse than current frontend
ex218,bf16,bf16_reciprocal_cube_delta_selected_bit,,shared delta pair plus comparator selected sign bit,,bf16-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,official evaluate.py OK at 530/14/7420 but worse than value-case field selector
ex218,bf16,bf16_reciprocal_cube_guarded_semantic,,shared odd sign and guarded exponent zone decode,,bf16-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,official evaluate.py OK at 477/24/11448 but too deep
ex223,fp16,ex223|fp16_log_non_nested_segment_mode_base_probe|diagnostic_blocker|shared_field_decode_plus_segment_shape_mode_base_metrics|not_run|DAZ_log_FP16_RNE_FTZ|blocked,,shared sign-exp-mant decode plus shallow high-bit predicates only,,fp16-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,
ex224,fp16,ex224|fp16_log2_non_nested_segment_mode_base_probe|diagnostic_blocker|shared_field_decode_plus_segment_shape_mode_base_metrics|not_run|DAZ_log2_FP16_RNE_FTZ|blocked,,shared sign-exp-mant decode plus shallow high-bit predicates only,,fp16-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,
ex225,fp16,ex225|fp16_log10_non_nested_segment_mode_base_probe|diagnostic_blocker|shared_field_decode_plus_segment_shape_mode_base_metrics|not_run|DAZ_log10_FP16_RNE_FTZ|blocked,,shared sign-exp-mant decode plus shallow high-bit predicates only,,fp16-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,
ex240,float_fp8,ex240|E4M3FN packed add|round22 remain diagnostic no candidate|prior current-best and failed formula evidence|no_synth|exact_e4m3fn_add_high_plus_low|blocker,,shared same-sign path already compact; remaining diff-sign cancellation has only replay/failed directions,,float-fp8-remain-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,Current best same-GRS/diff-param source is do-not-repeat-as-is; formula diff-GRS was NOT_EQUIV; threshold quant was official OK but very poor ADP.
ex241,float_fp8,ex241|E4M3FN packed multiply|round22 remain diagnostic no candidate|prior nested-table and product-formula evidence|no_synth|exact_e4m3fn_mul_high_times_low|blocker,,shared product/exponent-sum nesting already tested; formula overlays are deeper or low-value,,float-fp8-remain-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,Nested exponent/product table is current frontend best; product formula exception overlays were official equivalent but worse.
ex242,float_fp8,ex242|E4M3FN packed division|round22 remain diagnostic no candidate|prior clean-sparse and quotient-formula evidence|no_synth|exact_e4m3fn_div_low_over_high|blocker,,shared exponent-delta quotient tables and bit exception overlays already exhausted,,float-fp8-remain-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,Clean sparse field table is current frontend best; compact formula and bit-exception overlays were official equivalent but worse.
ex244,float_fp8,ex244_r22_maxeff_delta_bdd_replay,abs max/min decode; max_eff; exponent gap; sig4(max); sig4(min); delta-bit BDD; max-plus-delta saturation,Copied the known best max-eff delta BDD source into the round22 shard and replayed the known synth-preset flow to create a complete concrete checkpoint row.,low,float-fp8-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,Official ADP 10234 tied prior frontend best; delay remains the bottleneck.
ex245,float_fp8,ex245|E5M2FN packed add|round22 remain diagnostic no candidate|prior small-gap and threshold evidence|no_synth|exact_e5m2fn_add_high_plus_low|blocker,,shared small-gap class formula already best; threshold and split-BDD variants are low-value,,float-fp8-remain-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,Current small-gap class formula remains strongest; round9 threshold and round2 local/BDD variants were official but worse.
