case,domain,round22_candidates,round22_best_candidate,round22_best_adp,frontend_best_adp_after,reference_adp,round22_improved_frontend,beats_reference,next_recommendation
ex200,bf16,0,,,54405,40052,0,0,gap remains; continue only with materially different high-level sharing/representation
ex204,bf16,2,ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_11_14,27900,25670,15180,0,0,gap remains; continue only with materially different high-level sharing/representation
ex205,bf16,2,ex205_bf16_log10_sep_fields_e2_m5_s0_manual_bits_15,105996,71104,47128,0,0,gap remains; continue only with materially different high-level sharing/representation
ex218,bf16,2,ex218_bf16_reciprocal_cube_delta_pair_mode_hilo4_bits_15_cmp,7420,5941,3222,0,0,gap remains; continue only with materially different high-level sharing/representation
ex223,fp16,0,,,203756,120549,0,0,gap remains; continue only with materially different high-level sharing/representation
ex224,fp16,0,,,96224,64708,0,0,gap remains; continue only with materially different high-level sharing/representation
ex225,fp16,0,,,218728,116676,0,0,gap remains; continue only with materially different high-level sharing/representation
ex240,float_fp8,0,,,30090,13299,0,0,gap remains; continue only with materially different high-level sharing/representation
ex241,float_fp8,0,,,15544,7224,0,0,gap remains; continue only with materially different high-level sharing/representation
ex242,float_fp8,0,,,25320,11900,0,0,gap remains; continue only with materially different high-level sharing/representation
ex244,float_fp8,1,ex244_r22_maxeff_delta_bdd_replay,10234,10234,4272,0,0,gap remains; continue only with materially different high-level sharing/representation
ex245,float_fp8,0,,,23834,11050,0,0,gap remains; continue only with materially different high-level sharing/representation
ex246,float_fp8,1,ex246_r22_product_seed12_replay,7502,7502,2805,0,0,gap remains; continue only with materially different high-level sharing/representation
ex247,float_fp8,1,ex247_r22_bound_region_mux_share2,8349,8349,2975,0,0,gap remains; continue only with materially different high-level sharing/representation
ex248,float_fp8,0,,,8550,4180,0,0,gap remains; continue only with materially different high-level sharing/representation
ex249,float_fp8,0,,,4368,2079,0,0,gap remains; continue only with materially different high-level sharing/representation
ex253,float_fp8,0,,,2268,1845,0,0,gap remains; continue only with materially different high-level sharing/representation
ex256,integer,0,,,2844,1911,0,0,gap remains; continue only with materially different high-level sharing/representation
ex260,integer,0,,,1144,657,0,0,gap remains; continue only with materially different high-level sharing/representation
ex261,integer,0,,,2952,2041,0,0,gap remains; continue only with materially different high-level sharing/representation
ex266,integer,0,,,1480,848,0,0,gap remains; continue only with materially different high-level sharing/representation
ex270,integer,0,,,3230,2076,0,0,gap remains; continue only with materially different high-level sharing/representation
ex276,integer,0,,,1010,632,0,0,gap remains; continue only with materially different high-level sharing/representation
ex277,integer,2,ex277_isqrt_cofbdd4_reverse_synth_preset_d12,2844,2844,1980,0,0,gap remains; continue only with materially different high-level sharing/representation
ex280,unknown,0,,,2990,2415,0,0,gap remains; continue only with materially different high-level sharing/representation
ex281,unknown,0,,,3328,2336,0,0,gap remains; continue only with materially different high-level sharing/representation
ex282,unknown,0,,,4032,2704,0,0,gap remains; continue only with materially different high-level sharing/representation
ex283,unknown,0,,,4500,3168,0,0,gap remains; continue only with materially different high-level sharing/representation
ex284,unknown,0,,,5440,4240,0,0,gap remains; continue only with materially different high-level sharing/representation
ex285,unknown,0,,,13175,5499,0,0,gap remains; continue only with materially different high-level sharing/representation
ex286,unknown,0,,,20190,2376,0,0,gap remains; continue only with materially different high-level sharing/representation
ex287,unknown,0,,,27480,5782,0,0,gap remains; continue only with materially different high-level sharing/representation
ex288,unknown,0,,,31598,16394,0,0,gap remains; continue only with materially different high-level sharing/representation
ex289,unknown,0,,,19893,13620,0,0,gap remains; continue only with materially different high-level sharing/representation
ex290,unknown,0,,,61992,42328,0,0,gap remains; continue only with materially different high-level sharing/representation
ex291,unknown,0,,,97545,66850,0,0,gap remains; continue only with materially different high-level sharing/representation
ex292,unknown,0,,,142170,84854,0,0,gap remains; continue only with materially different high-level sharing/representation
ex294,unknown,0,,,246698,133365,0,0,gap remains; continue only with materially different high-level sharing/representation
ex295,unknown,0,,,123270,68064,0,0,gap remains; continue only with materially different high-level sharing/representation
ex296,unknown,0,,,143792,104025,0,0,gap remains; continue only with materially different high-level sharing/representation
ex297,unknown,0,,,569592,225900,0,0,gap remains; continue only with materially different high-level sharing/representation
ex298,unknown,0,,,645639,442296,0,0,gap remains; continue only with materially different high-level sharing/representation
ex299,unknown,0,,,2487261,1013807,0,0,gap remains; continue only with materially different high-level sharing/representation
