case,candidate_id,status,area,delay,adp,expected_adp,aig_path,notes
ex240,ex240_r64_signmag_selected_output_factor_synth_preset,OK,610,43,26230,26230,student/new_seeds/float_fp8/ex240_ex254_current/ex240/aigs/ex240_r64_signmag_selected_output_factor_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex241,ex241_r71_caseattrs_outputsplit,OK,531,29,15399,15399,student/new_seeds/float_fp8/ex240_ex254_current/ex241/aigs/ex241_r71_caseattrs_outputsplit.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex242,ex242_r8_axis_numzero_shell_abc_g_aig_frontend,OK,841,20,16820,16820,student/new_seeds/float_fp8/ex240_ex254_current/ex242/aigs/ex242_r8_axis_numzero_shell_abc_g_aig_frontend.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex243,ex243_semantic_fmod_modsig_nested_delta_abc_g_aig,OK,1790,27,48330,48330,student/new_seeds/float_fp8/ex240_ex254_current/ex243/aigs/ex243_semantic_fmod_modsig_nested_delta_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex244,ex244_r7_satbit_regroup_synth_preset_aig,OK,311,32,9952,9952,student/new_seeds/float_fp8/ex240_ex254_current/ex244/aigs/ex244_r7_satbit_regroup_synth_preset_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex245,ex245_r11_r89_active_branch_muxclean,OK,696,33,22968,22968,student/new_seeds/float_fp8/ex240_ex254_current/ex245/aigs/ex245_r11_r89_active_branch_muxclean.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex246,ex246_semantic_mul_product_dc_seed12_set11to10_synth_preset_aig,OK,341,22,7502,7502,student/new_seeds/float_fp8/ex240_ex254_current/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set11to10_synth_preset_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex247,ex247_r5_lowpred_truth_case_abc_g_aig_frontend,OK,249,26,6474,6474,student/new_seeds/float_fp8/ex240_ex254_current/ex247/aigs/ex247_r5_lowpred_truth_case_abc_g_aig_frontend.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex248,ex248_r8_split_payload_shell_abc_g_aig_frontend,OK,290,27,7830,7830,student/new_seeds/float_fp8/ex240_ex254_current/ex248/aigs/ex248_r8_split_payload_shell_abc_g_aig_frontend.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex249,ex249_semantic_hypot_threshold_rawexp_synth_preset_aig,OK,168,26,4368,4368,student/new_seeds/float_fp8/ex240_ex254_current/ex249/aigs/ex249_semantic_hypot_threshold_rawexp_synth_preset_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex250,ex250_semantic_fp4_dot2_magarith_qcase_synth_preset_aig,OK,413,41,16933,16933,student/new_seeds/float_fp8/ex240_ex254_current/ex250/aigs/ex250_semantic_fp4_dot2_magarith_qcase_synth_preset_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex251,ex251_semantic_int3_dot2_arith_qcase_abc_g_aig,OK,495,38,18810,18810,student/new_seeds/float_fp8/ex240_ex254_current/ex251/aigs/ex251_semantic_int3_dot2_arith_qcase_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex252,ex252_semantic_u2_dot4_handmul_balanced_qcase_default,OK,145,21,3045,3045,student/new_seeds/float_fp8/ex240_ex254_current/ex252/aigs/ex252_semantic_u2_dot4_handmul_balanced_qcase_default.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex253,ex253_semantic_u2_sum8_popcount_laneqcase_default,OK,126,18,2268,2268,student/new_seeds/float_fp8/ex240_ex254_current/ex253/aigs/ex253_semantic_u2_sum8_popcount_laneqcase_default.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex254,ex254_semantic_e4add_fp4product_grs_magfactored_abc_g_aig,OK,662,55,36410,36410,student/new_seeds/float_fp8/ex240_ex254_current/ex254/aigs/ex254_semantic_e4add_fp4product_grs_magfactored_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
