case,domain,candidate_id,shared_structures,sharing_strategy,estimated_benefit,agent_id,run_id,notes
ex204,bf16,,,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,abc_xf truth convention; active positive finite groups only for run metrics
ex205,bf16,,,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,abc_xf truth convention; active positive finite groups only for run metrics
ex218,bf16,,,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,abc_xf truth convention; active positive finite groups only for run metrics
ex223,fp16,,,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,abc_xf truth convention; active positive finite groups only for run metrics
ex225,fp16,,,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,abc_xf truth convention; active positive finite groups only for run metrics
ex240,float_fp8,ex240_semantic_add_same_grs_diff_grs_synth_preset_aig,Lower-priority sanity check of the formula diff-normalizer direction after ex246/ex244; records official status even if non-equivalent.,,,fp8-struct-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,Lower-priority sanity check of the formula diff-normalizer direction after ex246/ex244; records official status even if non-equivalent. source_sha256_12=72214ec669cb; official_aig=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex240/official_eval/ex240_semantic_add_same_grs_diff_grs_synth_preset_aig/ex240.aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex240/logs/ex240_semantic_add_same_grs_diff_grs_synth_preset_aig.yosys.log
ex244,float_fp8,ex244_semantic_hypot_delta_maxeff_bdd_mixed_synth_preset_aig,"Alternate max-eff/gap/significand BDD ordering, distinct from existing exp-first and sig-first orders.",,,fp8-struct-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,"Alternate max-eff/gap/significand BDD ordering, distinct from existing exp-first and sig-first orders. source_sha256_12=64d8d5d93066; official_aig=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex244/official_eval/ex244_semantic_hypot_delta_maxeff_bdd_mixed_synth_preset_aig/ex244.aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex244/logs/ex244_semantic_hypot_delta_maxeff_bdd_mixed_synth_preset_aig.yosys.log"
ex244,float_fp8,ex244_semantic_hypot_direct_result_residual_synth_preset_aig,Uses max(abs) as arithmetic shell and only stores exact residual outputs for active gap<3 cases.,,,fp8-struct-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,Uses max(abs) as arithmetic shell and only stores exact residual outputs for active gap<3 cases. source_sha256_12=552b261cfd19; official_aig=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex244/official_eval/ex244_semantic_hypot_direct_result_residual_synth_preset_aig/ex244.aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex244/logs/ex244_semantic_hypot_direct_result_residual_synth_preset_aig.yosys.log
ex244,float_fp8,ex244_semantic_hypot_threshold_maxeff_packed_synth_preset_aig,Predicate-pack threshold family to compare against BDD and direct residual forms under the same official flow.,,,fp8-struct-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,Predicate-pack threshold family to compare against BDD and direct residual forms under the same official flow. source_sha256_12=75dcccfd606f; official_aig=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex244/official_eval/ex244_semantic_hypot_threshold_maxeff_packed_synth_preset_aig/ex244.aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex244/logs/ex244_semantic_hypot_threshold_maxeff_packed_synth_preset_aig.yosys.log
ex246,float_fp8,ex246_semantic_mul_sigpair_minlogic_full_synth_preset_aig,Output-grouped cofactor form over sigpair attributes; materially different from product-code completion sweeps.,,,fp8-struct-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,Output-grouped cofactor form over sigpair attributes; materially different from product-code completion sweeps. source_sha256_12=5a7079a550d6; official_aig=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex246/official_eval/ex246_semantic_mul_sigpair_minlogic_full_synth_preset_aig/ex246.aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex246/logs/ex246_semantic_mul_sigpair_minlogic_full_synth_preset_aig.yosys.log
