case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex201,ex201_bf16_exp2_semantic_exp_pair_casez_full,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,semantic_exp_pair_casez_full,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex201/verilog/ex201_bf16_exp2_semantic_exp_pair_casez_full.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex201/aigs/ex201_bf16_exp2_semantic_exp_pair_casez_full.aig,1,1,1590,16,25440,1.496,semantic exp pair; active_exps=16; const_patterns=2053; mant_style=full_case
ex201,ex201_bf16_exp2_semantic_exp_pair_casez_runs,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,semantic_exp_pair_casez_runs,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex201/verilog/ex201_bf16_exp2_semantic_exp_pair_casez_runs.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex201/aigs/ex201_bf16_exp2_semantic_exp_pair_casez_runs.aig,1,1,1961,19,37259,1.753,semantic exp pair; active_exps=16; const_patterns=1262; mant_style=casez_runs
ex201,ex201_bf16_exp2_semantic_exp_sign_exp_casez_full,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,semantic_exp_sign_exp_casez_full,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex201/verilog/ex201_bf16_exp2_semantic_exp_sign_exp_casez_full.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex201/aigs/ex201_bf16_exp2_semantic_exp_sign_exp_casez_full.aig,1,1,1623,17,27591,1.689,semantic exp sign_exp defaults; active_sign_exp=29; items=3724
ex201,ex201_bf16_exp2_structural_exp_mant_pair_case,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,structural_exp_mant_pair_case,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex201/verilog/ex201_bf16_exp2_structural_exp_mant_pair_case.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex201/aigs/ex201_bf16_exp2_structural_exp_mant_pair_case.aig,1,1,1599,15,23985,1.650,structural comparison candidate; exact table factoring over 65536 inputs; items=2415
ex202,ex202_bf16_exp10_semantic_exp_pair_casez_full,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,semantic_exp_pair_casez_full,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/verilog/ex202_bf16_exp10_semantic_exp_pair_casez_full.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/aigs/ex202_bf16_exp10_semantic_exp_pair_casez_full.aig,1,1,3659,17,62203,2.207,semantic exp pair; active_exps=17; const_patterns=2182; mant_style=full_case
ex202,ex202_bf16_exp10_semantic_exp_pair_casez_runs,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,semantic_exp_pair_casez_runs,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/verilog/ex202_bf16_exp10_semantic_exp_pair_casez_runs.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/aigs/ex202_bf16_exp10_semantic_exp_pair_casez_runs.aig,1,1,4147,23,95381,2.655,semantic exp pair; active_exps=17; const_patterns=1248; mant_style=casez_runs
ex202,ex202_bf16_exp10_semantic_exp_sign_exp_casez_full,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,semantic_exp_sign_exp_casez_full,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/verilog/ex202_bf16_exp10_semantic_exp_sign_exp_casez_full.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/aigs/ex202_bf16_exp10_semantic_exp_sign_exp_casez_full.aig,1,1,3720,17,63240,2.492,semantic exp sign_exp defaults; active_sign_exp=31; items=3982
ex202,ex202_bf16_exp10_semantic_sign_exp_field_defaults,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,semantic_sign_exp_field_defaults,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/verilog/ex202_bf16_exp10_semantic_sign_exp_field_defaults.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/aigs/ex202_bf16_exp10_semantic_sign_exp_field_defaults.aig,1,1,3702,16,59232,3.106,semantic sign_exp field defaults; groups=512; full_default_groups=479; exceptions=3162
ex202,ex202_bf16_exp10_semantic_sign_exp_word_mode_defaults,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,semantic_sign_exp_word_mode_defaults,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/verilog/ex202_bf16_exp10_semantic_sign_exp_word_mode_defaults.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/aigs/ex202_bf16_exp10_semantic_sign_exp_word_mode_defaults.aig,1,1,3705,17,62985,2.795,semantic sign_exp word mode defaults; full_default_groups=479; exceptions=3162
ex202,ex202_bf16_exp10_structural_exp_mant_pair_case,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,structural_exp_mant_pair_case,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/verilog/ex202_bf16_exp10_structural_exp_mant_pair_case.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/aigs/ex202_bf16_exp10_structural_exp_mant_pair_case.aig,1,1,3661,17,62237,2.357,structural comparison candidate; exact table factoring over 65536 inputs; items=2542
ex202,ex202_bf16_exp10_structural_sign_exp_default_expr_case,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,structural_sign_exp_default_expr_case,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/verilog/ex202_bf16_exp10_structural_sign_exp_default_expr_case.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex202/aigs/ex202_bf16_exp10_structural_sign_exp_default_expr_case.aig,1,1,3705,17,62985,4.957,"structural comparison candidate; exact sign-exp default-expression exception table; exceptions=33845; items=groups=512; full_default_groups=244; exceptions=33845; defaults=abs_input:264,nan:2,pos_inf:123,zero:123"
ex203,ex203_bf16_log_semantic_log_positive_full,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,semantic_log_positive_full,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/verilog/ex203_bf16_log_semantic_log_positive_full.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/aigs/ex203_bf16_log_semantic_log_positive_full.aig,1,1,4564,19,86716,6.540,semantic positive-domain log table; mant_style=full_case; items=32512
ex203,ex203_bf16_log_semantic_log_positive_runs,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,semantic_log_positive_runs,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/verilog/ex203_bf16_log_semantic_log_positive_runs.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/aigs/ex203_bf16_log_semantic_log_positive_runs.aig,1,1,5185,23,119255,5.079,semantic positive-domain log table; mant_style=casez_runs; items=5009
ex203,ex203_bf16_log_semantic_log_pair_runs,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,semantic_log_pair_runs,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/verilog/ex203_bf16_log_semantic_log_pair_runs.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/aigs/ex203_bf16_log_semantic_log_pair_runs.aig,1,1,5238,22,115236,6.265,semantic log pair table; mant_style=casez_runs; items=5010
ex203,ex203_bf16_log_semantic_sign_exp_word_mode_defaults,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,semantic_sign_exp_word_mode_defaults,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/verilog/ex203_bf16_log_semantic_sign_exp_word_mode_defaults.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/aigs/ex203_bf16_log_semantic_sign_exp_word_mode_defaults.aig,1,1,4558,19,86602,6.155,semantic sign_exp word mode defaults; full_default_groups=257; exceptions=20152
